year_hour,ac_inverter_power_per_kw,climate_zone
5499.5,0.0,1
5500.5,0.0,1
5501.5,0.0,1
5502.5,47.2285,1
5503.5,134.088,1
5504.5,199.201,1
5505.5,239.271,1
5506.5,301.65,1
5507.5,343.57800000000003,1
5508.5,324.997,1
5509.5,330.37,1
5510.5,282.03700000000003,1
5511.5,204.418,1
5512.5,112.904,1
5513.5,45.532,1
5514.5,0.0,1
5515.5,0.0,1
5516.5,0.0,1
5517.5,0.0,1
5518.5,0.0,1
5519.5,0.0,1
5520.5,0.0,1
5521.5,0.0,1
5522.5,0.0,1
5523.5,0.0,1
5524.5,0.0,1
5525.5,0.0,1
5526.5,51.216,1
5527.5,145.46,1
5528.5,246.36900000000003,1
5529.5,314.562,1
5530.5,380.042,1
5531.5,402.765,1
5532.5,438.611,1
5533.5,420.603,1
5534.5,350.017,1
5535.5,253.354,1
5536.5,162.762,1
5537.5,64.3128,1
5538.5,0.0,1
5539.5,0.0,1
5540.5,0.0,1
5541.5,0.0,1
5542.5,0.0,1
5543.5,0.0,1
5544.5,0.0,1
5545.5,0.0,1
5546.5,0.0,1
5547.5,0.0,1
5548.5,0.0,1
5549.5,0.0,1
5550.5,57.0873,1
5551.5,213.21,1
5552.5,347.267,1
5553.5,488.125,1
5554.5,562.504,1
5555.5,668.7389999999999,1
5556.5,679.688,1
5557.5,634.877,1
5558.5,554.93,1
5559.5,387.12,1
5560.5,231.73,1
5561.5,77.8126,1
5562.5,0.14569200000000002,1
5563.5,0.0,1
5564.5,0.0,1
5565.5,0.0,1
5566.5,0.0,1
5567.5,0.0,1
5568.5,0.0,1
5569.5,0.0,1
5570.5,0.0,1
5571.5,0.0,1
5572.5,0.0,1
5573.5,0.0,1
5574.5,28.5132,1
5575.5,78.288,1
5576.5,131.093,1
5577.5,169.73,1
5578.5,198.567,1
5579.5,213.558,1
5580.5,210.487,1
5581.5,198.69299999999998,1
5582.5,164.167,1
5583.5,126.779,1
5584.5,77.7458,1
5585.5,30.633000000000003,1
5586.5,0.0,1
5587.5,0.0,1
5588.5,0.0,1
5589.5,0.0,1
5590.5,0.0,1
5591.5,0.0,1
5592.5,0.0,1
5593.5,0.0,1
5594.5,0.0,1
5595.5,0.0,1
5596.5,0.0,1
5597.5,0.0,1
5598.5,60.361000000000004,1
5599.5,191.59900000000002,1
5600.5,329.841,1
5601.5,493.731,1
5602.5,566.4169999999999,1
5603.5,636.989,1
5604.5,649.2040000000001,1
5605.5,625.589,1
5606.5,503.496,1
5607.5,390.43,1
5608.5,208.53900000000002,1
5609.5,73.8132,1
5610.5,0.0,1
5611.5,0.0,1
5612.5,0.0,1
5613.5,0.0,1
5614.5,0.0,1
5615.5,0.0,1
5616.5,0.0,1
5617.5,0.0,1
5618.5,0.0,1
5619.5,0.0,1
5620.5,0.0,1
5621.5,0.0,1
5622.5,60.0088,1
5623.5,190.31799999999998,1
5624.5,324.845,1
5625.5,463.275,1
5626.5,557.975,1
5627.5,611.122,1
5628.5,595.2769999999999,1
5629.5,544.456,1
5630.5,432.083,1
5631.5,304.909,1
5632.5,184.16099999999997,1
5633.5,63.9049,1
5634.5,0.0,1
5635.5,0.0,1
5636.5,0.0,1
5637.5,0.0,1
5638.5,0.0,1
5639.5,0.0,1
5640.5,0.0,1
5641.5,0.0,1
5642.5,0.0,1
5643.5,0.0,1
5644.5,0.0,1
5645.5,0.0,1
5646.5,49.6253,1
5647.5,137.691,1
5648.5,220.27900000000002,1
5649.5,299.368,1
5650.5,352.69,1
5651.5,363.733,1
5652.5,362.26599999999996,1
5653.5,320.96,1
5654.5,284.119,1
5655.5,220.396,1
5656.5,147.886,1
5657.5,58.0993,1
5658.5,0.0,1
5659.5,0.0,1
5660.5,0.0,1
5661.5,0.0,1
5662.5,0.0,1
5663.5,0.0,1
5664.5,0.0,1
5665.5,0.0,1
5666.5,0.0,1
5667.5,0.0,1
5668.5,0.0,1
5669.5,0.0,1
5670.5,59.1411,1
5671.5,188.424,1
5672.5,308.742,1
5673.5,404.839,1
5674.5,494.029,1
5675.5,523.135,1
5676.5,507.474,1
5677.5,440.648,1
5678.5,359.695,1
5679.5,277.476,1
5680.5,160.428,1
5681.5,58.0049,1
5682.5,0.0,1
5683.5,0.0,1
5684.5,0.0,1
5685.5,0.0,1
5686.5,0.0,1
5687.5,0.0,1
5688.5,0.0,1
5689.5,0.0,1
5690.5,0.0,1
5691.5,0.0,1
5692.5,0.0,1
5693.5,0.0,1
5694.5,58.5452,1
5695.5,191.542,1
5696.5,316.545,1
5697.5,450.656,1
5698.5,546.4780000000001,1
5699.5,618.778,1
5700.5,690.7080000000001,1
5701.5,632.289,1
5702.5,521.196,1
5703.5,386.50800000000004,1
5704.5,230.321,1
5705.5,67.0478,1
5706.5,0.0,1
5707.5,0.0,1
5708.5,0.0,1
5709.5,0.0,1
5710.5,0.0,1
5711.5,0.0,1
5712.5,0.0,1
5713.5,0.0,1
5714.5,0.0,1
5715.5,0.0,1
5716.5,0.0,1
5717.5,0.0,1
5718.5,46.7232,1
5719.5,148.58700000000002,1
5720.5,241.02200000000002,1
5721.5,333.11300000000006,1
5722.5,408.15,1
5723.5,498.528,1
5724.5,517.237,1
5725.5,414.42900000000003,1
5726.5,394.09,1
5727.5,374.68699999999995,1
5728.5,215.042,1
5729.5,83.5706,1
5730.5,0.0,1
5731.5,0.0,1
5732.5,0.0,1
5733.5,0.0,1
5734.5,0.0,1
5735.5,0.0,1
5736.5,0.0,1
5737.5,0.0,1
5738.5,0.0,1
5739.5,0.0,1
5740.5,0.0,1
5741.5,0.0,1
5742.5,59.6364,1
5743.5,123.539,1
5744.5,428.93,1
5745.5,403.745,1
5746.5,486.744,1
5747.5,207.71900000000002,1
5748.5,322.269,1
5749.5,720.289,1
5750.5,468.964,1
5751.5,104.959,1
5752.5,15.9755,1
5753.5,3.2023,1
5754.5,0.0,1
5755.5,0.0,1
5756.5,0.0,1
5757.5,0.0,1
5758.5,0.0,1
5759.5,0.0,1
5760.5,0.0,1
5761.5,0.0,1
5762.5,0.0,1
5763.5,0.0,1
5764.5,0.0,1
5765.5,0.0,1
5766.5,49.6554,1
5767.5,139.972,1
5768.5,251.889,1
5769.5,330.36,1
5770.5,374.54400000000004,1
5771.5,425.335,1
5772.5,454.897,1
5773.5,405.663,1
5774.5,354.999,1
5775.5,235.63299999999998,1
5776.5,137.356,1
5777.5,45.5607,1
5778.5,0.0,1
5779.5,0.0,1
5780.5,0.0,1
5781.5,0.0,1
5782.5,0.0,1
5783.5,0.0,1
5784.5,0.0,1
5785.5,0.0,1
5786.5,0.0,1
5787.5,0.0,1
5788.5,0.0,1
5789.5,0.0,1
5790.5,58.9552,1
5791.5,214.127,1
5792.5,364.671,1
5793.5,502.606,1
5794.5,539.255,1
5795.5,608.548,1
5796.5,626.232,1
5797.5,572.735,1
5798.5,496.13699999999994,1
5799.5,399.971,1
5800.5,228.562,1
5801.5,73.5733,1
5802.5,0.0,1
5803.5,0.0,1
5804.5,0.0,1
5805.5,0.0,1
5806.5,0.0,1
5807.5,0.0,1
5808.5,0.0,1
5809.5,0.0,1
5810.5,0.0,1
5811.5,0.0,1
5812.5,0.0,1
5813.5,0.0,1
5814.5,57.8571,1
5815.5,233.59799999999998,1
5816.5,423.155,1
5817.5,557.799,1
5818.5,658.345,1
5819.5,723.7819999999999,1
5820.5,736.961,1
5821.5,685.4739999999999,1
5822.5,575.565,1
5823.5,424.26800000000003,1
5824.5,241.291,1
5825.5,65.3062,1
5826.5,0.0,1
5827.5,0.0,1
5828.5,0.0,1
5829.5,0.0,1
5830.5,0.0,1
5831.5,0.0,1
5832.5,0.0,1
5833.5,0.0,1
5834.5,0.0,1
5835.5,0.0,1
5836.5,0.0,1
5837.5,0.0,1
5838.5,60.1429,1
5839.5,243.704,1
5840.5,425.914,1
5841.5,570.923,1
5842.5,659.1510000000001,1
5843.5,697.877,1
5844.5,702.809,1
5845.5,655.17,1
5846.5,559.207,1
5847.5,417.82599999999996,1
5848.5,239.35299999999998,1
5849.5,62.7501,1
5850.5,0.0,1
5851.5,0.0,1
5852.5,0.0,1
5853.5,0.0,1
5854.5,0.0,1
5855.5,0.0,1
5856.5,0.0,1
5857.5,0.0,1
5858.5,0.0,1
5859.5,0.0,1
5860.5,0.0,1
5861.5,0.0,1
5862.5,58.1623,1
5863.5,233.405,1
5864.5,422.251,1
5865.5,562.135,1
5866.5,659.143,1
5867.5,698.752,1
5868.5,684.39,1
5869.5,634.613,1
5870.5,539.669,1
5871.5,408.50800000000004,1
5872.5,229.981,1
5873.5,62.2613,1
5874.5,0.0,1
5875.5,0.0,1
5876.5,0.0,1
5877.5,0.0,1
5878.5,0.0,1
5879.5,0.0,1
5880.5,0.0,1
5881.5,0.0,1
5882.5,0.0,1
5883.5,0.0,1
5884.5,0.0,1
5885.5,0.0,1
5886.5,56.9348,1
5887.5,215.05700000000002,1
5888.5,390.80800000000005,1
5889.5,517.957,1
5890.5,613.715,1
5891.5,664.179,1
5892.5,678.6289999999999,1
5893.5,635.039,1
5894.5,527.422,1
5895.5,397.344,1
5896.5,216.717,1
5897.5,59.1407,1
5898.5,0.0,1
5899.5,0.0,1
5900.5,0.0,1
5901.5,0.0,1
5902.5,0.0,1
5903.5,0.0,1
5904.5,0.0,1
5905.5,0.0,1
5906.5,0.0,1
5907.5,0.0,1
5908.5,0.0,1
5909.5,0.0,1
5910.5,59.4455,1
5911.5,241.136,1
5912.5,429.042,1
5913.5,573.83,1
5914.5,674.198,1
5915.5,726.7689999999999,1
5916.5,720.562,1
5917.5,674.204,1
5918.5,574.481,1
5919.5,425.976,1
5920.5,235.683,1
5921.5,58.4573,1
5922.5,0.0,1
5923.5,0.0,1
5924.5,0.0,1
5925.5,0.0,1
5926.5,0.0,1
5927.5,0.0,1
5928.5,0.0,1
5929.5,0.0,1
5930.5,0.0,1
5931.5,0.0,1
5932.5,0.0,1
5933.5,0.0,1
5934.5,13.2224,1
5935.5,28.4438,1
5936.5,177.77,1
5937.5,190.00900000000001,1
5938.5,203.123,1
5939.5,266.27099999999996,1
5940.5,384.894,1
5941.5,303.384,1
5942.5,152.856,1
5943.5,103.85,1
5944.5,30.3024,1
5945.5,12.2912,1
5946.5,0.0,1
5947.5,0.0,1
5948.5,0.0,1
5949.5,0.0,1
5950.5,0.0,1
5951.5,0.0,1
5952.5,0.0,1
5953.5,0.0,1
5954.5,0.0,1
5955.5,0.0,1
5956.5,0.0,1
5957.5,0.0,1
5958.5,2.56008,1
5959.5,23.249000000000002,1
5960.5,43.8479,1
5961.5,41.5918,1
5962.5,117.819,1
5963.5,336.019,1
5964.5,385.47,1
5965.5,359.70099999999996,1
5966.5,272.07599999999996,1
5967.5,248.62400000000002,1
5968.5,151.439,1
5969.5,44.9873,1
5970.5,0.0,1
5971.5,0.0,1
5972.5,0.0,1
5973.5,0.0,1
5974.5,0.0,1
5975.5,0.0,1
5976.5,0.0,1
5977.5,0.0,1
5978.5,0.0,1
5979.5,0.0,1
5980.5,0.0,1
5981.5,0.0,1
5982.5,35.6791,1
5983.5,101.316,1
5984.5,226.627,1
5985.5,403.20300000000003,1
5986.5,429.548,1
5987.5,361.51800000000003,1
5988.5,313.904,1
5989.5,255.97099999999998,1
5990.5,401.642,1
5991.5,276.663,1
5992.5,151.07399999999998,1
5993.5,74.0563,1
5994.5,0.0,1
5995.5,0.0,1
5996.5,0.0,1
5997.5,0.0,1
5998.5,0.0,1
5999.5,0.0,1
6000.5,0.0,1
6001.5,0.0,1
6002.5,0.0,1
6003.5,0.0,1
6004.5,0.0,1
6005.5,0.0,1
6006.5,62.47,1
6007.5,240.767,1
6008.5,421.10699999999997,1
6009.5,548.4159999999999,1
6010.5,626.082,1
6011.5,679.676,1
6012.5,659.867,1
6013.5,623.592,1
6014.5,520.1709999999999,1
6015.5,371.69599999999997,1
6016.5,207.79,1
6017.5,53.1988,1
6018.5,0.0,1
6019.5,0.0,1
6020.5,0.0,1
6021.5,0.0,1
6022.5,0.0,1
6023.5,0.0,1
6024.5,0.0,1
6025.5,0.0,1
6026.5,0.0,1
6027.5,0.0,1
6028.5,0.0,1
6029.5,0.0,1
6030.5,63.6425,1
6031.5,240.83,1
6032.5,425.82800000000003,1
6033.5,561.765,1
6034.5,654.982,1
6035.5,703.307,1
6036.5,690.806,1
6037.5,631.92,1
6038.5,555.589,1
6039.5,408.38800000000003,1
6040.5,228.394,1
6041.5,53.51,1
6042.5,0.0,1
6043.5,0.0,1
6044.5,0.0,1
6045.5,0.0,1
6046.5,0.0,1
6047.5,0.0,1
6048.5,0.0,1
6049.5,0.0,1
6050.5,0.0,1
6051.5,0.0,1
6052.5,0.0,1
6053.5,0.0,1
6054.5,63.5686,1
6055.5,256.703,1
6056.5,453.269,1
6057.5,600.61,1
6058.5,693.949,1
6059.5,730.21,1
6060.5,727.735,1
6061.5,683.813,1
6062.5,591.431,1
6063.5,441.119,1
6064.5,246.12099999999998,1
6065.5,57.2194,1
6066.5,0.0,1
6067.5,0.0,1
6068.5,0.0,1
6069.5,0.0,1
6070.5,0.0,1
6071.5,0.0,1
6072.5,0.0,1
6073.5,0.0,1
6074.5,0.0,1
6075.5,0.0,1
6076.5,0.0,1
6077.5,0.0,1
6078.5,67.8812,1
6079.5,276.973,1
6080.5,450.75699999999995,1
6081.5,617.536,1
6082.5,688.446,1
6083.5,455.022,1
6084.5,434.191,1
6085.5,382.469,1
6086.5,311.356,1
6087.5,251.972,1
6088.5,153.787,1
6089.5,44.3293,1
6090.5,0.0,1
6091.5,0.0,1
6092.5,0.0,1
6093.5,0.0,1
6094.5,0.0,1
6095.5,0.0,1
6096.5,0.0,1
6097.5,0.0,1
6098.5,0.0,1
6099.5,0.0,1
6100.5,0.0,1
6101.5,0.0,1
6102.5,55.736000000000004,1
6103.5,180.269,1
6104.5,310.08799999999997,1
6105.5,367.89099999999996,1
6106.5,378.441,1
6107.5,477.025,1
6108.5,386.162,1
6109.5,342.329,1
6110.5,245.947,1
6111.5,165.03799999999998,1
6112.5,48.6904,1
6113.5,1.7602,1
6114.5,0.0,1
6115.5,0.0,1
6116.5,0.0,1
6117.5,0.0,1
6118.5,0.0,1
6119.5,0.0,1
6120.5,0.0,1
6121.5,0.0,1
6122.5,0.0,1
6123.5,0.0,1
6124.5,0.0,1
6125.5,0.0,1
6126.5,64.4231,1
6127.5,256.073,1
6128.5,446.12699999999995,1
6129.5,588.979,1
6130.5,669.763,1
6131.5,716.451,1
6132.5,718.933,1
6133.5,670.582,1
6134.5,569.4580000000001,1
6135.5,420.027,1
6136.5,233.805,1
6137.5,52.2173,1
6138.5,0.0,1
6139.5,0.0,1
6140.5,0.0,1
6141.5,0.0,1
6142.5,0.0,1
6143.5,0.0,1
6144.5,0.0,1
6145.5,0.0,1
6146.5,0.0,1
6147.5,0.0,1
6148.5,0.0,1
6149.5,0.0,1
6150.5,68.4629,1
6151.5,275.666,1
6152.5,481.559,1
6153.5,630.0509999999999,1
6154.5,737.283,1
6155.5,784.302,1
6156.5,785.368,1
6157.5,739.5,1
6158.5,628.328,1
6159.5,459.708,1
6160.5,250.705,1
6161.5,50.4018,1
6162.5,0.0,1
6163.5,0.0,1
6164.5,0.0,1
6165.5,0.0,1
6166.5,0.0,1
6167.5,0.0,1
6168.5,0.0,1
6169.5,0.0,1
6170.5,0.0,1
6171.5,0.0,1
6172.5,0.0,1
6173.5,0.0,1
6174.5,17.3973,1
6175.5,189.98,1
6176.5,236.533,1
6177.5,403.217,1
6178.5,545.354,1
6179.5,602.22,1
6180.5,667.3919999999999,1
6181.5,456.36,1
6182.5,467.759,1
6183.5,377.535,1
6184.5,208.33900000000003,1
6185.5,22.2232,1
6186.5,0.0,1
6187.5,0.0,1
6188.5,0.0,1
6189.5,0.0,1
6190.5,0.0,1
6191.5,0.0,1
6192.5,0.0,1
6193.5,0.0,1
6194.5,0.0,1
6195.5,0.0,1
6196.5,0.0,1
6197.5,0.0,1
6198.5,66.0035,1
6199.5,263.151,1
6200.5,457.57,1
6201.5,614.094,1
6202.5,709.191,1
6203.5,757.3910000000001,1
6204.5,751.5219999999999,1
6205.5,698.832,1
6206.5,586.128,1
6207.5,427.916,1
6208.5,230.97299999999998,1
6209.5,47.7407,1
6210.5,0.0,1
6211.5,0.0,1
6212.5,0.0,1
6213.5,0.0,1
6214.5,0.0,1
6215.5,0.0,1
6216.5,0.0,1
6217.5,0.0,1
6218.5,0.0,1
6219.5,0.0,1
6220.5,0.0,1
6221.5,0.0,1
6222.5,68.2173,1
6223.5,272.20099999999996,1
6224.5,470.61699999999996,1
6225.5,619.629,1
6226.5,725.1210000000001,1
6227.5,772.459,1
6228.5,758.007,1
6229.5,696.368,1
6230.5,590.299,1
6231.5,434.176,1
6232.5,232.112,1
6233.5,47.2379,1
6234.5,0.0,1
6235.5,0.0,1
6236.5,0.0,1
6237.5,0.0,1
6238.5,0.0,1
6239.5,0.0,1
6240.5,0.0,1
6241.5,0.0,1
6242.5,0.0,1
6243.5,0.0,1
6244.5,0.0,1
6245.5,0.0,1
6246.5,13.5332,1
6247.5,104.537,1
6248.5,338.217,1
6249.5,408.855,1
6250.5,505.539,1
6251.5,556.456,1
6252.5,604.322,1
6253.5,644.378,1
6254.5,392.63699999999994,1
6255.5,158.437,1
6256.5,107.415,1
6257.5,12.2751,1
6258.5,0.0,1
6259.5,0.0,1
6260.5,0.0,1
6261.5,0.0,1
6262.5,0.0,1
6263.5,0.0,1
6264.5,0.0,1
6265.5,0.0,1
6266.5,0.0,1
6267.5,0.0,1
6268.5,0.0,1
6269.5,0.0,1
6270.5,70.1857,1
6271.5,275.98900000000003,1
6272.5,473.686,1
6273.5,614.765,1
6274.5,699.451,1
6275.5,741.4739999999999,1
6276.5,732.5239999999999,1
6277.5,686.5360000000001,1
6278.5,593.804,1
6279.5,435.92199999999997,1
6280.5,233.183,1
6281.5,16.1495,1
6282.5,0.0,1
6283.5,0.0,1
6284.5,0.0,1
6285.5,0.0,1
6286.5,0.0,1
6287.5,0.0,1
6288.5,0.0,1
6289.5,0.0,1
6290.5,0.0,1
6291.5,0.0,1
6292.5,0.0,1
6293.5,0.0,1
6294.5,14.198,1
6295.5,55.7896,1
6296.5,99.7677,1
6297.5,149.405,1
6298.5,151.8,1
6299.5,215.343,1
6300.5,188.707,1
6301.5,187.321,1
6302.5,200.521,1
6303.5,142.952,1
6304.5,69.881,1
6305.5,6.34851,1
6306.5,0.0,1
6307.5,0.0,1
6308.5,0.0,1
6309.5,0.0,1
6310.5,0.0,1
6311.5,0.0,1
6312.5,0.0,1
6313.5,0.0,1
6314.5,0.0,1
6315.5,0.0,1
6316.5,0.0,1
6317.5,0.0,1
6318.5,73.0401,1
6319.5,289.28700000000003,1
6320.5,497.41,1
6321.5,653.189,1
6322.5,748.7510000000001,1
6323.5,789.9630000000001,1
6324.5,769.826,1
6325.5,703.722,1
6326.5,594.376,1
6327.5,437.159,1
6328.5,224.49900000000002,1
6329.5,11.5381,1
6330.5,0.0,1
6331.5,0.0,1
6332.5,0.0,1
6333.5,0.0,1
6334.5,0.0,1
6335.5,0.0,1
6336.5,0.0,1
6337.5,0.0,1
6338.5,0.0,1
6339.5,0.0,1
6340.5,0.0,1
6341.5,0.0,1
6342.5,83.2154,1
6343.5,206.61599999999999,1
6344.5,198.822,1
6345.5,40.1699,1
6346.5,48.806000000000004,1
6347.5,52.7264,1
6348.5,196.463,1
6349.5,284.936,1
6350.5,479.833,1
6351.5,486.595,1
6352.5,257.433,1
6353.5,45.8714,1
6354.5,0.0,1
6355.5,0.0,1
6356.5,0.0,1
6357.5,0.0,1
6358.5,0.0,1
6359.5,0.0,1
6360.5,0.0,1
6361.5,0.0,1
6362.5,0.0,1
6363.5,0.0,1
6364.5,0.0,1
6365.5,0.0,1
6366.5,25.8748,1
6367.5,94.8744,1
6368.5,152.591,1
6369.5,176.312,1
6370.5,209.78099999999998,1
6371.5,220.079,1
6372.5,202.916,1
6373.5,182.13,1
6374.5,149.071,1
6375.5,98.9205,1
6376.5,50.5536,1
6377.5,0.0,1
6378.5,0.0,1
6379.5,0.0,1
6380.5,0.0,1
6381.5,0.0,1
6382.5,0.0,1
6383.5,0.0,1
6384.5,0.0,1
6385.5,0.0,1
6386.5,0.0,1
6387.5,0.0,1
6388.5,0.0,1
6389.5,0.0,1
6390.5,69.7281,1
6391.5,100.64399999999999,1
6392.5,171.62099999999998,1
6393.5,299.634,1
6394.5,371.064,1
6395.5,149.15,1
6396.5,558.12,1
6397.5,527.7040000000001,1
6398.5,600.211,1
6399.5,452.945,1
6400.5,223.767,1
6401.5,13.8154,1
6402.5,0.0,1
6403.5,0.0,1
6404.5,0.0,1
6405.5,0.0,1
6406.5,0.0,1
6407.5,0.0,1
6408.5,0.0,1
6409.5,0.0,1
6410.5,0.0,1
6411.5,0.0,1
6412.5,0.0,1
6413.5,0.0,1
6414.5,42.5037,1
6415.5,161.416,1
6416.5,167.592,1
6417.5,427.785,1
6418.5,409.67800000000005,1
6419.5,262.803,1
6420.5,247.635,1
6421.5,522.74,1
6422.5,559.747,1
6423.5,433.87699999999995,1
6424.5,135.615,1
6425.5,5.57991,1
6426.5,0.0,1
6427.5,0.0,1
6428.5,0.0,1
6429.5,0.0,1
6430.5,0.0,1
6431.5,0.0,1
6432.5,0.0,1
6433.5,0.0,1
6434.5,0.0,1
6435.5,0.0,1
6436.5,0.0,1
6437.5,0.0,1
6438.5,66.5357,1
6439.5,226.636,1
6440.5,548.024,1
6441.5,567.734,1
6442.5,458.96,1
6443.5,451.529,1
6444.5,247.986,1
6445.5,128.091,1
6446.5,40.715,1
6447.5,66.848,1
6448.5,12.5014,1
6449.5,0.0,1
6450.5,0.0,1
6451.5,0.0,1
6452.5,0.0,1
6453.5,0.0,1
6454.5,0.0,1
6455.5,0.0,1
6456.5,0.0,1
6457.5,0.0,1
6458.5,0.0,1
6459.5,0.0,1
6460.5,0.0,1
6461.5,0.0,1
6462.5,24.7482,1
6463.5,149.82,1
6464.5,384.608,1
6465.5,625.556,1
6466.5,588.548,1
6467.5,455.361,1
6468.5,438.75800000000004,1
6469.5,230.31,1
6470.5,281.565,1
6471.5,178.014,1
6472.5,219.52200000000002,1
6473.5,11.7245,1
6474.5,0.0,1
6475.5,0.0,1
6476.5,0.0,1
6477.5,0.0,1
6478.5,0.0,1
6479.5,0.0,1
6480.5,0.0,1
6481.5,0.0,1
6482.5,0.0,1
6483.5,0.0,1
6484.5,0.0,1
6485.5,0.0,1
6486.5,60.3436,1
6487.5,236.47799999999998,1
6488.5,413.87300000000005,1
6489.5,555.836,1
6490.5,661.523,1
6491.5,668.066,1
6492.5,653.263,1
6493.5,580.123,1
6494.5,473.409,1
6495.5,347.91,1
6496.5,177.84599999999998,1
6497.5,6.4837,1
6498.5,0.0,1
6499.5,0.0,1
6500.5,0.0,1
6501.5,0.0,1
6502.5,0.0,1
6503.5,0.0,1
6504.5,0.0,1
6505.5,0.0,1
6506.5,0.0,1
6507.5,0.0,1
6508.5,0.0,1
6509.5,0.0,1
6510.5,10.4759,1
6511.5,39.0502,1
6512.5,84.6868,1
6513.5,117.488,1
6514.5,146.077,1
6515.5,172.81099999999998,1
6516.5,168.09,1
6517.5,149.721,1
6518.5,111.863,1
6519.5,57.9658,1
6520.5,32.4135,1
6521.5,0.0,1
6522.5,0.0,1
6523.5,0.0,1
6524.5,0.0,1
6525.5,0.0,1
6526.5,0.0,1
6527.5,0.0,1
6528.5,0.0,1
6529.5,0.0,1
6530.5,0.0,1
6531.5,0.0,1
6532.5,0.0,1
6533.5,0.0,1
6534.5,6.51555,1
6535.5,42.8337,1
6536.5,97.6286,1
6537.5,153.26,1
6538.5,160.517,1
6539.5,143.895,1
6540.5,166.489,1
6541.5,163.126,1
6542.5,127.711,1
6543.5,78.9079,1
6544.5,34.0994,1
6545.5,0.0,1
6546.5,0.0,1
6547.5,0.0,1
6548.5,0.0,1
6549.5,0.0,1
6550.5,0.0,1
6551.5,0.0,1
6552.5,0.0,1
6553.5,0.0,1
6554.5,0.0,1
6555.5,0.0,1
6556.5,0.0,1
6557.5,0.0,1
6558.5,67.9238,1
6559.5,263.028,1
6560.5,469.385,1
6561.5,631.077,1
6562.5,735.7539999999999,1
6563.5,767.8389999999999,1
6564.5,749.456,1
6565.5,684.043,1
6566.5,576.354,1
6567.5,405.72900000000004,1
6568.5,206.18400000000003,1
6569.5,4.95183,1
6570.5,0.0,1
6571.5,0.0,1
6572.5,0.0,1
6573.5,0.0,1
6574.5,0.0,1
6575.5,0.0,1
6576.5,0.0,1
6577.5,0.0,1
6578.5,0.0,1
6579.5,0.0,1
6580.5,0.0,1
6581.5,0.0,1
6582.5,22.2004,1
6583.5,100.906,1
6584.5,189.821,1
6585.5,269.473,1
6586.5,289.774,1
6587.5,288.094,1
6588.5,304.482,1
6589.5,282.39099999999996,1
6590.5,207.209,1
6591.5,185.361,1
6592.5,70.792,1
6593.5,0.0,1
6594.5,0.0,1
6595.5,0.0,1
6596.5,0.0,1
6597.5,0.0,1
6598.5,0.0,1
6599.5,0.0,1
6600.5,0.0,1
6601.5,0.0,1
6602.5,0.0,1
6603.5,0.0,1
6604.5,0.0,1
6605.5,0.0,1
6606.5,66.1315,1
6607.5,252.968,1
6608.5,434.959,1
6609.5,556.658,1
6610.5,654.766,1
6611.5,683.398,1
6612.5,659.368,1
6613.5,611.711,1
6614.5,539.736,1
6615.5,382.36800000000005,1
6616.5,187.361,1
6617.5,2.6021900000000002,1
6618.5,0.0,1
6619.5,0.0,1
6620.5,0.0,1
6621.5,0.0,1
6622.5,0.0,1
6623.5,0.0,1
6624.5,0.0,1
6625.5,0.0,1
6626.5,0.0,1
6627.5,0.0,1
6628.5,0.0,1
6629.5,0.0,1
6630.5,66.5045,1
6631.5,267.02099999999996,1
6632.5,472.44300000000004,1
6633.5,623.066,1
6634.5,729.148,1
6635.5,771.107,1
6636.5,751.193,1
6637.5,683.3860000000001,1
6638.5,561.237,1
6639.5,376.68199999999996,1
6640.5,175.50099999999998,1
6641.5,1.02011,1
6642.5,0.0,1
6643.5,0.0,1
6644.5,0.0,1
6645.5,0.0,1
6646.5,0.0,1
6647.5,0.0,1
6648.5,0.0,1
6649.5,0.0,1
6650.5,0.0,1
6651.5,0.0,1
6652.5,0.0,1
6653.5,0.0,1
6654.5,60.597,1
6655.5,227.674,1
6656.5,415.455,1
6657.5,583.8,1
6658.5,658.2289999999999,1
6659.5,697.815,1
6660.5,670.3380000000001,1
6661.5,617.4019999999999,1
6662.5,501.99,1
6663.5,352.911,1
6664.5,159.886,1
6665.5,1.7744799999999998,1
6666.5,0.0,1
6667.5,0.0,1
6668.5,0.0,1
6669.5,0.0,1
6670.5,0.0,1
6671.5,0.0,1
6672.5,0.0,1
6673.5,0.0,1
6674.5,0.0,1
6675.5,0.0,1
6676.5,0.0,1
6677.5,0.0,1
6678.5,18.7777,1
6679.5,239.35,1
6680.5,436.07599999999996,1
6681.5,579.4209999999999,1
6682.5,680.0189999999999,1
6683.5,723.5189999999999,1
6684.5,702.302,1
6685.5,656.8330000000001,1
6686.5,540.7909999999999,1
6687.5,377.964,1
6688.5,178.97,1
6689.5,0.252446,1
6690.5,0.0,1
6691.5,0.0,1
6692.5,0.0,1
6693.5,0.0,1
6694.5,0.0,1
6695.5,0.0,1
6696.5,0.0,1
6697.5,0.0,1
6698.5,0.0,1
6699.5,0.0,1
6700.5,0.0,1
6701.5,0.0,1
6702.5,16.8204,1
6703.5,247.752,1
6704.5,219.683,1
6705.5,282.45099999999996,1
6706.5,534.25,1
6707.5,553.356,1
6708.5,233.303,1
6709.5,513.0369999999999,1
6710.5,546.128,1
6711.5,57.7225,1
6712.5,24.6467,1
6713.5,0.0,1
