time_step,month,day_type,hour,minutes,passengers_from_trains_15min,background_pedestrians_15min,passengers_expected_15min,people_detected,arriving_trains,departing_trains,minutes_to_next_train,available
10322,4,8,13,30,86.8000,19.0700,105.8700,1,2,2,9,1
10323,4,8,13,45,0.0000,15.8200,15.8200,1,3,3,2,1
10324,4,8,14,0,52.8000,16.9500,69.7500,1,0,0,16,1
10325,4,8,14,15,0.0000,13.2500,13.2500,1,2,2,1,1
10326,4,8,14,30,51.9000,16.8400,68.7400,1,0,0,17,1
10327,4,8,14,45,50.9000,17.7300,68.6300,1,2,2,2,1
10328,4,8,15,0,32.9000,16.3000,49.2000,1,2,2,4,1
10329,4,8,15,15,53.5000,17.5400,71.0400,1,1,1,11,1
10330,4,8,15,30,53.7000,13.3700,67.0700,1,2,2,9,1
10331,4,8,15,45,26.4000,13.9200,40.3200,1,2,2,2,1
10332,4,8,16,0,52.1000,19.4300,71.5300,1,1,1,4,1
10333,4,8,16,15,0.0000,14.7800,14.7800,1,2,2,1,1
10334,4,8,16,30,28.4000,15.5800,43.9800,1,0,0,18,1
10335,4,8,16,45,52.7000,14.9700,67.6700,1,1,1,3,1
10336,4,8,17,0,28.1000,16.8800,44.9800,1,2,2,4,1
10337,4,8,17,15,55.3300,23.9400,79.2700,1,1,1,11,1
10338,4,8,17,30,57.6000,17.7300,75.3300,1,2,2,4,1
10339,4,8,17,45,22.6000,15.9900,38.5900,1,2,2,2,1
10340,4,8,18,0,56.1000,21.7900,77.8900,1,1,1,9,1
10341,4,8,18,15,0.0000,16.3600,16.3600,1,2,2,2,1
10342,4,8,18,30,27.2000,21.0900,48.2900,1,0,0,18,1
10343,4,8,18,45,55.4000,19.9800,75.3800,1,1,1,3,1
10344,4,8,19,0,25.8000,27.0400,52.8400,1,2,2,4,1
10345,4,8,19,15,61.2000,22.2500,83.4500,1,1,1,4,1
10346,4,8,19,30,58.2000,28.0500,86.2500,1,2,2,7,1
10347,4,8,19,45,57.9000,29.9400,87.8400,1,2,2,3,1
10348,4,8,20,0,23.6000,23.0400,46.6400,1,2,2,6,1
10349,4,8,20,15,107.1000,19.9600,127.0600,1,1,1,3,1
10350,4,8,20,30,27.3000,21.0600,48.3600,1,4,4,2,1
10351,4,8,20,45,25.9000,15.9100,41.8100,1,1,1,3,1
10352,4,8,21,0,22.7000,14.8200,37.5200,1,1,1,6,1
10353,4,8,21,15,46.8000,13.1700,59.9700,1,1,1,6,1
10354,4,8,21,30,72.6000,16.7000,89.3000,1,2,2,9,1
10355,4,8,21,45,23.4000,20.9600,44.3600,1,3,3,2,1
10356,4,8,22,0,47.6000,11.8200,59.4200,1,1,1,12,1
10357,4,8,22,15,41.5000,7.7100,49.2100,1,2,2,5,1
10358,4,8,22,30,22.9000,10.4000,33.3000,1,2,2,9,1
10359,4,8,22,45,54.8000,11.2000,66.0000,1,1,1,3,1
10360,4,8,23,0,0.0000,8.3600,8.3600,1,2,2,4,1
10361,4,8,23,15,75.5000,7.3500,82.8500,1,0,0,16,1
10362,4,8,23,30,43.9000,8.5500,52.4500,1,3,3,1,1
10363,4,8,23,45,0.0000,6.7100,6.7100,1,2,2,2,1
10364,4,8,24,0,23.5000,4.2500,27.7500,1,0,0,22,1
10365,4,8,24,15,61.1000,5.4300,66.5300,1,1,1,7,1
10366,4,8,24,30,45.0000,4.2000,49.2000,1,3,3,1,1
10367,4,8,24,45,0.0000,5.3500,5.3500,1,2,2,3,1
10368,4,6,1,0,22.8000,2.9800,25.7800,1,0,0,17,1
10369,4,6,1,15,0.0000,4.7400,4.7400,1,1,1,2,1
10370,4,6,1,30,0.0000,3.3100,3.3100,1,0,0,33,1
10371,4,6,1,45,52.4000,3.6200,56.0200,1,0,0,18,1
10372,4,6,2,0,0.0000,0.7900,0.7900,1,2,2,3,1
10373,4,6,2,15,0.0000,0.6900,0.6900,1,0,0,240,1
10374,4,6,2,30,0.0000,0.7700,0.7700,1,0,0,232,1
10375,4,6,2,45,0.0000,0.8100,0.8100,1,0,0,217,1
10376,4,6,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
10377,4,6,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
10378,4,6,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
10379,4,6,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
10380,4,6,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
10381,4,6,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
10382,4,6,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
10383,4,6,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
10384,4,6,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
10385,4,6,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
10386,4,6,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
10387,4,6,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
10388,4,6,6,0,51.0000,11.9200,62.9200,1,0,0,22,1
10389,4,6,6,15,0.0000,10.1900,10.1900,1,2,2,7,1
10390,4,6,6,30,24.6000,5.8700,30.4700,1,0,0,18,1
10391,4,6,6,45,0.0000,11.0900,11.0900,1,1,1,3,1
10392,4,6,7,0,29.1000,19.6300,48.7300,1,0,0,21,1
10393,4,6,7,15,26.8000,15.9700,42.7700,1,1,1,6,1
10394,4,6,7,30,28.0000,18.6900,46.6900,1,1,1,3,1
10395,4,6,7,45,29.3000,14.7000,44.0000,1,1,1,3,1
10396,4,6,8,0,59.5000,26.1400,85.6400,1,1,1,12,1
10397,4,6,8,15,80.8000,34.4500,115.2500,1,2,2,8,1
10398,4,6,8,30,92.6000,26.9800,119.5800,1,3,3,4,1
10399,4,6,8,45,59.8000,20.2400,80.0400,1,3,3,2,1
10400,4,6,9,0,34.6000,31.5700,66.1700,1,2,2,7,1
10401,4,6,9,15,92.9000,31.5000,124.4000,1,1,1,6,1
10402,4,6,9,30,58.6000,37.6000,96.2000,1,3,3,4,1
10403,4,6,9,45,31.8000,31.9400,63.7400,1,2,2,8,1
10404,4,6,10,0,56.1000,22.8300,78.9300,1,1,1,9,1
10405,4,6,10,15,25.3000,28.2000,53.5000,1,2,2,2,1
10406,4,6,10,30,56.3000,24.8200,81.1200,1,1,1,7,1
10407,4,6,10,45,29.6000,21.6300,51.2300,1,2,2,2,1
10408,4,6,11,0,25.9000,24.2000,50.1000,1,1,1,7,1
10409,4,6,11,15,54.8000,21.2200,76.0200,1,1,1,12,1
10410,4,6,11,30,84.1000,20.6300,104.7300,1,2,2,9,1
10411,4,6,11,45,53.3000,21.1800,74.4800,1,3,3,7,1
10412,4,6,12,0,27.2000,17.3100,44.5100,1,2,2,4,1
10413,4,6,12,15,24.8000,18.9900,43.7900,1,1,1,11,1
10414,4,6,12,30,27.7000,20.6400,48.3400,1,1,1,9,1
10415,4,6,12,45,49.7000,20.0200,69.7200,1,1,1,8,1
10416,4,6,13,0,26.3000,26.7900,53.0900,1,2,2,4,1
10417,4,6,13,15,55.7000,23.2300,78.9300,1,1,1,12,1
10418,4,6,13,30,83.1000,25.3900,108.4900,1,2,2,9,1
10419,4,6,13,45,0.0000,22.5300,22.5300,1,3,3,2,1
10420,4,6,14,0,55.3000,26.0600,81.3600,1,0,0,16,1
10421,4,6,14,15,0.0000,23.8400,23.8400,1,2,2,1,1
10422,4,6,14,30,57.5000,22.5500,80.0500,1,0,0,17,1
10423,4,6,14,45,50.1000,22.4600,72.5600,1,2,2,2,1
10424,4,6,15,0,25.4000,17.6700,43.0700,1,2,2,4,1
10425,4,6,15,15,53.5000,22.1900,75.6900,1,1,1,11,1
10426,4,6,15,30,53.4000,20.5000,73.9000,1,2,2,9,1
10427,4,6,15,45,30.1000,19.0700,49.1700,1,2,2,2,1
10428,4,6,16,0,50.8000,24.0500,74.8500,1,1,1,4,1
10429,4,6,16,15,0.0000,16.7600,16.7600,1,2,2,1,1
10430,4,6,16,30,28.0000,19.3200,47.3200,1,0,0,18,1
10431,4,6,16,45,57.9000,23.8000,81.7000,1,1,1,3,1
10432,4,6,17,0,25.8000,27.4900,53.2900,1,2,2,4,1
10433,4,6,17,15,53.8700,26.0600,79.9300,1,1,1,11,1
10434,4,6,17,30,48.3000,27.2400,75.5400,1,2,2,4,1
10435,4,6,17,45,25.3000,26.9600,52.2600,1,2,2,2,1
10436,4,6,18,0,57.2000,24.6200,81.8200,1,1,1,9,1
10437,4,6,18,15,0.0000,30.2100,30.2100,1,2,2,2,1
10438,4,6,18,30,26.1000,39.6000,65.7000,1,0,0,18,1
10439,4,6,18,45,48.4000,28.7200,77.1200,1,1,1,3,1
10440,4,6,19,0,26.6000,32.1400,58.7400,1,2,2,4,1
10441,4,6,19,15,59.6700,31.0100,90.6800,1,1,1,4,1
10442,4,6,19,30,55.1000,33.3100,88.4100,1,2,2,7,1
10443,4,6,19,45,61.9000,30.8000,92.7000,1,2,2,3,1
10444,4,6,20,0,25.8000,30.1800,55.9800,1,2,2,6,1
10445,4,6,20,15,103.1000,28.9600,132.0600,1,1,1,3,1
10446,4,6,20,30,26.4000,31.3900,57.7900,1,4,4,2,1
10447,4,6,20,45,26.9000,23.6900,50.5900,1,1,1,3,1
10448,4,6,21,0,24.6000,19.5700,44.1700,1,1,1,6,1
10449,4,6,21,15,52.6000,19.9300,72.5300,1,1,1,6,1
10450,4,6,21,30,75.7000,22.0300,97.7300,1,2,2,9,1
10451,4,6,21,45,24.8000,18.1700,42.9700,1,3,3,2,1
10452,4,6,22,0,48.0000,17.0600,65.0600,1,1,1,12,1
10453,4,6,22,15,46.8000,17.6700,64.4700,1,2,2,5,1
10454,4,6,22,30,25.9000,12.7800,38.6800,1,2,2,9,1
10455,4,6,22,45,47.2000,13.9000,61.1000,1,1,1,3,1
10456,4,6,23,0,0.0000,10.3500,10.3500,1,2,2,4,1
10457,4,6,23,15,64.3000,15.6900,79.9900,1,0,0,16,1
10458,4,6,23,30,43.7000,10.5200,54.2200,1,3,3,1,1
10459,4,6,23,45,0.0000,14.0800,14.0800,1,2,2,2,1
10460,4,6,24,0,20.9000,5.4700,26.3700,1,0,0,22,1
10461,4,6,24,15,71.5000,5.7500,77.2500,1,1,1,7,1
10462,4,6,24,30,44.5000,6.0500,50.5500,1,3,3,1,1
10463,4,6,24,45,0.0000,5.8900,5.8900,1,2,2,3,1
10464,4,8,1,0,24.8000,2.6400,27.4400,1,0,0,17,1
10465,4,8,1,15,0.0000,2.4600,2.4600,1,1,1,2,1
10466,4,8,1,30,0.0000,2.4100,2.4100,1,0,0,33,1
10467,4,8,1,45,47.3000,3.2300,50.5300,1,0,0,18,1
10468,4,8,2,0,0.0000,0.6500,0.6500,1,2,2,3,1
10469,4,8,2,15,0.0000,0.6300,0.6300,1,0,0,240,1
10470,4,8,2,30,0.0000,0.5900,0.5900,1,0,0,232,1
10471,4,8,2,45,0.0000,0.5600,0.5600,1,0,0,217,1
10472,4,8,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
10473,4,8,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
10474,4,8,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
10475,4,8,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
10476,4,8,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
10477,4,8,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
10478,4,8,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
10479,4,8,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
10480,4,8,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
10481,4,8,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
10482,4,8,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
10483,4,8,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
10484,4,8,6,0,48.8000,7.4600,56.2600,1,0,0,22,1
10485,4,8,6,15,0.0000,6.9500,6.9500,1,2,2,7,1
10486,4,8,6,30,22.5000,6.6300,29.1300,1,0,0,18,1
10487,4,8,6,45,0.0000,7.8700,7.8700,1,1,1,3,1
10488,4,8,7,0,0.0000,10.5500,10.5500,1,0,0,33,1
10489,4,8,7,15,27.0000,10.9400,37.9400,1,0,0,18,1
10490,4,8,7,30,0.0000,10.5000,10.5000,1,1,1,3,1
10491,4,8,7,45,0.0000,12.5300,12.5300,1,0,0,38,1
10492,4,8,8,0,57.2000,17.2600,74.4600,1,0,0,23,1
10493,4,8,8,15,93.3000,18.5100,111.8100,1,2,2,8,1
10494,4,8,8,30,92.5000,18.4400,110.9400,1,3,3,4,1
10495,4,8,8,45,54.7000,19.8200,74.5200,1,3,3,2,1
10496,4,8,9,0,28.4000,18.1600,46.5600,1,2,2,7,1
10497,4,8,9,15,84.1000,23.6800,107.7800,1,1,1,6,1
10498,4,8,9,30,60.9000,27.7500,88.6500,1,3,3,4,1
10499,4,8,9,45,29.9000,23.8500,53.7500,1,2,2,8,1
10500,4,8,10,0,56.3000,22.0100,78.3100,1,1,1,9,1
10501,4,8,10,15,28.5000,21.4500,49.9500,1,2,2,2,1
10502,4,8,10,30,58.5000,19.9600,78.4600,1,1,1,7,1
10503,4,8,10,45,28.1000,18.0800,46.1800,1,2,2,2,1
10504,4,8,11,0,24.7000,15.1800,39.8800,1,1,1,7,1
10505,4,8,11,15,55.8000,16.8600,72.6600,1,1,1,12,1
10506,4,8,11,30,75.3000,14.2400,89.5400,1,2,2,9,1
10507,4,8,11,45,49.0000,10.8500,59.8500,1,3,3,7,1
10508,4,8,12,0,23.5000,16.2400,39.7400,1,2,2,4,1
10509,4,8,12,15,24.5000,12.5600,37.0600,1,1,1,11,1
10510,4,8,12,30,27.9000,12.9400,40.8400,1,1,1,9,1
10511,4,8,12,45,51.2000,15.1300,66.3300,1,1,1,8,1
10512,4,8,13,0,30.0000,16.2600,46.2600,1,2,2,4,1
10513,4,8,13,15,53.8000,13.0100,66.8100,1,1,1,12,1
10514,4,8,13,30,78.1000,16.9100,95.0100,1,2,2,9,1
10515,4,8,13,45,0.0000,18.8900,18.8900,1,3,3,2,1
10516,4,8,14,0,52.5000,13.7100,66.2100,1,0,0,16,1
10517,4,8,14,15,0.0000,19.6500,19.6500,1,2,2,1,1
10518,4,8,14,30,53.8000,12.6400,66.4400,1,0,0,17,1
10519,4,8,14,45,54.9000,21.7400,76.6400,1,2,2,2,1
10520,4,8,15,0,31.8000,14.1900,45.9900,1,2,2,4,1
10521,4,8,15,15,47.5000,15.4600,62.9600,1,1,1,11,1
10522,4,8,15,30,49.9000,10.8300,60.7300,1,2,2,9,1
10523,4,8,15,45,24.1000,14.9800,39.0800,1,2,2,2,1
10524,4,8,16,0,55.1000,15.6400,70.7400,1,1,1,4,1
10525,4,8,16,15,0.0000,14.9300,14.9300,1,2,2,1,1
10526,4,8,16,30,23.8000,13.8500,37.6500,1,0,0,18,1
10527,4,8,16,45,55.3000,12.9800,68.2800,1,1,1,3,1
10528,4,8,17,0,27.5000,22.5100,50.0100,1,2,2,4,1
10529,4,8,17,15,53.2000,19.3400,72.5400,1,1,1,11,1
10530,4,8,17,30,50.7000,23.7000,74.4000,1,2,2,4,1
10531,4,8,17,45,26.1000,17.7300,43.8300,1,2,2,2,1
10532,4,8,18,0,61.6000,21.8500,83.4500,1,1,1,9,1
10533,4,8,18,15,0.0000,26.2300,26.2300,1,2,2,2,1
10534,4,8,18,30,28.8000,17.6800,46.4800,1,0,0,18,1
10535,4,8,18,45,55.1000,19.1200,74.2200,1,1,1,3,1
10536,4,8,19,0,26.9000,28.8200,55.7200,1,2,2,4,1
10537,4,8,19,15,66.8700,20.4000,87.2700,1,1,1,4,1
10538,4,8,19,30,63.2000,18.0000,81.2000,1,2,2,7,1
10539,4,8,19,45,55.4000,31.6900,87.0900,1,2,2,3,1
10540,4,8,20,0,25.6000,16.3100,41.9100,1,2,2,6,1
10541,4,8,20,15,123.6000,21.1900,144.7900,1,1,1,3,1
10542,4,8,20,30,24.0000,20.8400,44.8400,1,4,4,2,1
10543,4,8,20,45,27.9000,11.9300,39.8300,1,1,1,3,1
10544,4,8,21,0,22.6000,14.5200,37.1200,1,1,1,6,1
10545,4,8,21,15,49.7000,16.1400,65.8400,1,1,1,6,1
10546,4,8,21,30,72.7000,15.9300,88.6300,1,2,2,9,1
10547,4,8,21,45,22.5000,17.1700,39.6700,1,3,3,2,1
10548,4,8,22,0,49.3000,10.3600,59.6600,1,1,1,12,1
10549,4,8,22,15,54.8000,12.1800,66.9800,1,2,2,5,1
10550,4,8,22,30,24.2000,9.8600,34.0600,1,2,2,9,1
10551,4,8,22,45,53.5000,8.6700,62.1700,1,1,1,3,1
10552,4,8,23,0,0.0000,6.6400,6.6400,1,2,2,4,1
10553,4,8,23,15,76.8000,6.4400,83.2400,1,0,0,16,1
10554,4,8,23,30,43.7000,9.5000,53.2000,1,3,3,1,1
10555,4,8,23,45,0.0000,6.3800,6.3800,1,2,2,2,1
10556,4,8,24,0,23.2000,5.1500,28.3500,1,0,0,22,1
10557,4,8,24,15,76.6000,4.7500,81.3500,1,1,1,7,1
10558,4,8,24,30,43.7000,4.8700,48.5700,1,3,3,1,1
10559,4,8,24,45,0.0000,5.9600,5.9600,1,2,2,3,1
10560,4,1,1,0,27.0000,4.6700,31.6700,1,0,0,17,1
10561,4,1,1,15,0.0000,5.4600,5.4600,1,1,1,2,1
10562,4,1,1,30,0.0000,5.0300,5.0300,1,0,0,33,1
10563,4,1,1,45,44.3000,4.8900,49.1900,1,0,0,18,1
10564,4,1,2,0,0.0000,1.3400,1.3400,1,2,2,3,1
10565,4,1,2,15,0.0000,0.7800,0.7800,1,0,0,240,1
10566,4,1,2,30,0.0000,1.1900,1.1900,1,0,0,232,1
10567,4,1,2,45,0.0000,1.1000,1.1000,1,0,0,217,1
10568,4,1,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
10569,4,1,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
10570,4,1,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
10571,4,1,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
10572,4,1,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
10573,4,1,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
10574,4,1,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
10575,4,1,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
10576,4,1,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
10577,4,1,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
10578,4,1,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
10579,4,1,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
10580,4,1,6,0,62.0000,10.4600,72.4600,1,0,0,22,1
10581,4,1,6,15,0.0000,17.7500,17.7500,1,2,2,7,1
10582,4,1,6,30,27.6000,11.5900,39.1900,1,0,0,18,1
10583,4,1,6,45,25.1000,8.3400,33.4400,1,1,1,3,1
10584,4,1,7,0,73.7000,19.6600,93.3600,1,1,1,12,1
10585,4,1,7,15,105.6000,18.2200,123.8200,1,2,2,6,1
10586,4,1,7,30,174.9000,25.2900,200.1900,1,3,3,3,1
10587,4,1,7,45,29.0000,23.5900,52.5900,1,5,5,2,1
10588,4,1,8,0,109.1000,39.7400,148.8400,1,1,1,12,1
10589,4,1,8,15,169.2000,35.4200,204.6200,1,3,3,3,1
10590,4,1,8,30,174.6000,35.9300,210.5300,1,4,4,4,1
10591,4,1,8,45,109.3000,35.4100,144.7100,1,5,5,3,1
10592,4,1,9,0,120.2000,41.9800,162.1800,1,3,3,2,1
10593,4,1,9,15,136.0000,47.8300,183.8300,1,3,3,2,1
10594,4,1,9,30,135.3000,44.6400,179.9400,1,4,4,4,1
10595,4,1,9,45,69.1000,45.6900,114.7900,1,4,4,3,1
10596,4,1,10,0,102.5000,34.9400,137.4400,1,2,2,7,1
10597,4,1,10,15,108.8000,36.8100,145.6100,1,3,3,2,1
10598,4,1,10,30,68.7000,33.9000,102.6000,1,3,3,7,1
10599,4,1,10,45,69.8000,34.2500,104.0500,1,2,2,2,1
10600,4,1,11,0,31.3000,32.4000,63.7000,1,2,2,7,1
10601,4,1,11,15,89.6000,24.7600,114.3600,1,1,1,12,1
10602,4,1,11,30,96.2000,23.9700,120.1700,1,3,3,9,1
10603,4,1,11,45,62.8000,22.6100,85.4100,1,3,3,7,1
10604,4,1,12,0,59.8000,28.2500,88.0500,1,2,2,4,1
10605,4,1,12,15,64.3000,19.8500,84.1500,1,2,2,3,1
10606,4,1,12,30,32.9000,29.4100,62.3100,1,2,2,9,1
10607,4,1,12,45,62.5000,27.0500,89.5500,1,1,1,8,1
10608,4,1,13,0,59.3000,35.1100,94.4100,1,2,2,2,1
10609,4,1,13,15,127.3000,26.9800,154.2800,1,2,2,3,1
10610,4,1,13,30,91.2000,29.0900,120.2900,1,4,4,4,1
10611,4,1,13,45,33.3000,35.0500,68.3500,1,3,3,2,1
10612,4,1,14,0,95.0000,36.2200,131.2200,1,1,1,4,1
10613,4,1,14,15,31.6000,26.9400,58.5400,1,3,3,1,1
10614,4,1,14,30,140.4000,30.8200,171.2200,1,1,1,12,1
10615,4,1,14,45,60.5000,31.3200,91.8200,1,4,4,2,1
10616,4,1,15,0,62.4000,29.0400,91.4400,1,2,2,2,1
10617,4,1,15,15,93.6000,26.4200,120.0200,1,2,2,3,1
10618,4,1,15,30,57.2000,32.7900,89.9900,1,3,3,9,1
10619,4,1,15,45,26.2000,19.7000,45.9000,1,2,2,2,1
10620,4,1,16,0,90.2000,25.7600,115.9600,1,1,1,4,1
10621,4,1,16,15,28.8000,29.3500,58.1500,1,3,3,1,1
10622,4,1,16,30,33.1000,29.3900,62.4900,1,1,1,12,1
10623,4,1,16,45,60.9000,33.0800,93.9800,1,1,1,3,1
10624,4,1,17,0,57.8000,41.2900,99.0900,1,2,2,2,1
10625,4,1,17,15,100.4000,33.5000,133.9000,1,2,2,3,1
10626,4,1,17,30,49.8000,41.8200,91.6200,1,3,3,4,1
10627,4,1,17,45,30.0000,31.2500,61.2500,1,2,2,2,1
10628,4,1,18,0,109.8000,48.4300,158.2300,1,1,1,9,1
10629,4,1,18,15,119.7300,54.0400,173.7700,1,3,3,2,1
10630,4,1,18,30,93.1000,50.2500,143.3500,1,3,3,4,1
10631,4,1,18,45,144.2000,43.1700,187.3700,1,3,3,3,1
10632,4,1,19,0,34.2000,42.7600,76.9600,1,4,4,4,1
10633,4,1,19,15,173.7800,34.6800,208.4600,1,1,1,4,1
10634,4,1,19,30,102.4000,47.1000,149.5000,1,5,5,4,1
10635,4,1,19,45,97.4000,37.4700,134.8700,1,3,3,3,1
10636,4,1,20,0,56.2500,33.0400,89.2900,1,3,3,6,1
10637,4,1,20,15,160.8000,30.8000,191.6000,1,2,2,3,1
10638,4,1,20,30,68.9000,34.9100,103.8100,1,5,5,2,1
10639,4,1,20,45,60.9000,37.3400,98.2400,1,2,2,3,1
10640,4,1,21,0,74.5000,28.6300,103.1300,1,2,2,4,1
10641,4,1,21,15,78.6000,25.0200,103.6200,1,3,3,3,1
10642,4,1,21,30,56.4000,31.9100,88.3100,1,3,3,7,1
10643,4,1,21,45,24.8000,26.6400,51.4400,1,2,2,2,1
10644,4,1,22,0,54.8000,17.6400,72.4400,1,1,1,12,1
10645,4,1,22,15,55.0000,20.6800,75.6800,1,2,2,5,1
10646,4,1,22,30,27.2000,25.8900,53.0900,1,2,2,1,1
10647,4,1,22,45,25.8000,21.0100,46.8100,1,1,1,3,1
10648,4,1,23,0,27.6000,14.1800,41.7800,1,1,1,12,1
10649,4,1,23,15,91.5000,11.5600,103.0600,1,1,1,7,1
10650,4,1,23,30,23.4000,14.5100,37.9100,1,4,4,1,1
10651,4,1,23,45,0.0000,15.5300,15.5300,1,1,1,2,1
10652,4,1,24,0,47.8000,8.4800,56.2800,1,0,0,22,1
10653,4,1,24,15,80.9000,6.7500,87.6500,1,2,2,7,1
10654,4,1,24,30,75.6000,7.8500,83.4500,1,3,3,1,1
10655,4,1,24,45,0.0000,10.9600,10.9600,1,3,3,3,1
10656,4,2,1,0,23.6000,6.0800,29.6800,1,0,0,17,1
10657,4,2,1,15,0.0000,4.3400,4.3400,1,1,1,2,1
10658,4,2,1,30,0.0000,5.5000,5.5000,1,0,0,33,1
10659,4,2,1,45,47.9000,4.1200,52.0200,1,0,0,18,1
10660,4,2,2,0,0.0000,1.2100,1.2100,1,2,2,3,1
10661,4,2,2,15,0.0000,1.0400,1.0400,1,0,0,240,1
10662,4,2,2,30,0.0000,1.1400,1.1400,1,0,0,232,1
10663,4,2,2,45,0.0000,0.7400,0.7400,1,0,0,217,1
10664,4,2,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
10665,4,2,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
10666,4,2,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
10667,4,2,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
10668,4,2,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
10669,4,2,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
10670,4,2,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
10671,4,2,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
10672,4,2,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
10673,4,2,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
10674,4,2,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
10675,4,2,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
10676,4,2,6,0,57.7000,14.5700,72.2700,1,0,0,22,1
10677,4,2,6,15,0.0000,12.8300,12.8300,1,2,2,7,1
10678,4,2,6,30,27.3000,11.5100,38.8100,1,0,0,18,1
10679,4,2,6,45,30.8000,14.0100,44.8100,1,1,1,3,1
10680,4,2,7,0,71.7000,19.6900,91.3900,1,1,1,12,1
10681,4,2,7,15,108.6000,22.8200,131.4200,1,2,2,6,1
10682,4,2,7,30,176.7000,21.8900,198.5900,1,3,3,3,1
10683,4,2,7,45,32.9000,25.1300,58.0300,1,5,5,2,1
10684,4,2,8,0,108.4000,28.6300,137.0300,1,1,1,12,1
10685,4,2,8,15,139.7000,32.7200,172.4200,1,3,3,3,1
10686,4,2,8,30,172.7000,28.2800,200.9800,1,4,4,4,1
10687,4,2,8,45,113.8000,36.0400,149.8400,1,5,5,3,1
10688,4,2,9,0,102.1000,50.2200,152.3200,1,3,3,2,1
10689,4,2,9,15,139.6000,39.2800,178.8800,1,3,3,2,1
10690,4,2,9,30,129.0000,39.2400,168.2400,1,4,4,4,1
10691,4,2,9,45,75.8000,48.0600,123.8600,1,4,4,3,1
10692,4,2,10,0,103.1000,37.7100,140.8100,1,2,2,7,1
10693,4,2,10,15,95.5000,32.0700,127.5700,1,3,3,2,1
10694,4,2,10,30,69.3000,35.8400,105.1400,1,3,3,7,1
10695,4,2,10,45,75.9000,27.2500,103.1500,1,2,2,2,1
10696,4,2,11,0,29.8000,33.1800,62.9800,1,2,2,7,1
10697,4,2,11,15,90.3000,36.3600,126.6600,1,1,1,12,1
10698,4,2,11,30,95.8000,29.6500,125.4500,1,3,3,9,1
10699,4,2,11,45,64.1000,18.9000,83.0000,1,3,3,7,1
10700,4,2,12,0,62.9000,25.2000,88.1000,1,2,2,4,1
10701,4,2,12,15,65.6000,30.0300,95.6300,1,2,2,3,1
10702,4,2,12,30,29.0000,25.7600,54.7600,1,2,2,9,1
10703,4,2,12,45,58.1000,32.7500,90.8500,1,1,1,8,1
10704,4,2,13,0,68.0000,32.6500,100.6500,1,2,2,2,1
10705,4,2,13,15,141.5000,26.8200,168.3200,1,2,2,3,1
10706,4,2,13,30,95.6000,30.1500,125.7500,1,4,4,4,1
10707,4,2,13,45,33.8000,25.9800,59.7800,1,3,3,2,1
