electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,78.0
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,78.0
1,Electric_Vehicle_3,16.0,83.0,,
1,Electric_Vehicle_3,15.0,83.0,,
1,Electric_Vehicle_3,14.0,83.0,,
1,Electric_Vehicle_3,13.0,83.0,,
1,Electric_Vehicle_3,12.0,83.0,,
1,Electric_Vehicle_3,11.0,83.0,,
1,Electric_Vehicle_3,10.0,83.0,,
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,71.0
1,Electric_Vehicle_3,18.0,83.0,,
1,Electric_Vehicle_3,17.0,83.0,,
1,Electric_Vehicle_3,16.0,83.0,,
1,Electric_Vehicle_3,15.0,83.0,,
1,Electric_Vehicle_3,14.0,83.0,,
1,Electric_Vehicle_3,13.0,83.0,,
1,Electric_Vehicle_3,12.0,83.0,,
1,Electric_Vehicle_3,11.0,83.0,,
1,Electric_Vehicle_3,10.0,83.0,,
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,71.0
1,Electric_Vehicle_3,21.0,85.0,,
1,Electric_Vehicle_3,20.0,85.0,,
1,Electric_Vehicle_3,19.0,85.0,,
1,Electric_Vehicle_3,18.0,85.0,,
1,Electric_Vehicle_3,17.0,85.0,,
1,Electric_Vehicle_3,16.0,85.0,,
1,Electric_Vehicle_3,15.0,85.0,,
1,Electric_Vehicle_3,14.0,85.0,,
1,Electric_Vehicle_3,13.0,85.0,,
1,Electric_Vehicle_3,12.0,85.0,,
1,Electric_Vehicle_3,11.0,85.0,,
1,Electric_Vehicle_3,10.0,85.0,,
1,Electric_Vehicle_3,9.0,85.0,,
1,Electric_Vehicle_3,8.0,85.0,,
1,Electric_Vehicle_3,7.0,85.0,,
1,Electric_Vehicle_3,6.0,85.0,,
1,Electric_Vehicle_3,5.0,85.0,,
1,Electric_Vehicle_3,4.0,85.0,,
1,Electric_Vehicle_3,3.0,85.0,,
1,Electric_Vehicle_3,2.0,85.0,,
1,Electric_Vehicle_3,1.0,85.0,,
1,Electric_Vehicle_3,0.0,85.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,2.0,40.0
2,Electric_Vehicle_3,,,1.0,40.0
2,Electric_Vehicle_3,,,0.0,40.0
1,Electric_Vehicle_3,11.0,73.0,,
1,Electric_Vehicle_3,10.0,73.0,,
1,Electric_Vehicle_3,9.0,73.0,,
1,Electric_Vehicle_3,8.0,73.0,,
1,Electric_Vehicle_3,7.0,73.0,,
1,Electric_Vehicle_3,6.0,73.0,,
1,Electric_Vehicle_3,5.0,73.0,,
1,Electric_Vehicle_3,4.0,73.0,,
1,Electric_Vehicle_3,3.0,73.0,,
1,Electric_Vehicle_3,2.0,73.0,,
1,Electric_Vehicle_3,1.0,73.0,,
1,Electric_Vehicle_3,0.0,73.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,51.0
2,Electric_Vehicle_3,,,0.0,51.0
1,Electric_Vehicle_3,12.0,73.0,,
1,Electric_Vehicle_3,11.0,73.0,,
1,Electric_Vehicle_3,10.0,73.0,,
1,Electric_Vehicle_3,9.0,73.0,,
1,Electric_Vehicle_3,8.0,73.0,,
1,Electric_Vehicle_3,7.0,73.0,,
1,Electric_Vehicle_3,6.0,73.0,,
1,Electric_Vehicle_3,5.0,73.0,,
1,Electric_Vehicle_3,4.0,73.0,,
1,Electric_Vehicle_3,3.0,73.0,,
1,Electric_Vehicle_3,2.0,73.0,,
1,Electric_Vehicle_3,1.0,73.0,,
1,Electric_Vehicle_3,0.0,73.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,37.0
2,Electric_Vehicle_3,,,0.0,37.0
1,Electric_Vehicle_3,14.0,85.0,,
1,Electric_Vehicle_3,13.0,85.0,,
1,Electric_Vehicle_3,12.0,85.0,,
1,Electric_Vehicle_3,11.0,85.0,,
1,Electric_Vehicle_3,10.0,85.0,,
1,Electric_Vehicle_3,9.0,85.0,,
1,Electric_Vehicle_3,8.0,85.0,,
1,Electric_Vehicle_3,7.0,85.0,,
1,Electric_Vehicle_3,6.0,85.0,,
1,Electric_Vehicle_3,5.0,85.0,,
1,Electric_Vehicle_3,4.0,85.0,,
1,Electric_Vehicle_3,3.0,85.0,,
1,Electric_Vehicle_3,2.0,85.0,,
1,Electric_Vehicle_3,1.0,85.0,,
1,Electric_Vehicle_3,0.0,85.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,76.0
1,Electric_Vehicle_3,14.0,85.0,,
1,Electric_Vehicle_3,13.0,85.0,,
1,Electric_Vehicle_3,12.0,85.0,,
1,Electric_Vehicle_3,11.0,85.0,,
1,Electric_Vehicle_3,10.0,85.0,,
1,Electric_Vehicle_3,9.0,85.0,,
1,Electric_Vehicle_3,8.0,85.0,,
1,Electric_Vehicle_3,7.0,85.0,,
1,Electric_Vehicle_3,6.0,85.0,,
1,Electric_Vehicle_3,5.0,85.0,,
1,Electric_Vehicle_3,4.0,85.0,,
1,Electric_Vehicle_3,3.0,85.0,,
1,Electric_Vehicle_3,2.0,85.0,,
1,Electric_Vehicle_3,1.0,85.0,,
1,Electric_Vehicle_3,0.0,85.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,75.0
1,Electric_Vehicle_3,15.0,90.0,,
1,Electric_Vehicle_3,14.0,90.0,,
1,Electric_Vehicle_3,13.0,90.0,,
1,Electric_Vehicle_3,12.0,90.0,,
1,Electric_Vehicle_3,11.0,90.0,,
1,Electric_Vehicle_3,10.0,90.0,,
1,Electric_Vehicle_3,9.0,90.0,,
1,Electric_Vehicle_3,8.0,90.0,,
1,Electric_Vehicle_3,7.0,90.0,,
1,Electric_Vehicle_3,6.0,90.0,,
1,Electric_Vehicle_3,5.0,90.0,,
1,Electric_Vehicle_3,4.0,90.0,,
1,Electric_Vehicle_3,3.0,90.0,,
1,Electric_Vehicle_3,2.0,90.0,,
1,Electric_Vehicle_3,1.0,90.0,,
1,Electric_Vehicle_3,0.0,90.0,,
2,Electric_Vehicle_3,,,0.0,78.0
1,Electric_Vehicle_3,20.0,90.0,,
1,Electric_Vehicle_3,19.0,90.0,,
1,Electric_Vehicle_3,18.0,90.0,,
1,Electric_Vehicle_3,17.0,90.0,,
1,Electric_Vehicle_3,16.0,90.0,,
1,Electric_Vehicle_3,15.0,90.0,,
1,Electric_Vehicle_3,14.0,90.0,,
1,Electric_Vehicle_3,13.0,90.0,,
1,Electric_Vehicle_3,12.0,90.0,,
1,Electric_Vehicle_3,11.0,90.0,,
1,Electric_Vehicle_3,10.0,90.0,,
1,Electric_Vehicle_3,9.0,90.0,,
1,Electric_Vehicle_3,8.0,90.0,,
1,Electric_Vehicle_3,7.0,90.0,,
1,Electric_Vehicle_3,6.0,90.0,,
1,Electric_Vehicle_3,5.0,90.0,,
1,Electric_Vehicle_3,4.0,90.0,,
1,Electric_Vehicle_3,3.0,90.0,,
1,Electric_Vehicle_3,2.0,90.0,,
1,Electric_Vehicle_3,1.0,90.0,,
1,Electric_Vehicle_3,0.0,90.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,78.0
1,Electric_Vehicle_3,17.0,67.0,,
1,Electric_Vehicle_3,16.0,67.0,,
1,Electric_Vehicle_3,15.0,67.0,,
1,Electric_Vehicle_3,14.0,67.0,,
1,Electric_Vehicle_3,13.0,67.0,,
1,Electric_Vehicle_3,12.0,67.0,,
1,Electric_Vehicle_3,11.0,67.0,,
1,Electric_Vehicle_3,10.0,67.0,,
1,Electric_Vehicle_3,9.0,67.0,,
1,Electric_Vehicle_3,8.0,67.0,,
1,Electric_Vehicle_3,7.0,67.0,,
1,Electric_Vehicle_3,6.0,67.0,,
1,Electric_Vehicle_3,5.0,67.0,,
1,Electric_Vehicle_3,4.0,67.0,,
1,Electric_Vehicle_3,3.0,67.0,,
1,Electric_Vehicle_3,2.0,67.0,,
1,Electric_Vehicle_3,1.0,67.0,,
1,Electric_Vehicle_3,0.0,67.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,2.0,22.0
2,Electric_Vehicle_3,,,1.0,22.0
2,Electric_Vehicle_3,,,0.0,22.0
1,Electric_Vehicle_3,13.0,83.0,,
1,Electric_Vehicle_3,12.0,83.0,,
1,Electric_Vehicle_3,11.0,83.0,,
1,Electric_Vehicle_3,10.0,83.0,,
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,38.0
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,38.0
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,41.0
1,Electric_Vehicle_3,13.0,86.0,,
1,Electric_Vehicle_3,12.0,86.0,,
1,Electric_Vehicle_3,11.0,86.0,,
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,41.0
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,13.0,84.0,,
1,Electric_Vehicle_3,12.0,84.0,,
1,Electric_Vehicle_3,11.0,84.0,,
1,Electric_Vehicle_3,10.0,84.0,,
1,Electric_Vehicle_3,9.0,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,72.0
1,Electric_Vehicle_3,11.0,84.0,,
1,Electric_Vehicle_3,10.0,84.0,,
1,Electric_Vehicle_3,9.0,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,39.0
1,Electric_Vehicle_3,10.0,84.0,,
1,Electric_Vehicle_3,9.0,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,39.0
1,Electric_Vehicle_3,13.0,83.0,,
1,Electric_Vehicle_3,12.0,83.0,,
1,Electric_Vehicle_3,11.0,83.0,,
1,Electric_Vehicle_3,10.0,83.0,,
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,54.0
2,Electric_Vehicle_3,,,0.0,54.0
1,Electric_Vehicle_3,14.0,97.0,,
1,Electric_Vehicle_3,13.0,97.0,,
1,Electric_Vehicle_3,12.0,97.0,,
1,Electric_Vehicle_3,11.0,97.0,,
1,Electric_Vehicle_3,10.0,97.0,,
1,Electric_Vehicle_3,9.0,97.0,,
1,Electric_Vehicle_3,8.0,97.0,,
1,Electric_Vehicle_3,7.0,97.0,,
1,Electric_Vehicle_3,6.0,97.0,,
1,Electric_Vehicle_3,5.0,97.0,,
1,Electric_Vehicle_3,4.0,97.0,,
1,Electric_Vehicle_3,3.0,97.0,,
1,Electric_Vehicle_3,2.0,97.0,,
1,Electric_Vehicle_3,1.0,97.0,,
1,Electric_Vehicle_3,0.0,97.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,2.0,55.0
2,Electric_Vehicle_3,,,1.0,55.0
2,Electric_Vehicle_3,,,0.0,55.0
1,Electric_Vehicle_3,12.0,97.0,,
1,Electric_Vehicle_3,11.0,97.0,,
1,Electric_Vehicle_3,10.0,97.0,,
1,Electric_Vehicle_3,9.0,97.0,,
1,Electric_Vehicle_3,8.0,97.0,,
1,Electric_Vehicle_3,7.0,97.0,,
1,Electric_Vehicle_3,6.0,97.0,,
1,Electric_Vehicle_3,5.0,97.0,,
1,Electric_Vehicle_3,4.0,97.0,,
1,Electric_Vehicle_3,3.0,97.0,,
1,Electric_Vehicle_3,2.0,97.0,,
1,Electric_Vehicle_3,1.0,97.0,,
1,Electric_Vehicle_3,0.0,97.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,56.0
2,Electric_Vehicle_3,,,0.0,56.0
1,Electric_Vehicle_3,17.0,89.0,,
1,Electric_Vehicle_3,16.0,89.0,,
1,Electric_Vehicle_3,15.0,89.0,,
1,Electric_Vehicle_3,14.0,89.0,,
1,Electric_Vehicle_3,13.0,89.0,,
1,Electric_Vehicle_3,12.0,89.0,,
1,Electric_Vehicle_3,11.0,89.0,,
1,Electric_Vehicle_3,10.0,89.0,,
1,Electric_Vehicle_3,9.0,89.0,,
1,Electric_Vehicle_3,8.0,89.0,,
1,Electric_Vehicle_3,7.0,89.0,,
1,Electric_Vehicle_3,6.0,89.0,,
1,Electric_Vehicle_3,5.0,89.0,,
1,Electric_Vehicle_3,4.0,89.0,,
1,Electric_Vehicle_3,3.0,89.0,,
1,Electric_Vehicle_3,2.0,89.0,,
1,Electric_Vehicle_3,1.0,89.0,,
1,Electric_Vehicle_3,0.0,89.0,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,77.0
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,,89.0,,
1,Electric_Vehicle_3,7.0,89.0,,
1,Electric_Vehicle_3,6.0,89.0,,
1,Electric_Vehicle_3,5.0,89.0,,
1,Electric_Vehicle_3,4.0,89.0,,
1,Electric_Vehicle_3,3.0,89.0,,
1,Electric_Vehicle_3,2.0,89.0,,
1,Electric_Vehicle_3,1.0,89.0,,
1,Electric_Vehicle_3,0.0,89.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,4.0,4.0
2,Electric_Vehicle_3,,,3.0,4.0
2,Electric_Vehicle_3,,,2.0,4.0
2,Electric_Vehicle_3,,,1.0,4.0
2,Electric_Vehicle_3,,,0.0,4.0
1,Electric_Vehicle_3,12.0,84.0,,
1,Electric_Vehicle_3,11.0,84.0,,
1,Electric_Vehicle_3,10.0,84.0,,
1,Electric_Vehicle_3,9.0,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,2.0,27.0
2,Electric_Vehicle_3,,,1.0,27.0
2,Electric_Vehicle_3,,,0.0,27.0
1,Electric_Vehicle_3,15.0,80.0,,
1,Electric_Vehicle_3,14.0,80.0,,
1,Electric_Vehicle_3,13.0,80.0,,
1,Electric_Vehicle_3,12.0,80.0,,
1,Electric_Vehicle_3,11.0,80.0,,
1,Electric_Vehicle_3,10.0,80.0,,
1,Electric_Vehicle_3,9.0,80.0,,
1,Electric_Vehicle_3,8.0,80.0,,
1,Electric_Vehicle_3,7.0,80.0,,
1,Electric_Vehicle_3,6.0,80.0,,
1,Electric_Vehicle_3,5.0,80.0,,
1,Electric_Vehicle_3,4.0,80.0,,
1,Electric_Vehicle_3,3.0,80.0,,
1,Electric_Vehicle_3,2.0,80.0,,
1,Electric_Vehicle_3,1.0,80.0,,
1,Electric_Vehicle_3,0.0,80.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,23.0
1,Electric_Vehicle_3,16.0,80.0,,
1,Electric_Vehicle_3,15.0,80.0,,
1,Electric_Vehicle_3,14.0,80.0,,
1,Electric_Vehicle_3,13.0,80.0,,
1,Electric_Vehicle_3,12.0,80.0,,
1,Electric_Vehicle_3,11.0,80.0,,
1,Electric_Vehicle_3,10.0,80.0,,
1,Electric_Vehicle_3,9.0,80.0,,
1,Electric_Vehicle_3,8.0,80.0,,
1,Electric_Vehicle_3,7.0,80.0,,
1,Electric_Vehicle_3,6.0,80.0,,
1,Electric_Vehicle_3,5.0,80.0,,
1,Electric_Vehicle_3,4.0,80.0,,
1,Electric_Vehicle_3,3.0,80.0,,
1,Electric_Vehicle_3,2.0,80.0,,
1,Electric_Vehicle_3,1.0,80.0,,
1,Electric_Vehicle_3,0.0,80.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,23.0
1,Electric_Vehicle_3,13.0,84.0,,
1,Electric_Vehicle_3,12.0,84.0,,
1,Electric_Vehicle_3,11.0,84.0,,
1,Electric_Vehicle_3,10.0,84.0,,
1,Electric_Vehicle_3,9.0,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,27.0
1,Electric_Vehicle_3,16.0,84.0,,
1,Electric_Vehicle_3,15.0,84.0,,
1,Electric_Vehicle_3,14.0,84.0,,
1,Electric_Vehicle_3,13.0,84.0,,
1,Electric_Vehicle_3,12.0,84.0,,
1,Electric_Vehicle_3,11.0,84.0,,
1,Electric_Vehicle_3,10.0,84.0,,
1,Electric_Vehicle_3,9.0,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,72.0
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
