Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
10.59,80.38,0.00,0.00,18.28,24.46,7.68,47.54,28.63,84.62,117.58,80.52,0.00,828.00,662.22,0.00
10.15,83.12,0.00,0.00,20.31,23.55,5.63,41.51,30.02,95.16,145.43,52.52,0.00,802.15,445.20,0.00
9.94,87.50,4.88,58.00,22.36,22.17,5.69,35.33,31.21,90.99,179.58,8.70,6.74,769.88,34.42,21.61
10.96,81.50,40.69,481.50,24.25,20.35,8.56,30.50,36.69,74.52,174.88,0.00,72.75,801.20,0.00,225.60
13.10,71.38,63.94,712.44,25.24,18.38,8.63,27.43,43.16,74.08,150.89,0.00,136.34,799.32,0.00,330.69
15.69,58.00,88.19,797.50,25.28,17.91,10.63,26.95,44.54,61.85,115.11,0.00,220.89,759.02,0.00,341.07
18.26,47.62,117.38,826.62,24.71,15.18,13.62,28.12,53.57,47.70,82.04,0.00,262.80,674.74,0.00,528.62
20.57,40.62,148.69,820.12,23.73,13.58,15.24,29.63,59.28,41.60,53.23,0.00,312.17,451.19,0.00,490.60
22.52,34.88,181.94,780.00,22.16,12.79,14.97,31.23,64.29,42.53,8.70,0.00,317.12,34.40,0.00,376.85
24.01,31.12,171.44,785.44,20.41,10.56,16.45,36.53,75.96,38.20,0.00,0.00,290.37,0.00,0.00,442.82
24.94,28.12,147.25,780.06,18.66,9.10,17.06,42.33,79.21,36.39,0.00,0.00,288.31,0.00,0.00,364.29
25.26,27.00,114.88,757.50,17.58,8.48,18.94,45.65,76.75,31.78,0.00,0.00,251.56,0.00,0.00,434.35
24.93,27.62,83.56,687.25,15.46,7.64,17.91,52.54,84.87,34.31,0.00,0.00,163.39,0.00,0.00,382.27
23.89,29.25,53.94,457.19,13.89,6.30,18.12,58.01,91.02,34.33,0.00,0.00,91.16,0.00,0.00,297.88
22.15,31.25,8.69,34.38,12.75,6.18,15.44,64.45,87.99,43.26,0.00,6.99,12.29,0.00,22.43,20.63
20.46,36.38,0.00,0.00,10.90,7.93,15.59,74.17,78.20,46.17,0.00,69.75,0.00,0.00,216.30,0.00
18.90,41.50,0.00,0.00,9.37,8.78,12.93,77.73,73.29,56.74,0.00,137.86,0.00,0.00,334.37,0.00
17.30,46.75,0.00,0.00,8.46,10.71,10.73,76.87,61.48,63.22,0.00,222.23,0.00,0.00,343.13,0.00
15.70,51.50,0.00,0.00,7.62,13.20,10.07,85.00,49.22,65.28,0.00,255.34,0.00,0.00,513.62,0.00
14.16,56.75,0.00,0.00,6.63,14.97,9.10,88.95,42.42,69.70,0.00,306.43,0.00,0.00,481.58,0.00
12.72,64.62,0.00,0.00,6.43,15.58,7.58,86.50,40.82,77.68,7.12,332.25,0.00,22.84,394.83,0.00
11.20,72.38,0.00,0.00,7.62,16.86,6.95,80.04,37.16,80.63,68.25,299.25,0.00,211.65,456.35,0.00
9.60,76.25,0.00,0.00,8.85,17.47,5.90,72.90,35.38,85.14,138.62,297.25,0.00,336.22,375.58,0.00
8.44,77.00,0.00,0.00,10.75,18.49,4.18,61.30,32.89,93.26,222.89,243.84,0.00,344.16,421.02,0.00
7.60,85.12,0.00,0.00,12.99,17.85,4.00,49.99,34.47,91.88,251.61,162.66,0.00,506.12,380.57,0.00
6.92,86.88,0.00,0.00,14.83,17.53,4.87,42.84,35.92,84.57,303.56,87.61,0.00,477.07,286.28,0.00
6.64,85.00,7.25,23.25,15.89,15.52,3.21,39.97,43.00,93.97,339.82,12.37,4.56,403.82,20.76,57.12
7.35,81.88,66.75,207.00,17.06,14.89,5.64,36.64,48.71,79.94,303.68,0.00,40.84,463.11,0.00,523.91
8.92,72.50,139.38,338.06,17.67,12.99,8.30,34.88,56.49,68.74,301.72,0.00,58.97,381.23,0.00,781.32
10.79,61.12,223.56,345.19,18.26,11.24,9.83,33.44,61.05,60.70,239.98,0.00,69.84,414.35,0.00,793.61
12.81,50.75,247.88,498.62,17.82,10.23,13.63,34.54,64.52,46.14,162.30,0.00,100.13,379.73,0.00,886.46
14.72,43.25,300.69,472.56,17.23,9.09,16.48,36.71,69.73,36.66,85.83,0.00,125.96,280.49,0.00,922.84
16.15,39.12,347.38,412.81,15.56,7.82,17.50,42.88,76.40,33.44,12.40,0.00,122.77,20.82,0.00,866.36
17.23,36.12,308.12,469.88,14.55,7.05,18.52,49.98,80.06,33.05,0.00,0.00,114.06,0.00,0.00,831.30
17.85,34.38,306.19,386.88,13.02,6.04,21.41,56.37,84.32,27.98,0.00,0.00,110.26,0.00,0.00,959.03
18.06,34.00,236.12,407.69,11.50,4.86,21.08,59.96,89.13,29.22,0.00,0.00,82.71,0.00,0.00,884.24
17.79,34.62,161.94,378.88,10.32,4.51,20.94,64.13,88.75,30.51,0.00,0.00,64.47,0.00,0.00,819.40
16.98,37.50,84.06,274.69,9.09,4.70,19.90,69.74,85.59,33.75,0.00,0.00,46.05,0.00,0.00,568.69
15.60,42.75,12.44,20.88,7.94,3.83,17.41,75.76,90.18,42.14,0.00,4.78,11.21,0.00,59.87,40.81
14.25,51.25,0.00,0.00,7.10,5.55,17.47,79.78,80.47,44.96,0.00,40.57,0.00,0.00,520.52,0.00
13.05,56.25,0.00,0.00,6.11,8.07,14.23,83.91,69.93,62.63,0.00,58.02,0.00,0.00,768.66,0.00
11.72,58.88,0.00,0.00,5.20,10.29,15.07,87.07,58.85,59.69,0.00,72.27,0.00,0.00,821.15,0.00
10.39,63.75,0.00,0.00,4.77,13.56,13.51,87.19,46.38,63.92,0.00,99.63,0.00,0.00,881.98,0.00
9.09,69.75,0.00,0.00,4.62,16.17,14.67,86.11,37.52,58.37,0.00,123.26,0.00,0.00,903.08,0.00
8.04,75.12,0.00,0.00,4.14,17.70,12.17,88.28,32.97,66.53,4.89,124.61,0.00,61.24,879.30,0.00
7.14,79.50,0.00,0.00,5.50,18.98,13.15,80.73,32.02,61.58,40.44,118.09,0.00,518.82,860.68,0.00
6.17,83.50,0.00,0.00,7.95,20.85,12.57,70.52,29.18,64.72,57.54,106.23,0.00,762.33,923.92,0.00
5.49,85.00,0.00,0.00,10.52,20.90,11.69,57.92,29.61,71.07,73.48,81.67,0.00,834.92,873.06,0.00
4.99,85.62,0.00,0.00,13.52,20.64,12.26,46.50,31.19,69.61,99.37,63.14,0.00,879.74,802.48,0.00
4.55,86.62,0.00,0.00,16.01,19.55,12.11,37.95,34.62,79.17,121.91,44.96,0.00,893.19,555.31,0.00
4.40,86.38,5.00,62.62,17.80,17.43,12.56,32.74,42.07,84.97,125.52,11.23,13.36,885.78,40.87,20.54
5.46,81.00,40.31,517.12,19.21,16.84,12.10,31.51,47.17,92.61,120.10,0.00,73.81,875.37,0.00,127.80
7.85,71.12,57.06,756.00,20.58,14.92,13.25,29.78,59.82,90.89,104.21,0.00,139.80,906.36,0.00,258.63
10.71,57.00,74.69,848.69,20.81,14.96,17.42,29.81,60.15,66.42,81.14,0.00,269.09,867.47,0.00,304.19
13.49,46.62,99.12,877.50,20.49,13.85,17.98,31.54,62.46,72.96,62.48,0.00,334.41,794.02,0.00,232.47
15.88,38.38,120.56,883.31,19.38,14.04,19.31,35.06,61.24,82.73,44.42,0.00,335.85,548.63,0.00,272.92
17.89,32.50,126.44,892.25,17.44,12.57,21.95,42.03,64.70,66.73,11.24,0.00,379.71,40.91,0.00,305.84
19.41,31.00,122.12,890.06,16.53,12.87,23.08,48.27,62.85,50.39,0.00,0.00,374.17,0.00,0.00,281.81
20.34,30.38,102.19,888.81,15.26,12.44,23.83,58.41,65.36,39.06,0.00,0.00,372.32,0.00,0.00,208.63
20.73,30.00,80.62,861.88,14.91,11.89,25.53,60.39,70.10,31.95,0.00,0.00,332.35,0.00,0.00,223.38
20.36,31.88,61.81,785.56,14.02,12.06,23.70,61.73,70.62,36.81,0.00,0.00,212.28,0.00,0.00,156.89
19.23,35.50,43.88,541.94,13.73,11.92,22.64,62.68,80.27,38.44,0.00,0.00,106.08,0.00,0.00,96.93
17.45,42.00,11.25,40.94,12.78,12.11,20.97,63.79,87.86,42.41,0.00,12.96,14.82,0.00,19.92,7.06
16.26,49.38,0.00,0.00,12.73,12.31,20.27,63.48,91.25,48.58,0.00,74.96,0.00,0.00,129.81,0.00
15.56,57.00,0.00,0.00,12.37,13.80,19.98,65.68,87.57,50.18,0.00,145.77,0.00,0.00,269.69,0.00
14.86,60.62,0.00,0.00,11.99,16.93,16.98,69.61,68.90,59.79,0.00,260.36,0.00,0.00,294.32,0.00
14.16,61.00,0.00,0.00,11.96,18.27,17.02,71.12,71.48,56.95,0.00,341.80,0.00,0.00,237.61,0.00
13.46,64.12,0.00,0.00,11.82,19.85,16.83,80.83,79.74,57.97,0.00,350.05,0.00,0.00,284.46,0.00
12.95,62.88,0.00,0.00,11.89,21.98,13.48,89.31,66.61,73.64,12.76,380.35,0.00,19.62,306.36,0.00
12.61,64.12,0.00,0.00,12.42,23.19,13.83,90.56,50.00,68.13,75.54,377.12,0.00,130.81,284.03,0.00
12.31,66.00,0.00,0.00,14.07,23.96,11.05,85.91,38.72,77.62,148.76,375.66,0.00,275.22,210.51,0.00
12.07,69.12,0.00,0.00,16.69,24.93,9.79,70.14,33.48,78.83,255.99,319.05,0.00,289.38,214.44,0.00
11.88,71.62,0.00,0.00,18.42,23.93,9.41,70.74,36.21,77.41,345.49,215.95,0.00,240.18,159.60,0.00
11.74,81.38,0.00,0.00,20.13,22.99,9.80,78.25,37.53,76.94,357.15,108.85,0.00,290.23,99.47,0.00
11.70,90.75,12.56,19.31,21.99,21.48,8.97,66.56,40.95,83.84,380.68,15.41,8.46,306.62,7.34,121.11
12.51,89.88,76.12,131.81,23.24,20.47,10.53,49.81,47.91,78.58,378.59,0.00,49.22,285.14,0.00,668.84
14.31,84.25,151.75,280.75,24.02,19.71,11.48,38.55,51.22,80.03,377.33,0.00,75.07,211.44,0.00,807.73
16.48,71.38,251.62,284.44,24.62,17.61,14.95,34.24,57.33,63.73,312.40,0.00,121.26,209.97,0.00,910.96
18.55,70.00,349.19,242.75,24.05,16.98,17.02,35.92,57.10,54.73,217.79,0.00,240.00,160.95,0.00,684.77
20.36,76.75,364.25,296.00,23.16,16.27,19.18,37.07,60.49,47.31,110.23,0.00,364.24,100.73,0.00,292.83
22.00,66.50,381.00,306.88,21.74,14.00,20.62,40.23,71.07,43.03,15.71,0.00,421.87,7.48,0.00,231.31
23.29,49.62,380.06,286.25,20.57,13.47,21.66,47.58,70.01,39.94,0.00,0.00,444.43,0.00,0.00,224.07
24.07,38.38,379.00,212.38,19.57,11.37,20.60,51.73,75.93,45.40,0.00,0.00,360.90,0.00,0.00,219.62
24.36,35.00,305.75,205.50,17.92,10.21,19.29,56.11,76.61,50.31,0.00,0.00,266.86,0.00,0.00,174.19
24.15,35.62,219.62,162.31,16.97,9.61,19.51,57.17,76.33,49.06,0.00,0.00,211.04,0.00,0.00,130.33
23.31,36.62,111.62,102.00,15.99,9.45,18.52,61.74,78.97,48.98,0.00,0.00,106.59,0.00,0.00,114.37
21.96,39.50,16.00,7.62,14.26,8.90,15.92,69.79,84.23,60.08,0.00,8.42,14.77,0.00,120.56,8.15
20.65,47.25,0.00,0.00,13.29,10.25,17.34,70.94,80.23,58.14,0.00,48.26,0.00,0.00,655.89,0.00
19.45,52.25,0.00,0.00,11.52,12.02,15.83,75.09,77.21,64.06,0.00,78.16,0.00,0.00,840.96,0.00
18.19,54.88,0.00,0.00,10.42,15.19,14.02,75.49,62.67,71.77,0.00,123.41,0.00,0.00,927.10,0.00
16.95,57.25,0.00,0.00,9.71,17.63,14.35,75.79,52.56,70.04,0.00,251.35,0.00,0.00,717.13,0.00
15.75,63.00,0.00,0.00,9.27,19.42,13.65,79.99,46.53,72.16,0.00,370.68,0.00,0.00,298.01,0.00
14.49,68.50,0.00,0.00,8.87,20.41,12.29,84.42,43.71,74.89,8.40,415.65,0.00,120.28,227.91,0.00
13.13,71.88,0.00,0.00,10.11,21.10,11.38,81.06,41.66,76.76,47.79,428.12,0.00,649.42,215.84,0.00
11.66,74.25,0.00,0.00,12.28,20.68,12.45,75.79,45.14,71.13,79.71,363.01,0.00,857.58,220.91,0.00
10.60,74.38,0.00,0.00,15.31,19.94,12.03,62.15,48.15,74.24,124.49,280.65,0.00,935.18,183.19,0.00
9.80,75.25,0.00,0.00,17.93,19.68,11.93,51.47,48.47,72.47,257.02,213.71,0.00,733.32,131.97,0.00
9.12,81.00,0.00,0.00,19.54,18.61,11.69,46.14,48.68,71.96,373.90,107.27,0.00,300.60,115.09,0.00
8.84,84.62,8.38,120.00,20.30,16.58,10.74,44.04,57.48,77.33,412.55,15.54,13.02,226.20,8.57,19.44
9.99,81.88,47.31,642.94,20.83,16.69,11.03,42.52,61.07,76.04,419.96,0.00,79.34,211.73,0.00,93.30
12.51,74.38,81.25,874.19,20.73,15.53,12.60,45.01,65.53,68.60,364.07,0.00,174.43,221.55,0.00,98.62
15.41,61.62,125.56,943.25,20.27,14.19,15.51,47.08,70.95,54.53,287.55,0.00,286.37,187.69,0.00,109.65
18.19,50.38,262.69,749.50,19.77,13.88,16.06,48.18,72.58,50.60,215.05,0.00,325.05,132.80,0.00,153.64
19.64,45.75,377.12,303.19,18.65,13.11,20.09,48.53,75.21,37.91,107.60,0.00,434.43,115.45,0.00,168.16
20.21,44.38,409.44,224.50,16.92,12.19,20.57,56.18,75.39,37.45,15.92,0.00,441.25,8.79,0.00,145.71
20.59,43.38,411.81,207.62,16.37,11.64,20.61,62.54,75.38,37.22,0.00,0.00,390.86,0.00,0.00,161.04
20.76,44.88,365.12,222.19,15.37,12.02,22.83,66.26,73.51,29.67,0.00,0.00,398.86,0.00,0.00,146.56
20.55,46.00,294.44,192.19,14.27,11.72,23.10,70.53,75.93,27.58,0.00,0.00,319.12,0.00,0.00,113.65
19.84,47.88,216.38,133.62,13.64,11.59,22.01,73.85,74.29,28.92,0.00,0.00,203.73,0.00,0.00,32.64
18.69,48.38,107.94,115.81,12.83,11.40,20.89,76.73,73.48,30.76,0.00,0.00,89.63,0.00,0.00,8.00
17.20,54.88,16.31,9.00,12.15,10.96,20.48,75.63,76.16,36.60,0.00,13.23,9.33,0.00,19.75,0.54
16.10,64.00,0.00,0.00,11.77,11.57,18.54,74.69,73.33,53.05,0.00,82.64,0.00,0.00,97.18,0.00
15.24,67.00,0.00,0.00,11.80,13.15,16.89,74.69,66.11,74.73,0.00,181.84,0.00,0.00,102.81,0.00
14.34,70.12,0.00,0.00,11.57,15.40,17.43,76.78,54.96,79.24,0.00,284.21,0.00,0.00,108.82,0.00
13.44,75.12,0.00,0.00,11.42,16.59,16.05,75.21,48.80,84.14,0.00,338.52,0.00,0.00,160.01,0.00
12.60,78.25,0.00,0.00,11.26,19.39,17.26,74.24,40.01,72.48,0.00,414.68,0.00,0.00,160.52,0.00
12.11,75.88,0.00,0.00,11.07,20.27,14.38,75.58,38.29,88.50,13.34,432.22,0.00,19.90,142.73,0.00
11.88,74.00,0.00,0.00,11.84,20.82,14.65,71.98,36.67,84.46,84.29,397.02,0.00,99.12,163.58,0.00
11.61,75.88,0.00,0.00,13.43,22.22,13.15,64.87,31.08,86.65,185.54,382.87,0.00,104.90,140.69,0.00
11.44,77.62,0.00,0.00,15.35,22.46,12.48,55.17,28.98,85.72,283.14,305.66,0.00,108.41,108.86,0.00
11.28,76.12,0.00,0.00,16.86,21.76,12.34,47.90,29.46,86.08,345.26,200.17,0.00,163.20,32.07,0.00
11.14,75.00,0.00,0.00,19.04,20.78,12.33,41.07,31.01,85.93,404.81,88.94,0.00,156.70,7.94,0.00
11.16,75.00,13.44,20.06,20.12,19.97,14.00,38.70,38.05,73.84,427.70,9.01,12.85,141.24,0.52,0.00
12.07,70.62,85.94,101.06,20.93,18.58,14.53,36.40,52.90,75.33,400.11,0.00,78.32,164.85,0.00,1.22
13.66,63.62,189.25,107.00,21.91,17.45,13.57,31.79,71.99,85.64,374.88,0.00,142.43,137.75,0.00,6.94
15.30,55.38,282.06,108.00,22.14,17.28,15.03,29.68,80.12,81.55,298.92,0.00,221.86,106.46,0.00,14.52
17.09,47.00,352.00,166.38,21.63,16.28,16.26,29.73,82.82,79.99,198.40,0.00,283.98,31.78,0.00,17.81
18.74,42.12,394.94,152.88,20.73,16.60,16.18,31.13,76.24,73.04,88.59,0.00,297.52,7.91,0.00,19.77
19.99,39.12,423.19,139.75,19.71,14.89,18.75,38.78,85.50,48.29,8.85,0.00,352.28,0.51,0.00,21.42
21.02,36.12,403.19,166.12,18.60,14.68,17.97,52.82,84.23,42.16,0.00,0.00,313.22,0.00,0.00,18.52
21.65,32.50,366.88,134.81,17.72,13.59,18.08,70.62,84.08,38.41,0.00,0.00,277.76,0.00,0.00,13.55
21.86,30.38,292.19,104.06,17.21,12.99,17.94,80.56,82.86,44.94,0.00,0.00,201.80,0.00,0.00,7.20
21.52,30.00,196.62,31.50,16.39,12.65,18.31,82.16,84.29,55.46,0.00,0.00,130.22,0.00,0.00,0.55
20.68,31.25,88.25,7.88,16.27,12.49,16.51,78.12,84.96,78.08,0.00,0.00,57.13,0.00,0.00,0.00
19.49,39.50,8.69,0.50,15.14,13.34,17.30,84.00,77.67,78.05,0.00,12.30,7.57,0.00,0.00,0.00
18.62,52.75,0.00,0.00,14.70,13.92,16.29,84.12,78.91,80.76,0.00,75.19,0.00,0.00,1.17,0.00
17.96,69.25,0.00,0.00,13.81,13.93,14.75,82.79,83.57,83.93,0.00,146.25,0.00,0.00,7.12,0.00
17.14,81.00,0.00,0.00,13.24,15.16,14.00,81.43,80.78,82.26,0.00,224.06,0.00,0.00,14.67,0.00
16.49,81.50,0.00,0.00,12.80,16.26,13.17,83.40,79.99,81.23,0.00,283.96,0.00,0.00,17.81,0.00
15.99,80.00,0.00,0.00,12.57,16.69,12.23,84.48,70.58,80.87,0.00,309.10,0.00,0.00,20.54,0.00
15.36,82.50,0.00,0.00,13.01,18.30,11.78,79.58,49.96,77.66,12.03,341.61,0.00,0.00,20.77,0.00
14.72,84.00,0.00,0.00,13.62,18.17,9.07,80.71,41.58,87.33,73.63,317.77,0.00,1.14,18.79,0.00
14.00,81.50,0.00,0.00,14.11,18.40,10.38,82.54,37.58,72.72,148.15,284.35,0.00,7.22,13.87,0.00
13.45,80.00,0.00,0.00,15.23,18.39,9.39,80.39,43.59,73.66,225.15,208.65,0.00,14.74,7.45,0.00
12.93,82.50,0.00,0.00,16.26,18.41,8.46,80.00,55.11,72.64,283.95,131.08,0.00,17.81,0.56,0.00
12.64,84.00,0.00,0.00,16.94,16.92,7.26,69.35,75.91,76.47,314.90,58.91,0.00,20.93,0.00,0.00
12.73,81.50,11.75,0.00,18.07,17.12,7.13,50.79,79.08,78.73,336.27,7.48,7.35,20.44,0.00,117.73
13.36,82.50,72.06,1.12,18.27,16.39,8.21,41.29,80.19,78.76,320.04,0.00,39.06,18.93,0.00,630.82
14.26,81.50,150.06,7.31,18.55,15.09,12.06,37.17,81.96,64.69,287.65,0.00,66.73,14.03,0.00,955.13
15.29,80.00,226.25,14.81,18.61,14.20,13.28,42.92,81.13,61.48,212.07,0.00,96.01,7.57,0.00,901.67
16.26,80.00,283.94,17.81,18.45,13.28,16.39,54.93,80.61,48.18,131.51,0.00,220.66,0.56,0.00,731.15
17.16,68.12,320.69,21.31,17.12,12.31,17.52,74.83,80.43,43.67,59.80,0.00,346.30,0.00,0.00,279.70
17.88,51.62,330.94,20.12,17.03,11.57,19.47,79.60,78.83,37.52,7.43,0.00,437.33,0.00,0.00,209.10
18.35,41.00,322.31,19.06,16.44,9.71,19.24,79.90,83.66,38.58,0.00,0.00,408.41,0.00,0.00,211.69
18.69,36.75,290.94,14.19,15.26,9.74,18.38,80.98,76.36,42.86,0.00,0.00,349.25,0.00,0.00,197.19
18.80,42.25,215.50,7.69,14.30,8.84,19.62,80.57,76.83,40.66,0.00,0.00,323.47,0.00,0.00,183.20
18.49,54.75,131.94,0.56,13.33,8.08,17.32,80.31,74.76,50.16,0.00,0.00,201.38,0.00,0.00,128.66
17.30,73.75,60.69,0.00,12.35,7.22,16.94,80.22,76.67,56.06,0.00,0.00,98.71,0.00,0.00,111.95
16.95,80.12,7.38,0.00,11.47,7.03,16.63,79.41,79.31,58.12,0.00,7.30,16.08,0.00,116.90,9.47
16.48,79.62,0.00,0.00,10.04,8.18,14.40,81.83,78.94,75.02,0.00,38.97,0.00,0.00,629.38,0.00
15.41,80.00,0.00,0.00,9.42,11.43,14.90,78.18,67.90,77.39,0.00,63.96,0.00,0.00,915.50,0.00
14.38,80.00,0.00,0.00,8.56,13.59,14.53,78.41,60.18,83.00,0.00,98.22,0.00,0.00,922.49,0.00
13.38,80.00,0.00,0.00,7.89,16.54,14.50,75.82,47.65,84.84,0.00,223.21,0.00,0.00,739.57,0.00
12.38,80.00,0.00,0.00,7.21,17.84,12.82,76.78,42.71,96.93,0.00,354.65,0.00,0.00,286.44,0.00
11.38,80.00,0.00,0.00,6.98,19.07,14.44,79.59,38.64,81.97,7.28,425.73,0.00,116.48,203.55,0.00
10.31,80.00,0.00,0.00,8.16,19.16,14.87,79.03,38.79,78.07,38.92,406.23,0.00,628.66,210.57,0.00
9.15,80.00,0.00,0.00,11.11,18.84,14.64,69.51,41.56,81.67,62.57,361.37,0.00,895.69,204.03,0.00
8.32,80.00,0.00,0.00,13.75,19.35,15.47,59.53,41.46,79.61,99.33,317.61,0.00,932.90,179.88,0.00
7.72,76.88,0.00,0.00,16.62,17.93,15.55,47.39,48.14,81.42,224.48,211.03,0.00,743.79,134.83,0.00
7.19,76.88,0.00,0.00,18.00,17.17,16.01,42.23,55.15,85.67,358.82,100.42,0.00,289.82,113.88,0.00
6.94,79.88,7.25,116.06,18.88,16.22,16.17,39.19,59.94,90.16,419.92,15.64,10.95,200.77,9.20,0.00
8.15,79.12,38.88,627.94,19.12,14.75,18.07,38.90,73.26,82.70,405.15,0.00,80.17,210.00,0.00,15.64
10.84,71.12,61.19,875.88,19.07,14.85,19.15,40.90,77.63,84.56,367.44,0.00,177.92,207.46,0.00,62.49
13.88,58.88,100.44,943.31,19.22,14.55,19.47,41.85,82.88,85.87,314.68,0.00,189.22,178.22,0.00,10.92
16.69,47.12,225.75,748.00,18.24,14.44,19.67,47.13,85.23,85.04,215.86,0.00,177.10,137.92,0.00,2.04
18.14,41.75,363.00,293.19,17.29,13.49,22.09,54.70,92.72,67.39,101.27,0.00,194.29,114.84,0.00,1.35
18.71,39.75,414.12,198.00,16.02,14.34,22.32,60.84,82.55,70.16,15.41,0.00,255.23,9.07,0.00,5.09
19.09,39.00,404.06,209.44,14.92,14.79,20.85,72.38,78.53,86.74,0.00,0.00,304.73,0.00,0.00,18.77
19.26,40.25,373.50,210.88,14.83,14.94,22.27,77.76,80.02,82.97,0.00,0.00,313.07,0.00,0.00,28.11
19.11,42.25,311.75,176.56,14.56,15.50,24.33,82.81,79.43,72.27,0.00,0.00,203.81,0.00,0.00,7.27
18.50,46.12,220.69,141.00,14.41,15.67,23.21,85.42,80.71,77.84,0.00,0.00,93.85,0.00,0.00,0.39
17.39,54.25,102.12,115.81,13.82,16.02,22.88,90.61,85.65,76.89,0.00,0.00,47.62,0.00,0.00,0.00
15.84,61.75,15.19,8.94,14.29,16.17,21.03,82.83,90.21,85.67,0.00,10.95,7.89,0.00,0.00,0.00
15.07,71.50,0.00,0.00,14.75,17.39,20.99,78.77,87.16,81.34,0.00,76.62,0.00,0.00,14.94,0.00
14.81,77.88,0.00,0.00,15.08,18.67,19.80,79.20,87.66,88.29,0.00,172.24,0.00,0.00,60.49,0.00
14.57,82.75,0.00,0.00,15.52,19.60,20.47,79.34,85.13,79.98,0.00,190.92,0.00,0.00,11.02,0.00
14.38,85.62,0.00,0.00,15.74,20.14,20.11,80.35,82.40,80.54,0.00,183.39,0.00,0.00,2.12,0.00
14.11,88.50,0.00,0.00,16.02,21.52,19.03,85.63,70.38,86.61,0.00,186.95,0.00,0.00,1.30,0.00
14.25,83.12,0.00,0.00,16.16,21.82,18.26,90.23,72.89,84.79,10.94,246.65,0.00,0.00,4.92,0.00
14.71,79.00,0.00,0.00,17.05,21.03,18.54,89.39,85.68,80.39,74.84,308.64,0.00,14.60,19.01,0.00
15.21,78.38,0.00,0.00,18.43,22.16,17.08,89.20,83.61,91.62,169.40,310.72,0.00,59.50,27.90,0.00
15.53,79.25,0.00,0.00,19.66,23.65,17.02,84.75,76.20,92.13,191.77,194.71,0.00,11.07,6.94,0.00
15.79,80.00,0.00,0.00,20.37,23.11,17.55,81.07,78.42,88.62,186.54,93.18,0.00,2.15,0.38,0.00
16.02,85.62,0.00,0.00,21.24,22.69,16.67,71.88,77.94,93.93,183.29,47.00,0.00,1.28,0.00,0.00
16.16,90.25,10.94,0.00,21.57,21.33,15.64,74.26,83.89,100.00,242.35,8.07,12.11,4.84,0.00,53.05
16.76,91.62,73.06,14.25,21.11,21.03,16.17,85.15,81.11,97.46,310.60,0.00,77.13,19.13,0.00,242.91
18.23,90.75,166.56,58.50,22.11,20.32,18.45,83.93,85.20,79.86,309.55,0.00,182.20,27.80,0.00,188.02
19.71,84.38,192.62,11.12,23.30,20.39,19.10,78.16,80.43,73.01,190.17,0.00,248.81,6.78,0.00,122.02
20.57,79.75,189.69,2.19,23.05,19.97,20.16,78.71,81.33,65.65,92.84,0.00,331.24,0.38,0.00,258.87
20.99,73.38,179.62,1.25,22.60,19.25,21.20,78.47,85.30,58.15,46.69,0.00,349.39,0.00,0.00,247.54
21.35,75.62,238.06,4.75,21.48,18.54,23.04,83.01,83.14,50.05,8.16,0.00,337.62,0.00,0.00,65.99
21.19,84.62,312.56,19.25,21.05,18.26,21.63,81.00,82.07,64.22,0.00,0.00,201.91,0.00,0.00,7.06
22.06,84.25,308.38,27.69,20.58,17.17,22.22,83.66,91.00,73.90,0.00,0.00,198.83,0.00,0.00,3.99
23.01,80.12,185.62,6.62,20.35,16.91,20.38,80.65,92.88,88.81,0.00,0.00,79.34,0.00,0.00,0.28
23.01,79.00,92.50,0.38,19.91,16.98,18.97,81.73,92.56,92.22,0.00,0.00,37.84,0.00,0.00,0.00
22.52,79.00,46.38,0.00,19.36,16.38,19.01,84.65,95.97,86.40,0.00,0.00,25.62,0.00,0.00,0.00
21.61,82.12,8.25,0.00,18.68,15.86,19.25,82.32,99.52,81.17,0.00,12.31,7.35,0.00,53.90,0.00
21.07,80.88,0.00,0.00,18.12,16.55,19.38,82.91,94.92,75.83,0.00,79.37,0.00,0.00,249.99,0.00
20.81,82.12,0.00,0.00,17.22,18.36,16.63,90.69,80.37,86.64,0.00,181.07,0.00,0.00,186.86,0.00
20.32,80.88,0.00,0.00,16.86,19.23,16.03,93.25,72.32,85.95,0.00,251.28,0.00,0.00,123.23,0.00
19.85,82.12,0.00,0.00,16.70,20.41,15.29,94.53,64.52,85.62,0.00,337.40,0.00,0.00,263.68,0.00
19.45,84.00,0.00,0.00,16.23,21.69,16.44,96.98,56.27,73.49,0.00,362.41,0.00,0.00,256.77,0.00
18.80,81.50,0.00,0.00,15.97,22.99,15.37,98.76,50.22,73.77,12.40,336.53,0.00,54.32,65.77,0.00
