Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
16.65,86.25,38.75,0.00,22.73,20.67,15.59,64.03,74.02,80.44,371.32,0.00,114.51,263.64,0.00,430.43
16.86,87.62,58.25,0.00,23.60,20.41,18.54,62.79,72.19,68.14,327.98,0.00,136.59,139.71,0.00,674.70
17.34,86.12,174.62,23.62,23.95,19.09,19.77,61.78,78.23,61.19,244.94,0.00,155.15,111.44,0.00,683.51
18.91,79.38,344.19,99.75,23.46,18.65,22.43,62.75,79.83,48.88,141.45,0.00,196.20,241.59,0.00,717.66
20.20,73.50,334.56,74.62,22.99,17.38,24.67,60.77,84.22,41.73,64.41,0.00,218.60,294.34,0.00,746.00
21.56,68.25,406.94,241.38,22.27,16.17,26.03,64.00,86.11,38.33,0.00,0.00,232.94,0.00,0.00,710.30
22.95,62.88,378.25,268.56,20.99,15.61,27.00,72.39,84.81,36.01,0.00,0.00,213.61,0.00,0.00,697.04
23.71,62.25,330.88,140.94,20.34,14.47,27.06,72.60,90.28,34.26,0.00,0.00,166.02,0.00,0.00,671.18
23.84,62.38,242.62,110.38,19.22,14.08,27.44,77.49,92.26,31.18,0.00,0.00,120.77,0.00,0.00,676.24
23.61,62.00,143.19,244.56,18.50,13.27,27.09,80.67,94.11,30.72,0.00,0.00,86.02,0.00,0.00,574.68
23.12,60.12,65.12,297.56,17.38,12.97,26.00,84.24,93.31,32.31,0.00,0.00,42.14,0.00,0.00,340.91
22.27,64.00,0.00,0.00,16.32,13.31,24.25,85.24,91.48,36.28,0.00,38.50,0.00,0.00,73.65,0.00
21.27,70.75,0.00,0.00,15.57,15.37,23.00,85.03,81.78,43.67,0.00,112.73,0.00,0.00,423.72,0.00
20.27,73.00,0.00,0.00,14.56,18.15,21.42,89.70,70.13,50.56,0.00,133.02,0.00,0.00,657.04,0.00
19.34,76.75,0.00,0.00,14.03,20.08,20.29,92.57,59.90,54.24,0.00,158.70,0.00,0.00,699.16,0.00
18.38,81.50,0.00,0.00,13.42,22.56,19.04,93.12,48.44,57.37,0.00,198.04,0.00,0.00,724.39,0.00
17.38,84.25,0.00,0.00,13.10,24.64,16.95,92.47,41.80,65.10,0.00,218.20,0.00,0.00,744.65,0.00
16.44,84.38,0.00,0.00,13.36,26.07,16.79,91.11,38.23,64.41,38.65,233.59,0.00,73.95,712.31,0.00
15.54,85.25,0.00,0.00,15.26,27.05,16.32,82.45,35.88,62.51,111.83,214.40,0.00,420.36,699.61,0.00
14.64,89.12,0.00,0.00,17.96,27.30,15.82,71.12,33.69,62.69,131.23,168.98,0.00,648.21,683.15,0.00
13.99,92.88,0.00,0.00,20.23,27.39,13.86,59.26,31.28,73.56,160.47,120.38,0.00,706.99,674.09,0.00
13.55,92.12,0.00,0.00,22.62,26.76,14.82,48.22,31.48,68.90,198.96,84.07,0.00,727.76,561.65,0.00
13.21,91.62,0.00,0.00,24.63,25.48,12.55,41.84,33.59,82.89,218.01,40.70,0.00,743.98,329.21,0.00
13.41,90.75,38.81,74.25,26.09,23.74,13.28,38.17,37.70,81.32,233.92,0.00,38.97,713.31,0.00,105.53
15.16,83.12,110.94,417.00,27.08,22.47,14.95,35.82,45.46,75.58,214.80,0.00,88.29,700.90,0.00,556.85
17.79,72.12,129.44,639.38,27.42,21.19,18.42,33.41,51.40,64.53,170.46,0.00,55.97,689.14,0.00,841.63
20.36,58.62,162.25,714.81,27.37,20.13,22.59,31.33,54.87,47.80,120.19,0.00,99.54,673.01,0.00,967.68
22.68,48.00,199.88,731.12,26.59,19.01,24.94,31.87,57.50,38.30,83.10,0.00,245.02,555.14,0.00,764.57
24.62,41.88,217.81,743.31,25.22,17.49,27.12,34.24,62.80,32.77,39.97,0.00,432.42,323.35,0.00,286.73
26.11,38.12,234.25,714.31,23.49,16.92,26.27,38.41,63.83,35.39,0.00,0.00,429.38,0.00,0.00,139.96
27.10,35.75,215.19,702.19,22.21,16.23,26.88,46.35,62.95,33.07,0.00,0.00,420.04,0.00,0.00,186.42
27.52,33.12,171.94,695.12,21.08,15.52,26.95,51.83,64.09,31.80,0.00,0.00,371.99,0.00,0.00,222.64
27.35,31.38,120.00,671.94,20.05,14.27,26.40,55.19,71.53,33.38,0.00,0.00,288.15,0.00,0.00,150.42
26.45,32.25,82.12,548.62,18.99,14.49,24.45,57.56,70.57,38.72,0.00,0.00,155.15,0.00,0.00,82.03
25.00,34.88,39.25,317.50,17.75,13.17,23.75,61.65,79.51,41.78,0.00,0.00,61.80,0.00,0.00,60.80
23.27,39.12,0.00,0.00,16.99,13.64,20.98,63.54,79.35,50.38,0.00,40.02,0.00,0.00,108.36,0.00
21.98,47.25,0.00,0.00,16.18,15.63,19.99,63.16,72.23,54.12,0.00,93.05,0.00,0.00,586.86,0.00
20.98,52.25,0.00,0.00,15.37,18.92,18.67,64.80,62.39,59.05,0.00,58.11,0.00,0.00,873.79,0.00
19.98,55.50,0.00,0.00,14.47,22.38,19.42,70.51,48.52,54.01,0.00,98.12,0.00,0.00,953.81,0.00
18.98,57.62,0.00,0.00,14.33,24.82,18.40,71.41,38.65,56.40,0.00,242.86,0.00,0.00,757.82,0.00
17.98,60.50,0.00,0.00,13.48,26.49,15.55,77.81,34.38,67.29,0.00,414.62,0.00,0.00,274.93,0.00
17.04,63.25,0.00,0.00,13.82,26.15,14.82,78.36,35.69,71.84,40.54,425.78,0.00,109.78,138.79,0.00
16.14,63.38,0.00,0.00,15.97,26.42,15.88,70.56,34.23,68.15,95.43,407.18,0.00,601.87,180.71,0.00
15.24,65.50,0.00,0.00,19.17,26.43,14.91,61.32,33.09,73.21,59.18,359.03,0.00,889.86,214.88,0.00
14.65,69.50,0.00,0.00,22.28,25.91,15.34,48.89,34.63,70.55,97.40,278.76,0.00,946.88,145.52,0.00
14.19,72.25,0.00,0.00,24.75,24.42,14.78,38.82,38.80,73.46,241.77,154.83,0.00,754.44,81.86,0.00
13.75,76.12,0.00,0.00,26.18,23.34,14.91,35.19,43.08,73.84,405.71,60.09,0.00,269.02,59.12,0.00
13.97,77.38,41.06,111.19,26.09,21.20,14.57,35.85,49.63,77.82,423.99,0.00,27.47,138.21,0.00,5.87
16.26,68.88,97.81,616.88,26.20,20.12,15.78,34.80,53.62,75.66,400.74,0.00,139.49,177.86,0.00,82.65
19.38,60.25,60.25,905.94,26.16,19.02,16.14,33.74,57.65,78.92,352.54,0.00,197.15,211.00,0.00,341.35
22.19,49.25,96.69,939.94,25.67,18.91,18.62,35.26,56.13,68.47,274.07,0.00,170.72,143.07,0.00,683.23
24.70,39.00,240.69,751.06,24.40,17.96,22.71,38.84,58.33,51.29,154.66,0.00,274.59,81.78,0.00,754.70
25.91,36.00,396.81,263.12,23.14,16.11,23.22,43.73,64.77,48.50,59.23,0.00,360.79,58.28,0.00,242.99
26.04,36.00,422.19,137.62,21.31,15.43,25.18,49.26,68.98,40.55,0.00,0.00,294.45,0.00,0.00,37.86
26.00,35.38,394.31,175.00,20.18,15.71,23.78,53.37,69.01,44.99,0.00,0.00,337.61,0.00,0.00,92.85
25.94,34.38,346.06,207.12,19.19,15.00,23.61,56.95,72.73,46.98,0.00,0.00,287.48,0.00,0.00,226.39
25.46,35.88,269.38,140.62,18.66,15.05,22.39,57.19,72.08,52.50,0.00,0.00,59.14,0.00,0.00,17.98
24.39,38.88,154.50,81.69,17.73,14.67,21.05,59.29,74.04,58.60,0.00,0.00,24.91,0.00,0.00,0.00
22.96,44.38,58.38,57.44,16.40,14.64,20.92,63.51,75.36,61.11,0.00,0.00,9.67,0.00,0.00,0.00
21.40,48.88,0.00,0.00,15.73,14.50,18.20,67.55,78.22,74.70,0.00,27.33,0.00,0.00,5.84,0.00
20.24,53.12,0.00,0.00,15.62,15.54,17.65,69.45,77.02,81.47,0.00,137.15,0.00,0.00,81.27,0.00
19.34,56.25,0.00,0.00,15.05,16.71,18.31,72.49,75.96,80.99,0.00,205.85,0.00,0.00,356.42,0.00
18.44,58.25,0.00,0.00,14.91,19.29,17.61,72.85,65.48,87.14,0.00,179.74,0.00,0.00,719.31,0.00
17.54,60.25,0.00,0.00,14.62,22.73,17.95,74.33,51.20,85.47,0.00,275.05,0.00,0.00,755.94,0.00
16.64,62.25,0.00,0.00,14.50,23.85,19.96,76.12,46.50,73.91,0.00,378.62,0.00,0.00,255.00,0.00
15.99,66.12,0.00,0.00,14.46,24.59,19.25,78.42,42.40,75.93,27.26,283.10,0.00,5.82,36.40,0.00
15.55,69.88,0.00,0.00,15.41,23.59,17.55,77.70,45.62,84.39,135.98,333.11,0.00,80.57,91.62,0.00
15.09,72.25,0.00,0.00,17.00,23.61,19.38,74.48,46.99,73.53,210.21,287.43,0.00,363.96,226.35,0.00
14.78,73.62,0.00,0.00,19.62,22.64,18.64,63.99,51.63,79.07,184.24,60.19,0.00,737.34,18.30,0.00
14.57,74.62,0.00,0.00,22.74,21.28,17.31,51.16,57.67,87.32,275.27,25.33,0.00,756.57,0.00,0.00
14.38,76.88,0.00,0.00,24.16,20.60,18.11,45.50,62.55,86.17,387.53,9.46,0.00,261.00,0.00,0.00
14.43,78.62,27.19,5.81,24.30,18.79,18.92,43.33,71.79,85.29,277.43,0.00,24.87,35.67,0.00,0.00
15.31,78.38,134.81,79.88,23.49,18.32,20.23,45.93,77.93,81.05,330.87,0.00,130.04,91.00,0.00,70.28
17.24,73.00,214.56,371.50,23.61,18.62,22.11,47.00,79.30,77.32,287.41,0.00,226.61,226.33,0.00,426.89
19.91,62.50,188.75,755.38,22.76,18.25,26.21,51.19,83.51,59.89,60.72,0.00,267.09,18.46,0.00,708.71
22.75,51.12,275.50,757.19,21.39,18.39,26.40,57.21,82.92,57.81,25.54,0.00,332.62,0.00,0.00,171.20
24.43,44.50,396.44,267.00,20.45,19.33,26.83,63.28,77.58,55.78,9.35,0.00,274.73,0.00,0.00,18.77
24.05,44.25,271.75,34.94,19.09,18.93,27.46,70.34,77.72,52.07,0.00,0.00,326.89,0.00,0.00,59.10
23.41,46.25,328.62,90.38,18.65,18.06,26.24,76.15,81.51,57.27,0.00,0.00,315.45,0.00,0.00,171.29
23.61,47.00,287.38,226.31,18.77,18.89,26.14,78.46,76.26,59.70,0.00,0.00,217.47,0.00,0.00,28.39
22.86,50.75,61.25,18.62,18.57,18.49,27.38,81.69,79.98,53.98,0.00,0.00,209.53,0.00,0.00,20.40
21.49,56.75,25.75,0.00,18.61,17.83,24.67,81.65,84.35,62.23,0.00,0.00,56.64,0.00,0.00,1.41
20.31,64.00,9.25,0.00,19.01,18.18,25.26,79.42,85.78,59.19,0.00,0.00,10.89,0.00,0.00,0.00
19.34,68.88,0.00,0.00,18.77,18.61,25.23,78.61,87.27,58.70,0.00,24.34,0.00,0.00,0.00,0.00
18.94,74.38,0.00,0.00,18.32,19.67,22.80,80.06,84.58,72.27,0.00,125.21,0.00,0.00,67.67,0.00
18.90,77.62,0.00,0.00,18.65,21.82,22.78,77.63,79.04,74.25,0.00,221.99,0.00,0.00,418.19,0.00
18.84,79.88,0.00,0.00,18.41,25.59,22.61,80.43,62.82,77.48,0.00,256.17,0.00,0.00,679.73,0.00
18.80,80.38,0.00,0.00,18.08,26.72,23.20,82.87,56.53,73.70,0.00,340.69,0.00,0.00,175.35,0.00
18.74,81.25,0.00,0.00,18.21,27.03,21.38,85.58,55.01,82.41,0.00,278.71,0.00,0.00,19.04,0.00
18.64,79.50,0.00,0.00,18.45,27.24,19.83,88.26,52.91,90.00,24.07,321.95,0.00,0.00,58.20,0.00
18.54,78.62,0.00,0.00,19.39,26.89,21.37,86.35,54.83,80.82,122.80,331.69,0.00,66.37,180.12,0.00
18.44,79.00,0.00,0.00,21.67,26.81,20.94,79.89,57.10,83.82,219.69,228.92,0.00,413.85,29.88,0.00
18.34,80.88,0.00,0.00,25.28,27.12,18.65,64.29,54.99,98.91,250.71,205.89,0.00,665.24,20.04,0.00
18.30,81.38,0.00,0.00,26.88,25.37,20.01,55.89,59.43,90.52,344.72,59.76,0.00,177.42,1.48,0.00
18.24,85.38,0.00,0.00,27.13,25.08,18.52,54.63,59.97,100.00,280.70,10.76,0.00,19.17,0.00,0.00
18.32,89.25,23.81,0.00,27.13,24.56,18.48,53.33,61.79,100.00,319.47,0.00,28.31,57.76,0.00,25.82
19.15,88.12,120.38,65.06,27.22,23.05,20.11,53.60,71.01,98.21,339.82,0.00,144.19,184.53,0.00,112.41
21.54,80.75,217.38,409.50,27.14,22.82,20.70,55.80,74.07,100.00,234.65,0.00,237.28,30.63,0.00,48.82
25.01,65.75,245.25,650.75,27.00,22.49,23.24,55.50,78.12,87.14,204.07,0.00,343.57,19.87,0.00,143.85
27.02,55.25,348.75,179.50,25.71,22.52,23.56,58.02,77.66,91.43,61.32,0.00,352.47,1.52,0.00,239.11
27.21,54.25,282.69,19.31,24.99,21.42,25.83,60.36,82.20,82.52,10.69,0.00,416.80,0.00,0.00,73.42
27.04,53.75,317.00,57.31,24.23,20.40,25.64,63.34,86.63,87.09,0.00,0.00,389.78,0.00,0.00,74.04
27.50,52.38,347.94,188.94,23.18,20.86,26.84,70.38,83.97,81.29,0.00,0.00,341.58,0.00,0.00,34.10
27.43,54.50,240.38,31.38,22.83,20.40,27.66,73.97,87.35,74.03,0.00,0.00,177.95,0.00,0.00,4.98
26.89,56.00,202.25,19.69,22.44,19.13,26.87,78.43,95.76,73.89,0.00,0.00,56.46,0.00,0.00,0.21
26.01,56.62,62.88,1.56,22.18,19.65,23.93,79.64,93.01,78.40,0.00,0.00,24.46,0.00,0.00,0.00
24.91,60.75,10.62,0.00,21.44,18.84,24.98,82.10,100.00,65.00,0.00,0.00,10.06,0.00,0.00,0.00
23.94,64.88,0.00,0.00,20.69,18.83,23.25,84.94,100.00,77.17,0.00,29.06,0.00,0.00,26.51,0.00
23.29,69.75,0.00,0.00,20.61,20.26,22.11,85.54,97.23,83.15,0.00,145.69,0.00,0.00,113.58,0.00
22.85,73.88,0.00,0.00,20.12,21.10,22.75,89.11,98.00,75.54,0.00,244.54,0.00,0.00,50.31,0.00
22.39,78.75,0.00,0.00,19.37,22.99,19.70,94.19,88.76,90.51,0.00,337.63,0.00,0.00,141.37,0.00
21.89,81.62,0.00,0.00,19.47,24.19,18.58,94.25,87.65,92.70,0.00,369.89,0.00,0.00,250.93,0.00
21.45,82.00,0.00,0.00,19.00,25.87,19.17,100.00,82.26,86.38,0.00,418.12,0.00,0.00,73.65,0.00
20.93,83.25,0.00,0.00,19.01,26.08,19.08,100.00,84.54,84.67,29.44,402.67,0.00,26.85,76.49,0.00
20.39,87.12,0.00,0.00,20.33,26.83,17.30,96.74,81.33,89.88,146.44,341.38,0.00,114.16,34.08,0.00
19.89,90.88,0.00,0.00,21.31,27.00,14.75,96.62,77.83,100.00,248.18,170.38,0.00,51.06,4.77,0.00
19.57,92.62,0.00,0.00,22.87,26.18,14.91,89.57,77.95,94.47,334.66,53.92,0.00,140.12,0.20,0.00
19.31,95.50,0.00,0.00,24.50,24.30,15.05,85.77,76.45,89.41,378.60,25.13,0.00,256.84,0.00,0.00
19.14,98.88,0.00,0.00,25.89,24.37,13.46,82.13,68.13,98.37,418.78,9.66,5.01,73.76,0.00,33.54
19.16,100.00,29.81,27.19,26.29,23.15,13.48,83.27,77.71,100.00,409.12,0.00,43.81,77.72,0.00,287.06
20.39,96.25,147.19,114.75,26.82,22.21,16.42,81.36,82.58,84.00,341.29,0.00,93.80,34.07,0.00,568.02
21.48,95.25,251.81,51.81,26.68,22.10,18.91,79.72,79.40,72.84,166.59,0.00,140.17,4.67,0.00,720.08
22.76,90.38,331.69,138.88,25.84,20.19,18.76,79.97,87.57,74.30,52.65,0.00,150.98,0.19,0.00,650.11
24.77,83.88,387.31,262.75,24.48,19.21,21.77,75.48,88.85,58.62,25.47,0.00,191.24,0.00,0.00,721.67
25.91,82.00,419.44,73.88,24.06,19.08,23.03,69.69,86.94,55.02,9.45,0.00,210.43,0.00,0.00,679.11
26.48,82.00,415.56,78.94,23.10,18.43,24.27,77.98,89.02,49.82,0.00,0.00,200.11,0.00,0.00,678.34
26.82,81.38,341.19,34.06,22.26,16.81,27.37,82.29,93.25,40.43,0.00,0.00,213.89,0.00,0.00,779.80
26.40,81.62,162.81,4.56,21.78,15.04,26.50,81.32,98.97,44.88,0.00,0.00,163.62,0.00,0.00,675.90
25.54,82.00,51.38,0.19,20.43,14.73,27.46,86.09,95.74,42.96,0.00,0.00,133.79,0.00,0.00,676.47
24.64,74.50,25.81,0.00,19.53,14.50,25.82,86.92,93.20,50.35,0.00,0.00,93.88,0.00,0.00,481.52
23.80,71.25,9.25,0.00,19.04,13.61,24.90,87.22,97.38,52.88,0.00,5.07,48.43,0.00,33.90,266.07
23.06,78.25,0.00,0.00,18.10,13.88,24.17,91.20,97.49,54.34,0.00,45.15,0.00,0.00,295.88,0.00
22.30,82.00,0.00,0.00,16.57,16.03,22.45,94.94,86.50,65.49,0.00,91.30,0.00,0.00,552.91,0.00
21.50,83.25,0.00,0.00,15.18,18.30,21.05,97.99,76.30,72.67,0.00,134.59,0.00,0.00,691.39,0.00
20.64,84.62,0.00,0.00,14.64,19.43,22.03,96.37,71.09,65.88,0.00,158.87,0.00,0.00,684.05,0.00
19.80,85.00,0.00,0.00,14.22,22.00,19.55,95.10,57.68,77.08,0.00,194.49,0.00,0.00,733.96,0.00
19.00,87.50,0.00,0.00,13.68,23.56,18.66,96.88,53.07,82.19,5.09,219.12,0.00,34.07,707.15,0.00
17.82,93.38,0.00,0.00,14.09,24.91,19.32,96.12,47.72,80.51,45.83,210.24,0.00,300.28,712.70,0.00
16.36,96.62,0.00,0.00,15.83,26.95,19.18,87.75,41.71,80.05,90.06,207.85,0.00,545.36,757.78,0.00
15.30,97.00,0.00,0.00,18.00,26.81,17.74,78.02,43.94,89.10,131.79,167.37,0.00,677.04,691.39,0.00
14.56,97.00,0.00,0.00,19.76,27.26,17.37,69.48,43.60,91.33,162.81,131.90,0.00,701.03,666.89,0.00
13.99,97.00,0.00,0.00,22.11,26.14,16.74,57.22,49.23,95.34,196.12,96.16,0.00,740.11,493.20,0.00
13.74,96.38,5.12,34.25,23.83,25.03,18.28,52.09,52.38,86.84,223.47,48.90,0.94,721.17,268.69,0.00
14.26,94.75,46.50,304.69,25.23,23.88,18.27,46.67,55.55,90.56,215.31,0.00,10.09,729.88,0.00,0.00
15.66,89.00,88.81,537.81,26.74,22.48,17.88,42.36,65.37,93.46,204.83,0.00,25.66,746.76,0.00,0.00
17.74,79.75,129.00,662.69,26.96,21.36,18.03,43.47,71.14,90.26,169.25,0.00,42.99,699.14,0.00,0.00
20.04,67.88,166.75,718.00,27.16,21.39,19.25,43.93,69.19,79.17,130.95,0.00,62.20,662.10,0.00,0.00
22.21,56.75,197.75,746.25,26.30,19.79,17.41,48.68,75.85,88.20,97.30,0.00,62.47,499.04,0.00,0.00
24.06,51.12,227.81,735.19,25.10,18.91,18.79,52.13,80.78,78.95,49.14,0.00,125.43,270.00,0.00,43.01
25.51,45.62,220.38,747.06,23.73,18.89,21.45,56.15,83.13,66.27,0.00,0.00,347.43,0.00,0.00,357.95
26.56,43.00,201.81,735.75,22.49,18.59,22.96,65.31,83.72,62.13,0.00,0.00,237.14,0.00,0.00,828.49
27.09,43.00,171.12,706.88,21.51,17.75,24.53,70.38,88.99,54.52,0.00,0.00,102.75,0.00,0.00,904.00
27.07,44.25,130.00,657.31,21.07,17.47,26.53,70.85,90.66,49.20,0.00,0.00,148.58,0.00,0.00,716.86
26.44,48.12,98.44,504.88,19.90,17.10,28.08,75.24,92.98,45.45,0.00,0.00,148.94,0.00,0.00,391.18
25.16,51.88,49.38,271.31,19.03,17.82,26.06,80.08,89.86,52.08,0.00,0.91,62.25,0.00,0.00,283.16
23.60,56.75,0.00,0.00,18.67,17.88,25.69,84.44,93.22,51.32,0.00,9.83,0.00,0.00,0.00,0.00
22.50,65.25,0.00,0.00,18.30,17.80,24.44,85.55,93.98,56.85,0.00,25.52,0.00,0.00,0.00,0.00
21.64,69.62,0.00,0.00,17.76,18.01,23.73,88.94,90.38,58.62,0.00,42.94,0.00,0.00,0.00,0.00
20.80,72.50,0.00,0.00,17.53,18.75,23.61,90.33,82.21,59.49,0.00,60.13,0.00,0.00,0.00,0.00
20.00,74.62,0.00,0.00,17.28,18.02,23.07,91.80,84.66,61.78,0.00,65.45,0.00,0.00,0.00,0.00
19.14,79.38,0.00,0.00,17.60,18.80,23.11,91.37,78.85,58.07,0.89,125.59,0.00,0.00,43.06,0.00
18.49,85.75,0.00,0.00,17.69,20.81,22.05,94.55,69.64,59.77,9.69,332.78,0.00,0.00,342.85,0.00
18.05,87.38,0.00,0.00,17.76,22.92,21.34,94.24,62.32,59.64,25.45,236.45,0.00,0.00,826.05,0.00
17.77,88.88,0.00,0.00,18.00,24.90,20.61,90.44,53.13,61.49,42.91,105.65,0.00,0.00,929.56,0.00
17.57,90.00,0.00,0.00,18.50,26.61,19.30,83.73,48.91,69.13,59.09,149.48,0.00,0.00,721.21,0.00
17.44,90.62,0.00,0.00,18.33,27.57,19.69,82.89,47.22,68.37,66.95,143.91,0.00,0.00,377.97,0.00
17.40,92.88,0.88,0.00,18.81,26.41,18.28,78.80,50.85,77.12,125.67,63.88,6.77,43.09,290.55,27.17
17.52,95.88,9.56,0.00,20.49,25.79,19.75,71.32,50.97,71.26,325.45,0.00,66.58,335.30,0.00,178.86
17.73,94.50,25.38,0.00,22.90,24.79,20.60,62.41,55.49,68.03,236.10,0.00,135.76,824.84,0.00,42.51
17.99,90.50,42.88,0.00,25.09,24.14,22.50,52.44,57.00,59.49,107.11,0.00,233.78,942.34,0.00,116.18
18.29,85.25,58.06,0.00,26.65,23.78,25.04,48.77,58.80,48.64,149.93,0.00,331.93,723.38,0.00,410.14
18.59,81.12,68.44,0.00,27.32,23.21,24.51,48.11,61.20,50.74,141.40,0.00,349.72,371.36,0.00,273.73
18.82,78.75,125.75,43.12,26.58,22.91,26.67,50.24,58.91,45.75,64.69,0.00,336.76,294.25,0.00,378.73
20.21,73.00,318.12,327.75,25.84,21.99,27.55,50.80,60.01,43.06,0.00,0.00,262.67,0.00,0.00,67.32
22.88,62.50,235.75,823.62,24.97,21.19,28.47,54.80,60.32,40.58,0.00,0.00,342.73,0.00,0.00,69.66
25.25,51.75,108.56,955.12,24.34,20.53,27.32,56.19,61.87,44.23,0.00,0.00,190.51,0.00,0.00,9.51
26.69,48.62,150.38,725.56,23.86,19.69,26.94,58.46,67.31,44.12,0.00,0.00,131.47,0.00,0.00,3.15
27.10,49.00,138.88,364.75,23.27,19.70,26.74,60.91,68.31,44.82,0.00,0.00,128.40,0.00,0.00,11.51
26.73,49.62,65.50,297.94,22.81,18.96,26.61,59.33,73.68,45.01,0.00,7.13,44.95,0.00,28.65,1.00
25.88,50.62,0.00,0.00,21.96,20.03,23.97,60.13,69.88,54.37,0.00,67.98,0.00,0.00,182.62,0.00
25.12,54.12,0.00,0.00,21.11,20.91,22.91,60.66,66.58,56.73,0.00,138.94,0.00,0.00,43.50,0.00
24.52,55.38,0.00,0.00,20.49,22.27,22.92,62.06,60.50,54.37,0.00,230.08,0.00,0.00,114.34,0.00
23.93,58.12,0.00,0.00,19.88,24.45,21.69,66.41,50.88,59.83,0.00,319.02,0.00,0.00,394.20,0.00
23.33,60.62,0.00,0.00,19.70,25.15,20.14,68.28,48.62,65.28,0.00,367.27,0.00,0.00,287.46,0.00
22.73,59.75,0.00,0.00,19.31,27.09,18.71,71.97,44.43,67.80,7.32,347.69,0.00,29.38,391.02,0.00
21.94,60.25,0.00,0.00,20.17,27.73,16.55,69.19,42.53,77.03,68.68,266.05,0.00,184.50,68.19,0.00
21.04,61.00,0.00,0.00,21.07,28.23,16.42,65.85,41.29,77.17,140.53,337.12,0.00,44.00,68.52,0.00
20.45,62.25,0.00,0.00,22.16,27.58,14.56,61.00,43.43,85.82,228.23,194.26,0.00,113.42,9.69,0.00
20.05,65.50,0.00,0.00,24.15,27.03,14.84,52.00,43.87,83.33,312.57,132.23,0.00,386.22,3.17,0.00
19.71,68.25,0.00,0.00,25.47,26.58,13.30,47.56,45.35,96.08,376.04,126.95,0.00,294.32,11.38,0.00
19.60,70.25,7.50,30.12,27.31,26.14,13.79,43.78,46.63,95.50,353.16,43.54,5.90,397.16,0.97,10.79
20.29,68.50,69.38,186.38,27.81,24.45,15.07,42.26,52.62,89.54,267.75,0.00,65.99,68.63,0.00,80.60
21.20,65.12,142.12,44.50,28.11,23.36,15.16,41.64,54.99,90.59,334.31,0.00,137.74,67.95,0.00,47.44
22.06,61.50,226.38,112.50,27.72,22.73,13.84,43.02,55.12,98.40,196.13,0.00,111.93,9.79,0.00,3.08
23.90,53.12,306.12,378.25,27.07,21.51,15.09,43.75,60.60,86.99,132.62,0.00,80.97,3.18,0.00,0.39
25.74,46.50,384.81,301.19,26.50,20.15,15.38,45.61,65.27,84.27,126.23,0.00,209.77,11.32,0.00,36.73
27.49,43.12,358.62,403.31,25.90,18.83,16.23,47.44,67.21,78.33,42.83,0.00,440.60,0.96,0.00,164.86
27.89,42.00,269.44,69.06,24.69,17.17,16.23,51.75,73.89,78.83,0.00,0.00,433.67,0.00,0.00,110.25
28.01,42.00,331.50,67.38,23.59,16.52,17.76,54.12,76.65,70.75,0.00,0.00,423.67,0.00,0.00,92.17
27.83,42.62,198.00,9.88,22.63,15.02,16.53,55.50,83.16,78.64,0.00,0.00,335.21,0.00,0.00,93.22
27.10,43.62,133.00,3.19,21.43,14.70,16.32,60.99,84.23,79.02,0.00,0.00,236.21,0.00,0.00,62.25
26.43,45.88,125.50,11.25,20.15,13.66,17.22,65.26,93.73,73.05,0.00,0.00,151.73,0.00,0.00,18.88
25.70,48.25,42.12,0.94,18.90,13.77,16.90,66.92,95.69,80.27,0.00,5.89,60.29,0.00,10.77,4.35
24.90,50.88,0.00,0.00,17.48,14.49,15.53,72.32,93.58,89.56,0.00,63.46,3.88,0.00,77.52,0.25
23.79,53.25,0.00,0.00,16.57,14.80,13.93,76.38,93.04,99.87,0.00,134.37,0.00,0.00,46.28,0.00
22.55,55.88,0.00,0.00,15.25,14.32,14.27,81.83,95.26,99.65,0.00,116.03,0.00,0.00,3.20,0.00
21.35,61.38,0.00,0.00,14.62,14.88,15.56,84.67,88.37,89.23,0.00,79.77,0.00,0.00,0.39,0.00
20.15,65.25,0.00,0.00,13.84,15.01,15.11,92.56,86.64,89.13,0.00,204.48,0.00,0.00,35.81,0.00
18.95,66.62,0.00,0.00,13.75,15.76,12.37,95.78,81.17,100.00,5.89,426.67,0.00,10.76,159.65,0.00
17.75,70.75,0.00,0.00,14.20,16.14,12.12,95.60,79.29,100.00,62.20,431.21,0.00,75.98,109.63,0.00
16.61,76.12,0.00,0.00,14.62,17.13,11.91,94.27,74.25,100.00,132.68,406.18,0.00,45.70,88.37,0.00
15.45,80.50,0.00,0.00,14.56,16.68,13.10,93.69,77.82,97.95,118.07,338.86,0.00,3.25,94.24,0.00
14.56,85.12,0.00,0.00,14.77,16.62,12.50,89.06,77.39,100.00,79.16,241.54,0.00,0.38,63.65,0.00
