Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Relative Humidity [%],12h Prediction Relative Humidity [%],24h Prediction Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
15.6,75.0,190.0,8.0,16.7,15.0,20.0,58.0,78.0,57.0,45.0,0.0,435.0,1.0,0.0,648.0
16.7,67.0,251.0,14.0,16.1,14.4,21.7,58.0,78.0,43.0,14.0,0.0,545.0,0.0,0.0,715.0
16.7,63.0,237.0,7.0,14.4,17.8,23.3,70.0,45.0,37.0,0.0,0.0,586.0,0.0,0.0,731.0
17.2,68.0,269.0,3.0,15.0,13.9,24.4,70.0,81.0,31.0,0.0,0.0,566.0,0.0,0.0,726.0
17.2,63.0,131.0,1.0,15.0,13.9,24.4,70.0,81.0,30.0,0.0,0.0,479.0,0.0,0.0,683.0
16.7,60.0,79.0,2.0,15.0,13.3,25.0,72.0,83.0,30.0,0.0,0.0,333.0,0.0,0.0,579.0
16.7,58.0,45.0,1.0,15.0,12.8,21.1,78.0,87.0,49.0,0.0,0.0,160.0,0.0,0.0,375.0
16.1,58.0,14.0,0.0,14.4,13.3,18.9,78.0,83.0,57.0,0.0,0.0,27.0,0.0,0.0,44.0
14.4,70.0,0.0,0.0,17.8,13.3,17.8,45.0,83.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,70.0,0.0,0.0,13.9,12.8,17.2,81.0,87.0,75.0,0.0,15.0,0.0,0.0,10.0,0.0
15.0,70.0,0.0,0.0,13.9,14.4,17.8,81.0,81.0,75.0,0.0,110.0,0.0,0.0,279.0,0.0
15.0,72.0,0.0,0.0,13.3,17.8,17.8,83.0,63.0,58.0,0.0,280.0,0.0,0.0,525.0,0.0
15.0,78.0,0.0,0.0,12.8,20.0,18.3,87.0,57.0,50.0,0.0,435.0,0.0,0.0,648.0,0.0
14.4,78.0,0.0,0.0,13.3,21.7,18.9,83.0,43.0,42.0,0.0,545.0,0.0,0.0,715.0,0.0
17.8,45.0,0.0,0.0,13.3,23.3,18.3,83.0,37.0,29.0,0.0,586.0,0.0,0.0,731.0,0.0
13.9,81.0,0.0,0.0,12.8,24.4,17.8,87.0,31.0,34.0,15.0,566.0,0.0,10.0,726.0,0.0
13.9,81.0,0.0,0.0,14.4,24.4,16.1,81.0,30.0,46.0,110.0,479.0,0.0,279.0,683.0,0.0
13.3,83.0,0.0,0.0,17.8,25.0,16.7,63.0,30.0,38.0,280.0,333.0,0.0,525.0,579.0,0.0
12.8,87.0,0.0,0.0,20.0,21.1,15.0,57.0,49.0,41.0,435.0,160.0,0.0,648.0,375.0,0.0
13.3,83.0,0.0,0.0,21.7,18.9,15.0,43.0,57.0,42.0,545.0,27.0,0.0,715.0,44.0,0.0
13.3,83.0,0.0,0.0,23.3,17.8,15.0,37.0,68.0,42.0,586.0,0.0,0.0,731.0,0.0,0.0
12.8,87.0,15.0,10.0,24.4,17.2,16.7,31.0,75.0,35.0,566.0,0.0,14.0,726.0,0.0,12.0
14.4,81.0,110.0,279.0,24.4,17.8,18.9,30.0,75.0,31.0,479.0,0.0,106.0,683.0,0.0,200.0
17.8,63.0,280.0,525.0,25.0,17.8,20.6,30.0,58.0,25.0,333.0,0.0,268.0,579.0,0.0,471.0
20.0,57.0,435.0,648.0,21.1,18.3,22.2,49.0,50.0,23.0,160.0,0.0,412.0,375.0,0.0,513.0
21.7,43.0,545.0,715.0,18.9,18.9,24.4,57.0,42.0,20.0,27.0,0.0,490.0,44.0,0.0,565.0
23.3,37.0,586.0,731.0,17.8,18.3,26.1,68.0,29.0,18.0,0.0,0.0,546.0,0.0,0.0,601.0
24.4,31.0,566.0,726.0,17.2,17.8,27.8,75.0,34.0,16.0,0.0,0.0,537.0,0.0,0.0,686.0
24.4,30.0,479.0,683.0,17.8,16.1,27.8,75.0,46.0,16.0,0.0,0.0,396.0,0.0,0.0,491.0
25.0,30.0,333.0,579.0,17.8,16.7,25.6,58.0,38.0,24.0,0.0,0.0,327.0,0.0,0.0,572.0
21.1,49.0,160.0,375.0,18.3,15.0,23.9,50.0,41.0,30.0,0.0,0.0,165.0,0.0,0.0,318.0
18.9,57.0,27.0,44.0,18.9,15.0,23.3,42.0,42.0,25.0,0.0,0.0,32.0,0.0,0.0,60.0
17.8,68.0,0.0,0.0,18.3,15.0,22.2,29.0,42.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
17.2,75.0,0.0,0.0,17.8,16.7,21.7,34.0,35.0,26.0,0.0,14.0,0.0,0.0,12.0,0.0
17.8,75.0,0.0,0.0,16.1,18.9,20.6,46.0,31.0,27.0,0.0,106.0,0.0,0.0,200.0,0.0
17.8,58.0,0.0,0.0,16.7,20.6,20.0,38.0,25.0,27.0,0.0,268.0,0.0,0.0,471.0,0.0
18.3,50.0,0.0,0.0,15.0,22.2,18.9,41.0,23.0,31.0,0.0,412.0,0.0,0.0,513.0,0.0
18.9,42.0,0.0,0.0,15.0,24.4,18.3,42.0,20.0,30.0,0.0,490.0,0.0,0.0,565.0,0.0
18.3,29.0,0.0,0.0,15.0,26.1,15.0,42.0,18.0,58.0,0.0,546.0,0.0,0.0,601.0,0.0
17.8,34.0,0.0,0.0,16.7,27.8,18.3,35.0,16.0,26.0,14.0,537.0,0.0,12.0,686.0,0.0
16.1,46.0,0.0,0.0,18.9,27.8,15.6,31.0,16.0,32.0,106.0,396.0,0.0,200.0,491.0,0.0
16.7,38.0,0.0,0.0,20.6,25.6,16.7,25.0,24.0,29.0,268.0,327.0,0.0,471.0,572.0,0.0
15.0,41.0,0.0,0.0,22.2,23.9,15.6,23.0,30.0,30.0,412.0,165.0,0.0,513.0,318.0,0.0
15.0,42.0,0.0,0.0,24.4,23.3,15.0,20.0,25.0,31.0,490.0,32.0,0.0,565.0,60.0,0.0
15.0,42.0,0.0,0.0,26.1,22.2,15.0,18.0,27.0,30.0,546.0,0.0,0.0,601.0,0.0,0.0
16.7,35.0,14.0,12.0,27.8,21.7,14.4,16.0,26.0,33.0,537.0,0.0,9.0,686.0,0.0,0.0
18.9,31.0,106.0,200.0,27.8,20.6,17.2,16.0,27.0,29.0,396.0,0.0,54.0,491.0,0.0,26.0
20.6,25.0,268.0,471.0,25.6,20.0,19.4,24.0,27.0,25.0,327.0,0.0,196.0,572.0,0.0,179.0
22.2,23.0,412.0,513.0,23.9,18.9,21.7,30.0,31.0,19.0,165.0,0.0,400.0,318.0,0.0,481.0
24.4,20.0,490.0,565.0,23.3,18.3,23.3,25.0,30.0,17.0,32.0,0.0,510.0,60.0,0.0,598.0
26.1,18.0,546.0,601.0,22.2,15.0,24.4,27.0,58.0,16.0,0.0,0.0,565.0,0.0,0.0,643.0
27.8,16.0,537.0,686.0,21.7,18.3,21.1,26.0,26.0,42.0,0.0,0.0,532.0,0.0,0.0,615.0
27.8,16.0,396.0,491.0,20.6,15.6,20.0,27.0,32.0,57.0,0.0,0.0,446.0,0.0,0.0,565.0
25.6,24.0,327.0,572.0,20.0,16.7,20.0,27.0,29.0,51.0,0.0,0.0,306.0,0.0,0.0,459.0
23.9,30.0,165.0,318.0,18.9,15.6,18.9,31.0,30.0,63.0,0.0,0.0,141.0,0.0,0.0,254.0
23.3,25.0,32.0,60.0,18.3,15.0,17.8,30.0,31.0,73.0,0.0,0.0,21.0,0.0,0.0,15.0
22.2,27.0,0.0,0.0,15.0,15.0,16.7,58.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7,26.0,0.0,0.0,18.3,14.4,16.7,26.0,33.0,87.0,0.0,9.0,0.0,0.0,0.0,0.0
20.6,27.0,0.0,0.0,15.6,17.2,16.1,32.0,29.0,84.0,0.0,54.0,0.0,0.0,26.0,0.0
20.0,27.0,0.0,0.0,16.7,19.4,16.1,29.0,25.0,87.0,0.0,196.0,0.0,0.0,179.0,0.0
18.9,31.0,0.0,0.0,15.6,21.7,16.1,30.0,19.0,87.0,0.0,400.0,0.0,0.0,481.0,0.0
18.3,30.0,0.0,0.0,15.0,23.3,15.0,31.0,17.0,26.0,0.0,510.0,0.0,0.0,598.0,0.0
15.0,58.0,0.0,0.0,15.0,24.4,13.9,30.0,16.0,78.0,0.0,565.0,0.0,0.0,643.0,0.0
18.3,26.0,0.0,0.0,14.4,21.1,15.0,33.0,42.0,78.0,9.0,532.0,0.0,0.0,615.0,0.0
15.6,32.0,0.0,0.0,17.2,20.0,15.0,29.0,57.0,62.0,54.0,446.0,0.0,26.0,565.0,0.0
16.7,29.0,0.0,0.0,19.4,20.0,15.0,25.0,51.0,50.0,196.0,306.0,0.0,179.0,459.0,0.0
15.6,30.0,0.0,0.0,21.7,18.9,13.9,19.0,63.0,72.0,400.0,141.0,0.0,481.0,254.0,0.0
15.0,31.0,0.0,0.0,23.3,17.8,12.2,17.0,73.0,80.0,510.0,21.0,0.0,598.0,15.0,0.0
15.0,30.0,0.0,0.0,24.4,16.7,13.3,16.0,60.0,55.0,565.0,0.0,0.0,643.0,0.0,0.0
14.4,33.0,9.0,0.0,21.1,16.7,13.9,42.0,87.0,67.0,532.0,0.0,12.0,615.0,0.0,2.0
17.2,29.0,54.0,26.0,20.0,16.1,15.6,57.0,84.0,58.0,446.0,0.0,93.0,565.0,0.0,171.0
19.4,25.0,196.0,179.0,20.0,16.1,17.8,51.0,87.0,56.0,306.0,0.0,252.0,459.0,0.0,415.0
21.7,19.0,400.0,481.0,18.9,16.1,18.3,63.0,87.0,40.0,141.0,0.0,409.0,254.0,0.0,557.0
23.3,17.0,510.0,598.0,17.8,15.0,20.6,73.0,26.0,36.0,21.0,0.0,517.0,15.0,0.0,625.0
24.4,16.0,565.0,643.0,16.7,13.9,20.0,60.0,78.0,39.0,0.0,0.0,560.0,0.0,0.0,646.0
21.1,42.0,532.0,615.0,16.7,15.0,18.9,87.0,78.0,51.0,0.0,0.0,536.0,0.0,0.0,633.0
20.0,57.0,446.0,565.0,16.1,15.0,18.3,84.0,62.0,28.0,0.0,0.0,454.0,0.0,0.0,591.0
20.0,51.0,306.0,459.0,16.1,15.0,17.8,87.0,50.0,65.0,0.0,0.0,305.0,0.0,0.0,467.0
18.9,63.0,141.0,254.0,16.1,13.9,17.2,87.0,72.0,61.0,0.0,0.0,142.0,0.0,0.0,266.0
17.8,73.0,21.0,15.0,15.0,12.2,15.6,26.0,80.0,67.0,0.0,0.0,28.0,0.0,0.0,18.0
16.7,60.0,0.0,0.0,13.9,13.3,15.6,78.0,55.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
16.7,87.0,0.0,0.0,15.0,13.9,15.0,78.0,67.0,72.0,0.0,12.0,0.0,0.0,2.0,0.0
16.1,84.0,0.0,0.0,15.0,15.6,15.6,62.0,58.0,38.0,0.0,93.0,0.0,0.0,171.0,0.0
16.1,87.0,0.0,0.0,15.0,17.8,15.0,50.0,56.0,38.0,0.0,252.0,0.0,0.0,415.0,0.0
16.1,87.0,0.0,0.0,13.9,18.3,14.4,72.0,40.0,36.0,0.0,409.0,0.0,0.0,557.0,0.0
15.0,26.0,0.0,0.0,12.2,20.6,13.9,80.0,36.0,37.0,0.0,517.0,0.0,0.0,625.0,0.0
13.9,78.0,0.0,0.0,13.3,20.0,12.8,55.0,39.0,87.0,0.0,560.0,0.0,0.0,646.0,0.0
15.0,78.0,0.0,0.0,13.9,18.9,13.3,67.0,51.0,69.0,12.0,536.0,0.0,2.0,633.0,0.0
15.0,62.0,0.0,0.0,15.6,18.3,12.8,58.0,28.0,67.0,93.0,454.0,0.0,171.0,591.0,0.0
15.0,50.0,0.0,0.0,17.8,17.8,11.7,56.0,65.0,69.0,252.0,305.0,0.0,415.0,467.0,0.0
13.9,72.0,0.0,0.0,18.3,17.2,11.7,40.0,61.0,69.0,409.0,142.0,0.0,557.0,266.0,0.0
12.2,80.0,0.0,0.0,20.6,15.6,11.1,36.0,67.0,69.0,517.0,28.0,0.0,625.0,18.0,0.0
13.3,55.0,0.0,0.0,20.0,15.6,10.6,39.0,70.0,77.0,560.0,0.0,0.0,646.0,0.0,0.0
13.9,67.0,12.0,2.0,18.9,15.0,10.6,51.0,72.0,74.0,536.0,0.0,15.0,633.0,0.0,39.0
15.6,58.0,93.0,171.0,18.3,15.6,13.3,28.0,38.0,64.0,454.0,0.0,116.0,591.0,0.0,438.0
17.8,56.0,252.0,415.0,17.8,15.0,15.6,65.0,38.0,58.0,305.0,0.0,294.0,467.0,0.0,683.0
18.3,40.0,409.0,557.0,17.2,14.4,16.7,61.0,36.0,65.0,142.0,0.0,447.0,266.0,0.0,784.0
20.6,36.0,517.0,625.0,15.6,13.9,18.3,67.0,37.0,56.0,28.0,0.0,555.0,18.0,0.0,837.0
20.0,39.0,560.0,646.0,15.6,12.8,18.9,70.0,87.0,53.0,0.0,0.0,597.0,0.0,0.0,843.0
18.9,51.0,536.0,633.0,15.0,13.3,18.3,72.0,69.0,54.0,0.0,0.0,546.0,0.0,0.0,758.0
18.3,28.0,454.0,591.0,15.6,12.8,18.3,38.0,67.0,54.0,0.0,0.0,456.0,0.0,0.0,686.0
17.8,65.0,305.0,467.0,15.0,11.7,17.2,38.0,69.0,65.0,0.0,0.0,345.0,0.0,0.0,705.0
17.2,61.0,142.0,266.0,14.4,11.7,16.7,36.0,69.0,73.0,0.0,0.0,173.0,0.0,0.0,537.0
15.6,67.0,28.0,18.0,13.9,11.1,15.6,37.0,69.0,84.0,0.0,0.0,38.0,0.0,0.0,137.0
15.6,70.0,0.0,0.0,12.8,10.6,15.0,87.0,77.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,72.0,0.0,0.0,13.3,10.6,14.4,69.0,74.0,87.0,0.0,15.0,0.0,0.0,39.0,0.0
15.6,38.0,0.0,0.0,12.8,13.3,15.0,67.0,64.0,84.0,0.0,116.0,0.0,0.0,438.0,0.0
15.0,38.0,0.0,0.0,11.7,15.6,14.4,69.0,58.0,84.0,0.0,294.0,0.0,0.0,683.0,0.0
14.4,36.0,0.0,0.0,11.7,16.7,14.4,69.0,65.0,84.0,0.0,447.0,0.0,0.0,784.0,0.0
13.9,37.0,0.0,0.0,11.1,18.3,14.4,69.0,56.0,84.0,0.0,555.0,0.0,0.0,837.0,0.0
12.8,87.0,0.0,0.0,10.6,18.9,12.8,77.0,53.0,90.0,0.0,597.0,0.0,0.0,843.0,0.0
13.3,69.0,0.0,0.0,10.6,18.3,11.7,74.0,54.0,77.0,15.0,546.0,0.0,39.0,758.0,0.0
12.8,67.0,0.0,0.0,13.3,18.3,11.7,64.0,54.0,72.0,116.0,456.0,0.0,438.0,686.0,0.0
11.7,69.0,0.0,0.0,15.6,17.2,11.1,58.0,65.0,74.0,294.0,345.0,0.0,683.0,705.0,0.0
11.7,69.0,0.0,0.0,16.7,16.7,11.1,65.0,73.0,72.0,447.0,173.0,0.0,784.0,537.0,0.0
11.1,69.0,0.0,0.0,18.3,15.6,10.0,56.0,84.0,80.0,555.0,38.0,0.0,837.0,137.0,0.0
10.6,77.0,0.0,0.0,18.9,15.0,10.0,53.0,81.0,80.0,597.0,0.0,0.0,843.0,0.0,0.0
10.6,74.0,15.0,39.0,18.3,14.4,10.6,54.0,87.0,80.0,546.0,0.0,15.0,758.0,0.0,40.0
13.3,64.0,116.0,438.0,18.3,15.0,12.2,54.0,84.0,67.0,456.0,0.0,112.0,686.0,0.0,427.0
15.6,58.0,294.0,683.0,17.2,14.4,13.3,65.0,84.0,78.0,345.0,0.0,213.0,705.0,0.0,361.0
16.7,65.0,447.0,784.0,16.7,14.4,15.6,73.0,84.0,81.0,173.0,0.0,429.0,537.0,0.0,670.0
18.3,56.0,555.0,837.0,15.6,14.4,18.3,84.0,84.0,61.0,38.0,0.0,475.0,137.0,0.0,692.0
18.9,53.0,597.0,843.0,15.0,12.8,18.3,81.0,90.0,63.0,0.0,0.0,561.0,0.0,0.0,790.0
18.3,54.0,546.0,758.0,14.4,11.7,18.3,87.0,77.0,54.0,0.0,0.0,559.0,0.0,0.0,826.0
18.3,54.0,456.0,686.0,15.0,11.7,17.8,84.0,72.0,65.0,0.0,0.0,482.0,0.0,0.0,801.0
17.2,65.0,345.0,705.0,14.4,11.1,17.2,84.0,74.0,75.0,0.0,0.0,344.0,0.0,0.0,721.0
16.7,73.0,173.0,537.0,14.4,11.1,16.7,84.0,72.0,75.0,0.0,0.0,171.0,0.0,0.0,542.0
15.6,84.0,38.0,137.0,14.4,10.0,15.0,84.0,80.0,75.0,0.0,0.0,37.0,0.0,0.0,144.0
15.0,81.0,0.0,0.0,12.8,10.0,14.4,90.0,80.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
14.4,87.0,0.0,0.0,11.7,10.6,14.4,77.0,80.0,75.0,0.0,15.0,0.0,0.0,40.0,0.0
15.0,84.0,0.0,0.0,11.7,12.2,14.4,72.0,67.0,81.0,0.0,112.0,0.0,0.0,427.0,0.0
14.4,84.0,0.0,0.0,11.1,13.3,14.4,74.0,78.0,87.0,0.0,213.0,0.0,0.0,361.0,0.0
14.4,84.0,0.0,0.0,11.1,15.6,14.4,72.0,81.0,84.0,0.0,429.0,0.0,0.0,670.0,0.0
14.4,84.0,0.0,0.0,10.0,18.3,13.3,80.0,61.0,90.0,0.0,475.0,0.0,0.0,692.0,0.0
12.8,90.0,0.0,0.0,10.0,18.3,13.3,80.0,63.0,87.0,0.0,561.0,0.0,0.0,790.0,0.0
11.7,77.0,0.0,0.0,10.6,18.3,12.8,80.0,54.0,83.0,15.0,559.0,0.0,40.0,826.0,0.0
11.7,72.0,0.0,0.0,12.2,17.8,11.1,67.0,65.0,86.0,112.0,482.0,0.0,427.0,801.0,0.0
11.1,74.0,0.0,0.0,13.3,17.2,10.6,78.0,75.0,90.0,213.0,344.0,0.0,361.0,721.0,0.0
11.1,72.0,0.0,0.0,15.6,16.7,10.6,81.0,75.0,86.0,429.0,171.0,0.0,670.0,542.0,0.0
10.0,80.0,0.0,0.0,18.3,15.0,9.4,61.0,75.0,90.0,475.0,37.0,0.0,692.0,144.0,0.0
10.0,80.0,0.0,0.0,18.3,14.4,9.4,63.0,72.0,86.0,561.0,0.0,0.0,790.0,0.0,0.0
10.6,80.0,15.0,40.0,18.3,14.4,10.6,54.0,75.0,77.0,559.0,0.0,15.0,826.0,0.0,51.0
12.2,67.0,112.0,427.0,17.8,14.4,13.9,65.0,81.0,58.0,482.0,0.0,116.0,801.0,0.0,484.0
13.3,78.0,213.0,361.0,17.2,14.4,16.7,75.0,87.0,45.0,344.0,0.0,294.0,721.0,0.0,725.0
15.6,81.0,429.0,670.0,16.7,14.4,18.3,75.0,84.0,43.0,171.0,0.0,448.0,542.0,0.0,823.0
18.3,61.0,475.0,692.0,15.0,13.3,19.4,75.0,90.0,40.0,37.0,0.0,556.0,144.0,0.0,874.0
18.3,63.0,561.0,790.0,14.4,13.3,20.6,72.0,87.0,38.0,0.0,0.0,601.0,0.0,0.0,891.0
18.3,54.0,559.0,826.0,14.4,12.8,21.1,75.0,83.0,39.0,0.0,0.0,577.0,0.0,0.0,879.0
17.8,65.0,482.0,801.0,14.4,11.1,19.4,81.0,86.0,57.0,0.0,0.0,489.0,0.0,0.0,837.0
17.2,75.0,344.0,721.0,14.4,10.6,18.9,87.0,90.0,59.0,0.0,0.0,349.0,0.0,0.0,758.0
16.7,75.0,171.0,542.0,14.4,10.6,18.9,84.0,86.0,51.0,0.0,0.0,167.0,0.0,0.0,471.0
15.0,75.0,37.0,144.0,13.3,9.4,16.7,90.0,90.0,78.0,0.0,0.0,32.0,0.0,0.0,66.0
14.4,72.0,0.0,0.0,13.3,9.4,16.7,87.0,86.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
14.4,75.0,0.0,0.0,12.8,10.6,16.1,83.0,77.0,81.0,0.0,15.0,0.0,0.0,51.0,0.0
14.4,81.0,0.0,0.0,11.1,13.9,16.7,86.0,58.0,75.0,0.0,116.0,0.0,0.0,484.0,0.0
14.4,87.0,0.0,0.0,10.6,16.7,16.1,90.0,45.0,78.0,0.0,294.0,0.0,0.0,725.0,0.0
14.4,84.0,0.0,0.0,10.6,18.3,15.6,86.0,43.0,72.0,0.0,448.0,0.0,0.0,823.0,0.0
13.3,90.0,0.0,0.0,9.4,19.4,14.4,90.0,40.0,84.0,0.0,556.0,0.0,0.0,874.0,0.0
13.3,87.0,0.0,0.0,9.4,20.6,14.4,86.0,38.0,33.0,0.0,601.0,0.0,0.0,891.0,0.0
12.8,83.0,0.0,0.0,10.6,21.1,12.2,77.0,39.0,77.0,15.0,577.0,0.0,51.0,879.0,0.0
11.1,86.0,0.0,0.0,13.9,19.4,11.7,58.0,57.0,86.0,116.0,489.0,0.0,484.0,837.0,0.0
10.6,90.0,0.0,0.0,16.7,18.9,11.7,45.0,59.0,74.0,294.0,349.0,0.0,725.0,758.0,0.0
10.6,86.0,0.0,0.0,18.3,18.9,11.7,43.0,51.0,80.0,448.0,167.0,0.0,823.0,471.0,0.0
9.4,90.0,0.0,0.0,19.4,16.7,11.1,40.0,78.0,77.0,556.0,32.0,0.0,874.0,66.0,0.0
9.4,86.0,0.0,0.0,20.6,16.7,10.6,38.0,78.0,77.0,601.0,0.0,0.0,891.0,0.0,0.0
10.6,77.0,15.0,51.0,21.1,16.1,12.2,39.0,81.0,64.0,577.0,0.0,7.0,879.0,0.0,1.0
13.9,58.0,116.0,484.0,19.4,16.7,14.4,57.0,75.0,46.0,489.0,0.0,77.0,837.0,0.0,120.0
16.7,45.0,294.0,725.0,18.9,16.1,15.6,59.0,78.0,56.0,349.0,0.0,230.0,758.0,0.0,362.0
18.3,43.0,448.0,823.0,18.9,15.6,18.3,51.0,72.0,37.0,167.0,0.0,395.0,471.0,0.0,550.0
19.4,40.0,556.0,874.0,16.7,14.4,18.9,78.0,84.0,31.0,32.0,0.0,504.0,66.0,0.0,622.0
20.6,38.0,601.0,891.0,16.7,14.4,20.6,78.0,33.0,23.0,0.0,0.0,551.0,0.0,0.0,649.0
21.1,39.0,577.0,879.0,16.1,12.2,21.7,81.0,77.0,22.0,0.0,0.0,530.0,0.0,0.0,639.0
19.4,57.0,489.0,837.0,16.7,11.7,22.8,75.0,86.0,12.0,0.0,0.0,447.0,0.0,0.0,595.0
18.9,59.0,349.0,758.0,16.1,11.7,22.8,78.0,74.0,14.0,0.0,0.0,304.0,0.0,0.0,479.0
18.9,51.0,167.0,471.0,15.6,11.7,21.7,72.0,80.0,12.0,0.0,0.0,139.0,0.0,0.0,268.0
16.7,78.0,32.0,66.0,14.4,11.1,18.3,84.0,77.0,22.0,0.0,0.0,27.0,0.0,0.0,17.0
16.7,78.0,0.0,0.0,14.4,10.6,17.8,33.0,77.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,81.0,0.0,0.0,12.2,12.2,18.3,77.0,64.0,30.0,0.0,7.0,0.0,0.0,1.0,0.0
16.7,75.0,0.0,0.0,11.7,14.4,16.7,86.0,46.0,20.0,0.0,77.0,0.0,0.0,120.0,0.0
16.1,78.0,0.0,0.0,11.7,15.6,16.1,74.0,56.0,17.0,0.0,230.0,0.0,0.0,362.0,0.0
15.6,72.0,0.0,0.0,11.7,18.3,15.0,80.0,37.0,28.0,0.0,395.0,0.0,0.0,550.0,0.0
14.4,84.0,0.0,0.0,11.1,18.9,15.0,77.0,31.0,35.0,0.0,504.0,0.0,0.0,622.0,0.0
14.4,33.0,0.0,0.0,10.6,20.6,12.2,77.0,23.0,43.0,0.0,551.0,0.0,0.0,649.0,0.0
12.2,77.0,0.0,0.0,12.2,21.7,13.9,64.0,22.0,32.0,7.0,530.0,0.0,1.0,639.0,0.0
11.7,86.0,0.0,0.0,14.4,22.8,11.1,46.0,12.0,38.0,77.0,447.0,0.0,120.0,595.0,0.0
11.7,74.0,0.0,0.0,15.6,22.8,11.1,56.0,14.0,45.0,230.0,304.0,0.0,362.0,479.0,0.0
11.7,80.0,0.0,0.0,18.3,21.7,9.4,37.0,12.0,56.0,395.0,139.0,0.0,550.0,268.0,0.0
11.1,77.0,0.0,0.0,18.9,18.3,10.0,31.0,22.0,54.0,504.0,27.0,0.0,622.0,17.0,0.0
10.6,77.0,0.0,0.0,20.6,17.8,8.9,23.0,32.0,63.0,551.0,0.0,0.0,649.0,0.0,0.0
12.2,64.0,7.0,1.0,21.7,18.3,8.9,22.0,30.0,54.0,530.0,0.0,10.0,639.0,0.0,15.0
14.4,46.0,77.0,120.0,22.8,16.7,11.7,12.0,20.0,42.0,447.0,0.0,100.0,595.0,0.0,344.0
15.6,56.0,230.0,362.0,22.8,16.1,15.0,14.0,17.0,35.0,304.0,0.0,273.0,479.0,0.0,618.0
18.3,37.0,395.0,550.0,21.7,15.0,17.2,12.0,28.0,24.0,139.0,0.0,432.0,268.0,0.0,745.0
18.9,31.0,504.0,622.0,18.3,15.0,18.9,22.0,35.0,20.0,27.0,0.0,543.0,17.0,0.0,808.0
20.6,23.0,551.0,649.0,17.8,12.2,20.0,32.0,43.0,16.0,0.0,0.0,590.0,0.0,0.0,828.0
21.7,22.0,530.0,639.0,18.3,13.9,20.6,30.0,32.0,19.0,0.0,0.0,567.0,0.0,0.0,816.0
22.8,12.0,447.0,595.0,16.7,11.1,18.9,20.0,38.0,24.0,0.0,0.0,480.0,0.0,0.0,773.0
22.8,14.0,304.0,479.0,16.1,11.1,18.9,17.0,45.0,26.0,0.0,0.0,336.0,0.0,0.0,675.0
21.7,12.0,139.0,268.0,15.0,9.4,17.8,28.0,56.0,36.0,0.0,0.0,161.0,0.0,0.0,470.0
18.3,22.0,27.0,17.0,15.0,10.0,15.6,35.0,54.0,39.0,0.0,0.0,32.0,0.0,0.0,86.0
17.8,32.0,0.0,0.0,12.2,8.9,15.0,43.0,63.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
18.3,30.0,0.0,0.0,13.9,8.9,15.0,32.0,54.0,58.0,0.0,10.0,0.0,0.0,15.0,0.0
16.7,20.0,0.0,0.0,11.1,11.7,14.4,38.0,42.0,62.0,0.0,100.0,0.0,0.0,344.0,0.0
16.1,17.0,0.0,0.0,11.1,15.0,13.9,45.0,35.0,64.0,0.0,273.0,0.0,0.0,618.0,0.0
15.0,28.0,0.0,0.0,9.4,17.2,12.8,56.0,24.0,55.0,0.0,432.0,0.0,0.0,745.0,0.0
15.0,35.0,0.0,0.0,10.0,18.9,12.2,54.0,20.0,45.0,0.0,543.0,0.0,0.0,808.0,0.0
12.2,43.0,0.0,0.0,8.9,20.0,12.2,63.0,16.0,51.0,0.0,590.0,0.0,0.0,828.0,0.0
13.9,32.0,0.0,0.0,8.9,20.6,12.8,54.0,19.0,36.0,10.0,567.0,0.0,15.0,816.0,0.0
11.1,38.0,0.0,0.0,11.7,18.9,12.2,42.0,24.0,34.0,100.0,480.0,0.0,344.0,773.0,0.0
11.1,45.0,0.0,0.0,15.0,18.9,11.7,35.0,26.0,35.0,273.0,336.0,0.0,618.0,675.0,0.0
9.4,56.0,0.0,0.0,17.2,17.8,11.1,24.0,36.0,35.0,432.0,161.0,0.0,745.0,470.0,0.0
10.0,54.0,0.0,0.0,18.9,15.6,11.7,20.0,39.0,30.0,543.0,32.0,0.0,808.0,86.0,0.0
8.9,63.0,0.0,0.0,20.0,15.0,9.4,16.0,44.0,38.0,590.0,0.0,0.0,828.0,0.0,0.0
