Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2)
27.62,79.25,131.19,417.43,34.33271757865772,29.54677940599873,28.037560315268493,44.81659581390797,89.85141235375512,100.0,282.6155007727599,9.404031027585551,133.62676473873094,582.1547563050494,18.89902498792606,491.9290943360679
29.34,69.38,144.83,628.16,35.25440978393768,27.475538583829632,31.14222496736046,39.87054890615891,88.37588193058185,49.08624749443885,211.41810342187097,0.0,198.45931788944995,637.4811719869019,0.0,435.92992489750264
31.02,61.5,174.55,671.16,35.415434641588384,25.952721298368868,30.426806235731,52.94084256143022,91.80546510600603,48.309883619375896,152.25638159858826,0.0,169.69753045663538,784.5524161285985,0.0,679.8771553805557
32.52,55.19,341.27,491.39,34.504344118818636,26.119164438720066,31.84206100110666,50.23385904111622,100.0,31.459023266057418,154.41607815233104,0.0,304.81275006255544,530.4095468672004,0.0,551.3860475161841
33.76,50.25,180.53,699.23,33.21713264295989,25.65220963683903,35.20361881960012,51.00306843001911,78.82193766345317,52.92285547429048,105.85996120018754,0.0,286.12244596972886,417.6373740026595,0.0,696.8257662465336
34.76,46.75,234.57,654.26,31.031131951311636,25.275057070935503,34.99711833910437,48.02711217338967,100.0,55.23998945127325,86.26592592242001,0.0,241.44393520669792,246.42635099400326,0.0,446.756876834304
35.24,45.19,288.72,578.18,29.85155890185427,25.06151834203926,37.66011817697846,74.61549785488897,82.34048547708005,32.90519489391387,12.290059095223103,0.0,139.26686142087493,22.662480972456912,0.0,470.6091610873816
35.01,45.75,198.12,703.94,28.73327204737613,23.512101450881598,34.31389722720369,92.20672210465821,98.2790522553399,30.68437887611603,0.0,0.0,176.23030803021186,0.0,0.0,597.3368428975979
34.56,46.81,170.16,697.85,26.523982130023565,24.96738559121948,34.56082569212569,70.20118804173795,92.83707468761366,54.19288385431504,0.0,0.0,162.06571579400222,0.0,0.0,839.0548435576019
33.83,48.56,167.94,572.72,25.25343569948235,25.519924904989562,34.87243722478227,89.45568171844081,75.81488922339203,55.70127008202674,0.0,0.0,198.85262034566887,0.0,0.0,789.5342385754021
32.72,52.12,130.66,452.59,25.519171711763924,23.440166978647795,32.9058360840148,100.0,100.0,61.79683520172777,0.0,0.0,147.3816525793926,0.0,0.0,617.6924068608407
31.17,58.56,76.64,259.74,24.280169086129934,25.419114725184055,31.5900197051169,85.2114039468036,67.0487426557207,57.02009075769065,0.0,65.21339311386065,68.13463056779665,0.0,261.33965202783014,409.70322618804494
29.15,69.12,11.43,26.35,24.07485306036637,27.194741199144005,28.988382830407687,80.24431542797011,73.04403893548327,69.69131564497349,0.0,115.82323646561372,7.573318939267301,0.0,386.19276535069446,19.36559044351366
27.76,77.31,0.0,0.0,25.572485996215615,29.144974564494706,26.484742335203286,90.20138187066404,48.58047819139691,70.66521970631433,0.0,139.49150514042026,0.0,0.0,511.63622661341,0.0
26.8,82.75,0.0,0.0,24.282406743484245,30.803043155557887,26.283385409040335,92.13821693971295,54.42404865067199,78.00833586092254,0.0,182.45639537063744,0.0,0.0,631.7757082794383,0.0
26.01,86.81,0.0,0.0,24.17341517259363,32.951498598746724,24.426692429649872,100.0,63.765812374284536,100.0,0.0,160.97399500213228,0.0,0.0,587.5307918681486,0.0
25.35,90.06,0.0,0.0,25.27348420044878,35.62512532158912,24.746355631963624,92.59596059506718,33.084690977340955,56.40385230021106,0.0,345.0629503885591,0.0,0.0,411.2898817541411,0.0
24.88,92.5,0.0,0.0,25.900176980335438,34.761575725110795,25.55042025776765,87.3595075988172,39.351656033868565,59.500772661653514,82.35997461723159,332.10777438637234,0.0,234.98254343958325,628.6245400131229,0.0
24.86,92.62,0.0,0.0,27.18309553034915,35.775188440868206,24.006584441020426,67.07957333029651,34.86298498001413,80.41884471958048,107.39950457182607,190.18004972654148,0.0,507.5874627689021,689.7866801472358,0.0
24.82,92.94,0.0,0.0,29.182169768062636,35.57146775707682,25.993952849847748,53.34179646377294,32.456871146349584,69.66187492428125,124.52057791654065,210.16343556382358,0.0,437.53839696137777,629.7490994439095,0.0
24.63,94.25,0.0,0.0,30.285125767144393,35.12540607301627,23.35715872177707,48.07323271084548,34.49866241073036,74.93609518345588,199.9834860242389,207.606805976369,0.0,662.9552322600223,522.9941341549329,0.0
24.53,94.69,0.0,0.0,32.30060190798093,35.01210785642102,25.961223803123204,56.79328874843786,50.17979297649897,82.28165117252955,219.6046417506742,176.7517462827908,0.0,597.6369018179892,443.7586837909256,0.0
24.38,95.19,0.0,0.0,33.634213307764604,32.385877813027285,22.51593411131961,37.95361604914319,48.950168431718396,100.0,278.53133775312574,138.00002327829245,0.0,619.3594859092557,529.8858022706218,0.0
25.33,89.94,72.92,211.18,35.38345425410047,30.407710665433545,23.510846836444102,35.49388738799214,40.880926521223486,71.33656392158116,234.33710948755342,78.65161278095411,61.26742066471067,533.996406443502,282.80509640281326,120.97649998545279
27.26,78.12,98.25,431.91,35.739299054021444,28.959231386429572,25.46833735277253,47.928456035023565,80.43018627091686,88.39893424267397,182.97404265055724,8.69271241596218,130.2287592364953,873.7102621676521,24.261317774963224,229.50931778483553
29.39,65.31,144.38,490.2,35.561764313611874,26.375970418337246,27.04805088257538,40.32839885578921,59.1166502870061,61.963106974473746,249.91668251246332,0.0,275.03221798906867,642.214375753066,0.0,237.46504101624856
31.21,56.75,187.21,568.11,36.24337703340428,25.697595002648573,30.007137059803824,35.21742463114347,72.33745269572447,65.1006320896435,179.0973582611121,0.0,352.5966670136524,546.1650370244334,0.0,221.9701271986269
32.85,50.81,225.12,559.52,34.899755061527244,25.224507631712978,30.63648844906909,37.5523171412025,100.0,37.5490935548148,175.20884790739177,0.0,419.7933896264262,605.3765615896688,0.0,420.3982072361947
34.21,46.31,293.09,517.62,34.22121420587139,26.607709000573834,29.441871766003356,52.06015943550536,78.35119468264864,45.775961232696766,105.17039925597444,0.0,401.4450440348715,492.7188349482529,0.0,556.2752873211981
35.23,43.12,258.12,572.75,30.920473339189083,23.50525805391636,31.853710245092383,48.98433395832617,97.53764468859876,65.85132446669994,66.70274598700954,0.0,342.54306536584534,301.3517148451849,0.0,386.3797659512727
35.9,40.88,188.91,744.88,30.1409939213257,25.582247056127677,31.628617618935117,75.07839366950446,95.8196630653434,35.99060591363775,9.555039286348515,0.0,355.16657012218917,32.56249331438066,0.0,251.72029980597165
36.17,39.75,247.09,553.55,27.440709501680733,23.75634668724994,30.16984892087422,63.02418884005524,67.57041866280643,66.4507768437503,0.0,0.0,300.66229991226487,0.0,0.0,93.67831194527432
35.9,40.25,173.78,665.97,26.159805287627393,24.49050680811986,30.789447345085183,81.1278109730679,94.57972632642216,63.839528227596496,0.0,0.0,85.27460088605515,0.0,0.0,36.61597510329246
35.01,42.31,147.76,633.59,26.939368615372924,25.405322766641056,30.19677983808228,84.77928510105593,100.0,38.468972073391384,0.0,0.0,119.33970983758498,0.0,0.0,41.98735169346064
33.54,46.5,116.89,514.32,26.11373387297553,24.781268592987054,29.982071205754682,89.19205161050611,100.0,84.13091302311346,0.0,0.0,166.20894857965175,0.0,0.0,65.44788701483763
31.52,54.12,70.39,318.07,24.8494447983695,25.31940427929795,27.48170467578923,98.44338509318737,100.0,46.65475306145841,0.0,51.107113324119624,37.37130618828252,0.0,151.8552449572571,42.487578942726515
29.22,65.25,10.92,31.19,24.955277059204363,27.447247023372476,25.774198342649044,79.3191248324645,100.0,64.59858560740854,0.0,107.40227964984025,7.160699181269104,0.0,375.31198609721855,17.66796202681909
27.66,74.69,0.0,0.0,25.375585965960706,26.752131766506846,24.285743777523898,91.9202152359738,71.5939729315739,73.97931243076766,0.0,211.93885210446447,0.0,0.0,140.29305667371156,0.0
26.74,80.75,0.0,0.0,24.494551881673086,29.39983500893937,23.45414441957937,85.42771586566609,76.95448251453335,100.0,0.0,337.9636379086053,0.0,0.0,223.9103519861182,0.0
26.0,85.19,0.0,0.0,24.61951603082827,29.144159739784776,23.86189388414378,96.44955115288244,74.45680490153924,64.26062665570643,0.0,319.52922281403505,0.0,0.0,290.0966663878602,0.0
25.37,88.88,0.0,0.0,24.565960429914483,29.649458667301182,24.239101207144543,79.17642199483245,48.60439529836702,100.0,0.0,311.77284030118227,0.0,0.0,427.60733205522047,0.0
24.87,92.06,0.0,0.0,24.34682839365934,31.996304147128942,22.48807093048404,95.72427141194132,44.446181287894774,100.0,62.8514506233768,495.9932532087971,0.0,125.91948238465088,427.4717225209814,0.0
24.51,93.94,0.0,0.0,26.42860954945708,32.26192040494826,24.73790592719842,82.78829921296028,63.829752897430524,99.74961628282213,101.74009705169091,381.7670024083162,0.0,314.2758921995468,256.2205451092385,0.0
24.56,93.38,0.0,0.0,27.53188617447987,30.945929034579002,22.87621611302781,81.0974283254938,64.08281908260813,100.0,218.43713792169868,191.0456009155444,0.0,173.00036995541547,97.38895217483935,0.0
24.37,94.31,0.0,0.0,28.7284668080153,30.52698053765232,22.54560962505674,75.06294841580916,41.88758969098875,75.22393257385617,319.62374142809915,111.99939221357927,0.0,303.10475154469486,42.640173613155596,0.0
24.04,96.06,0.0,0.0,30.53557762497847,29.619194442595592,21.92946468038874,57.5496000958822,43.77330942661507,100.0,326.85858929113493,96.18106939473131,0.0,472.38450589051297,41.72108659787218,0.0
23.9,96.75,0.0,0.0,29.948378316829075,29.960370996960837,24.105136508961387,64.78135127200501,80.21595510919065,68.13038859511232,366.67887452454266,105.88504277792909,0.0,424.82701749300594,52.6335094307493,0.0
24.87,91.62,56.98,155.38,32.48835707558977,28.427836954987107,22.547374717521787,58.13449719512967,51.093164317437626,100.0,343.7858905783684,61.94722793582317,39.78409502272678,384.0514980586961,36.214816699162334,59.20982624791032
26.29,83.44,113.69,289.19,31.670107277249993,27.01631990461954,23.064495107989597,43.818323647610406,61.689915511660985,100.0,429.6669772097209,9.571358835094198,75.74862141748514,236.29916358124296,19.287953249542348,57.58793818792221
27.94,72.81,238.54,186.27,31.670884191966657,26.489424897525577,26.606375749441913,50.10638045114469,85.42747009590316,98.55926351497298,282.7000257741875,0.0,189.99850043865203,119.9805300216787,0.0,47.753722936202294
29.28,64.12,271.75,270.45,31.69474305475079,25.033054885320848,27.67097168367473,66.05492637727912,100.0,60.5997814722236,98.54083010616442,0.0,195.11960646505372,34.94504119978696,0.0,134.47899193680553
30.23,58.75,308.82,398.55,29.942586109450474,26.187087628893792,27.33140815288708,66.95324741830923,100.0,82.23131471902053,132.64464834497883,0.0,214.69782677329016,56.504534777519325,0.0,151.50192310306082
30.85,56.25,333.34,403.14,30.531240598078554,24.92285672439618,31.074645394666092,77.27408086049999,88.82225654353185,72.14866241561475,106.18636909036637,0.0,428.6478612732024,44.53903627572734,0.0,137.885777561824
31.6,53.88,427.38,344.52,29.268903136120986,22.66893161382442,27.0633322334436,72.1344014140299,69.27336095545829,56.862718365870805,41.220883526062465,0.0,474.10746911823685,33.61932536785902,0.0,218.58842853475278
32.06,52.44,361.8,244.94,27.051200251171927,24.153227897724513,26.693723102619945,67.74436705473421,97.54426779943802,50.16587337791405,12.501173636702193,0.0,317.9421572558261,27.45721145501652,0.0,224.18303590621377
31.95,53.62,265.04,113.48,25.0248680439855,22.255091447273777,28.17469238587053,71.57278077761075,83.87074601579918,89.37369203630229,0.0,0.0,462.7781800573763,0.0,0.0,136.25365326862993
31.49,56.62,101.8,42.79,26.09173028794333,21.516467323246523,26.981014786336385,78.54524747398591,83.20268851423094,88.30606656770996,0.0,0.0,356.03405494269583,0.0,0.0,147.02436064324513
30.77,61.06,116.98,49.3,24.350024351636105,23.111821620622248,26.295818875293016,77.37716825995861,100.0,43.153819237053966,0.0,0.0,191.88350321503756,0.0,0.0,143.02823873282495
29.94,65.69,120.16,54.93,23.768506802140784,22.595817064393334,25.733195561166472,100.0,79.65449582932045,71.08349985000223,0.0,0.0,132.634792778321,0.0,0.0,47.078162791934396
28.8,71.69,50.33,35.77,23.280529213625428,23.288942674856372,25.568508036043976,95.09990495925761,100.0,100.0,0.0,37.31802593460858,48.391254492219346,0.0,44.0899501880759,28.629910007643677
27.03,82.19,10.7,23.7,22.890656174336815,24.20945378932419,23.723477362848666,100.0,77.85796887272427,100.0,0.0,100.94556503471682,12.13574163316732,0.0,62.64609967194944,21.714633137905107
25.97,88.0,0.0,0.0,23.49331150474448,24.605437912694256,23.218087816674426,91.07071594942695,88.22070425745179,70.27098255315961,0.0,148.2014536114104,0.0,0.0,68.30569050096524,0.0
25.26,91.69,0.0,0.0,22.86510772179005,26.919055092912163,24.12938815182021,100.0,86.19947141428193,78.54236158015809,0.0,265.914608549218,0.0,0.0,75.98132074449883,0.0
24.71,94.44,0.0,0.0,22.962014815134474,27.589774550511052,23.265073110792283,100.0,71.52192256315354,75.41524495918367,0.0,284.97795609781366,0.0,0.0,117.92881480936776,0.0
24.3,95.88,0.0,0.0,22.798222649868954,29.683393726692522,21.169705129611668,100.0,63.22381426240176,97.66446111516859,0.0,436.02660039619985,0.0,0.0,181.90446524201442,0.0
23.86,97.12,0.0,0.0,23.525321313885225,28.74637161874164,21.503212353139524,89.10907568945316,63.48296692456457,100.0,32.63129165189168,401.696084788547,0.0,57.750258965587946,222.71977739348236,0.0
23.45,98.06,0.0,0.0,24.148258660282668,29.982276333577396,22.967545417646644,92.463585023202,76.39801910149295,100.0,69.20001829506471,319.2963866132938,0.0,59.75217216908665,257.3649439272012,0.0
23.14,98.69,0.0,0.0,26.94575193333539,27.969583048090342,22.877685568906664,66.25148909541564,47.25106668366645,100.0,136.288749649677,343.405035873589,0.0,76.15639550243284,265.1362610918645,0.0
22.98,98.75,0.0,0.0,27.66232867447313,28.168382851038245,22.820773520456186,66.52755371566344,56.08831767922102,100.0,185.0345266560165,239.5636740063631,0.0,96.67002718081123,221.59508329853213,0.0
23.01,98.06,0.0,0.0,28.173695539286776,27.99813378329854,23.054282977563904,51.870004393062146,64.21831821592865,100.0,260.8940321093804,224.6070958487473,0.0,167.71909324531111,97.30952852045871,0.0
23.09,97.5,0.0,0.0,29.370875582239588,26.461970137363934,23.44740290238151,70.44320585644795,62.94139626398691,72.00662074039852,401.7078910281048,118.58841032615398,0.0,142.05291827443574,61.00328616922335,0.0
23.7,95.44,30.95,55.43,29.042453842792927,25.570349773290452,23.57142737056756,65.88102992674774,62.59226212299579,87.82431988167035,391.0744826926501,28.93633675095202,60.342921280852835,212.64939734574904,37.09126754361074,199.8169201881589
24.72,91.31,83.84,51.3,28.20591931968247,25.327687372319634,25.77854095099591,51.608857970881104,73.41509674907878,59.55865648893658,459.0719689073281,7.164842034171907,127.69803558506445,211.13919597383133,26.927418027430022,301.2426805817581
26.06,82.19,163.46,68.31,29.075757861926316,23.48675372347115,26.875628995025703,76.0857627894157,93.42096394512909,81.429184018898,344.69754861141575,0.0,110.27439252633353,187.75797803772952,0.0,745.6008726297484
27.82,68.94,222.13,96.08,29.04447967351453,24.41771963459671,26.85029074886244,64.1207325154299,98.08099272270958,65.86775937273832,308.83613185669816,0.0,205.8167659077937,183.55066142226997,0.0,505.0423660969881
28.88,61.25,319.45,141.69,26.63941578636284,23.182766237149032,26.381406566617667,84.6382987812852,100.0,69.87310069144618,173.3920272517505,0.0,259.86336266234724,120.44202373088646,0.0,722.1871194016308
29.14,59.81,407.47,176.12,26.629961520957764,22.358605575994886,28.2962643882178,87.20948372876698,93.54026329530517,69.8997480305839,117.5031653112411,0.0,314.9886498718248,53.031902558347156,0.0,504.91533075124846
28.98,61.12,388.34,194.02,26.535733851048487,23.450252221571226,31.285024503181305,92.59383222961381,75.97277543777619,66.97195052999948,32.07289582254471,0.0,305.01584599613676,33.80776819604762,0.0,505.5345779923969
28.68,63.25,388.68,252.01,24.41915038244229,23.729655805289095,29.480105748538318,92.53215320869126,100.0,49.41732619360503,9.700292355381881,0.0,220.40363976387295,22.06263793557849,0.0,131.60884992643668
28.51,64.5,412.14,206.82,24.791362159133925,22.68814712512269,31.171993593502147,87.11699890736085,100.0,67.11842203133844,0.0,0.0,366.0193643110607,0.0,0.0,145.4358041888869
28.15,67.0,307.38,197.51,23.73476835754311,22.466705600166136,30.786777111622143,88.40407769377953,97.36545224284285,41.21017325391507,0.0,0.0,214.19654335420626,0.0,0.0,122.93919108086158
27.45,71.75,198.84,110.74,23.10796380595906,21.26485205145954,29.398634998562542,79.79244439374033,79.17991168212977,59.195204004333775,0.0,0.0,172.20818672240486,0.0,0.0,103.01950297891682
26.65,77.25,102.12,63.38,23.10956060095979,21.557621835139738,27.55452411969686,83.11072540405277,100.0,50.00928290267221,0.0,0.0,174.63271433861993,0.0,0.0,48.00551367351057
25.76,83.25,37.03,41.55,21.841865467497087,23.441995918855145,25.917380617679196,100.0,74.99256147572649,100.0,0.0,61.79810414805617,52.58856706409273,0.0,118.19510513437426,39.08415547853256
24.74,90.69,9.91,23.98,23.107952960976387,24.598614850316775,23.747340839084366,100.0,96.57965447816166,73.91163295364791,0.0,75.46151571478445,12.366740598574186,0.0,371.1887172352142,16.96025995339563
24.1,94.62,0.0,0.0,22.57312714212601,25.04332816439753,26.5701742587226,100.0,76.49215423026718,94.54916485703532,0.0,176.25904782490875,0.0,0.0,566.399018852563,0.0
23.79,95.56,0.0,0.0,22.08659459803138,26.466254314204466,25.983493147085834,88.27110322870675,56.41842616068227,100.0,0.0,152.70253269132218,0.0,0.0,707.0801909402901,0.0
23.44,96.06,0.0,0.0,22.579857374902506,27.445957365976643,26.349470384133664,93.15725197207236,58.35211541027907,100.0,0.0,173.0899395302461,0.0,0.0,537.4125070722989,0.0
23.04,96.5,0.0,0.0,22.610257301817352,28.704019269275157,24.962496300443494,83.00720428708432,66.12310473761393,100.0,0.0,214.88936199240297,0.0,0.0,456.85581271458545,0.0
22.72,97.12,0.0,0.0,22.688593083680686,31.043239738911208,23.51991311502674,100.0,54.962089226617145,100.0,47.551740352912496,294.72849945292353,0.0,127.19118855941677,451.6214978094973,0.0
22.54,97.44,0.0,0.0,25.01919312060335,30.079785415165695,24.746033992974297,87.68987789783742,38.20405112153186,100.0,86.5298761152334,230.75131692668768,0.0,385.2446097840167,176.5630724876639,0.0
22.59,97.38,0.0,0.0,24.54869265261456,30.761681701104926,22.745839966440823,83.34936776836248,47.18405298619134,100.0,144.97394382385195,238.1694508196444,0.0,530.2829898789821,126.17376036109965,0.0
22.62,97.56,0.0,0.0,26.714977746284845,31.457284299803923,22.186157708472265,65.38862776225362,58.086088785777335,76.2382580716401,201.26652690286025,183.6032531349865,0.0,468.7914191759667,104.41972374615473,0.0
22.55,97.88,0.0,0.0,28.457915846360876,28.353423944674024,23.562504990313407,68.58309674116185,68.80878841502998,100.0,225.35156816019654,263.46898384548484,0.0,545.8913708693111,88.56795339479831,0.0
22.54,98.0,0.0,0.0,30.2160931093261,29.552068930931856,23.57779778493103,65.05815801161727,50.66833360027111,100.0,302.6341889294802,170.38141893668546,0.0,369.8335099106512,71.12607292593792,0.0
23.42,95.69,49.57,158.66,31.45867823872834,25.748610665706117,21.955972924306284,61.868426615475165,82.87091684178698,100.0,307.7772684306949,53.318898345837404,38.17494467791937,461.5396949558208,29.27164834195548,206.55097267628528
24.4,92.75,95.81,346.82,31.831388376282437,24.94014887454512,26.34152298283555,59.5315884837855,92.51643790929806,100.0,268.5898321943654,7.122035947789117,124.59660952787941,185.5268602100004,30.373510156409246,267.83402073816757
25.46,87.12,139.15,586.05,30.739638758019115,23.92995952276703,28.052108174437045,58.44644086736791,97.51148931870898,73.30653358067332,253.38135570985125,0.0,153.1778863478487,113.35390712291137,0.0,583.9689853268388
26.71,78.5,168.64,582.7,30.83933529360078,25.933512090870707,28.305778785594633,47.84535964871206,67.3022785526191,84.4185598019248,194.63172325802552,0.0,101.54042438805803,84.41910464934527,0.0,583.6934564807766
28.12,68.0,214.3,577.16,29.85186230030215,24.464937353811962,31.333978733542953,55.976749313187646,100.0,81.28982224943678,192.383951504226,0.0,315.12814125653534,104.31717591658825,0.0,668.8223210746157
29.51,59.62,292.76,449.26,28.645087969660437,24.269026529760577,33.143182648618215,60.549617558717486,100.0,60.98611934758892,106.98099326969965,0.0,195.05595915484705,58.90755713025001,0.0,740.736988471512
30.69,54.31,307.37,396.16,27.218505587000827,22.39405389540522,31.852976988308235,84.20603397529713,100.0,36.362311586287845,62.14991316707793,0.0,231.6824847943988,32.7738487724674,0.0,767.9922572678681
31.3,52.31,293.53,181.76,25.752563033954264,24.374787530198574,34.65356013510101,84.36879592547176,72.46356878152667,60.726811056189824,11.333683993316086,0.0,193.92562478244037,19.670387876647666,0.0,433.6958174590916
31.16,53.81,269.77,111.06,24.43302394511699,22.439561759332584,33.60082269991065,87.26015105850439,100.0,42.88270248997203,0.0,0.0,353.3838947240805,0.0,0.0,472.39829347074567
30.34,57.88,230.84,94.48,25.1154744370839,23.598094735546027,32.05126233703463,87.24822265543467,77.88219967806444,48.91045304095577,0.0,0.0,166.8335139917744,0.0,0.0,381.8001851434576
29.42,62.56,203.58,87.83,24.335195940534472,22.483921268137774,31.2722370733723,82.99453417508164,77.76388580299695,60.77996975184142,0.0,0.0,140.66589585181706,0.0,0.0,739.2118686203285
28.44,68.0,132.08,61.23,23.917975109616865,21.45914975932174,33.81523247689887,79.26009395313336,100.0,69.0197840262352,0.0,0.0,82.25324216332794,0.0,0.0,636.0509101570556
27.16,77.25,51.98,36.22,23.19865399639566,22.503132600725436,30.74264786667038,100.0,83.43869699911897,68.0830102419873,0.0,61.022421100941536,89.91553179570379,0.0,178.00228311292557,325.7227890248371
25.62,89.12,9.59,24.16,23.604794085467415,25.994977205976284,26.355780130712702,83.08036546033904,100.0,82.28681110099231,0.0,93.78501321281085,8.70068358929113,0.0,321.74075880454757,37.904210360995094
24.98,93.81,0.0,0.0,23.672028657274804,26.53662282697842,26.651079869838192,100.0,92.11969044911842,91.56695869243516,0.0,119.34931074411396,0.0,0.0,438.65785335240935,0.0
24.63,96.0,0.0,0.0,22.387752603891443,27.914065185906022,24.263978302703073,100.0,53.000311467022854,67.51930461792105,0.0,146.66348241133952,0.0,0.0,585.9614985795527,0.0
24.36,97.19,0.0,0.0,21.55202519261832,31.471443644651718,24.67398022652243,80.36174373593818,72.96574562360541,100.0,0.0,224.8565595790672,0.0,0.0,411.35372682712,0.0
24.12,97.62,0.0,0.0,21.382292971855396,31.736858382107005,26.402112091866844,83.97648744695843,53.67948556806368,100.0,0.0,141.43127256746976,0.0,0.0,684.2102311596731,0.0
23.83,97.94,0.0,0.0,23.367315143818622,33.64865486989063,23.45082805516653,100.0,44.97091428811518,100.0,65.48683158154732,228.0561533977082,0.0,138.55519803926902,511.98915753069537,0.0
23.51,98.12,0.0,0.0,24.602927203328942,33.80735786693936,24.702358962574763,100.0,37.32804422662319,100.0,86.4826636585251,160.8907491406354,0.0,289.78575757780544,711.3255425837393,0.0
23.14,98.44,0.0,0.0,26.399823661115896,32.96021360641883,24.084035542556894,82.17993050133447,42.66168649271702,61.29174980899845,126.7636903018785,218.3265994518663,0.0,439.5048489833216,574.1995663736418,0.0
22.73,98.75,0.0,0.0,29.003711438517936,32.33539452907286,21.697239154767143,76.18033612098081,40.10929910930327,100.0,145.1204974848784,195.9387236355946,0.0,571.0512907767678,623.4850133377238,0.0
22.39,99.0,0.0,0.0,30.743649547147513,34.56871916689392,23.58273193724743,68.41756136945384,38.867773964786004,100.0,212.16608827263101,142.19190907972813,0.0,506.3166842349989,547.3948886197434,0.0
22.29,98.75,0.0,0.0,32.18401394595181,31.737817859954735,24.374484845493544,60.299296622516906,52.447288932004206,75.9697472389806,223.07284500741048,85.89088937495507,0.0,696.268773840547,406.84832574614205,0.0
23.58,95.44,60.19,156.47,32.57875697275077,30.649400384500368,26.19563760231123,44.08803316349153,53.54379294770583,100.0,212.13298603782434,79.32725597467424,66.84604796605034,701.1946417814725,199.1415032726262,315.38200503121993
25.04,90.12,94.41,295.63,32.883380958576296,27.76649154174788,28.76559086359094,42.988397121293765,64.52896540830794,98.08337080812898,169.2856007894137,7.4848385208872,68.53531566027429,692.6858922740832,32.91160336337493,572.866876053372
27.19,78.44,134.2,468.0,33.00119488952841,27.005284068432438,30.56521656413595,51.1974985091827,74.70994240467104,67.61194503667728,269.5750939373956,0.0,102.53319017642741,468.17126146014806,0.0,885.9555621826722
29.32,66.0,165.64,607.59,33.75830928325414,25.40074476811226,31.972654778419166,50.08315700184286,90.58428016846867,36.01055730467975,147.61884062612253,0.0,166.37796396728055,558.1947618516862,0.0,886.3851567667278
30.94,58.5,228.16,479.16,33.87956640859842,23.867026103169074,33.383557333891176,48.621499005615924,60.765674685509524,61.827349231310784,145.8411892792321,0.0,133.7396128425915,485.8390183834148,0.0,791.8729065654238
32.23,53.31,190.76,655.75,31.927869087628586,23.38795442029493,33.29806747822046,50.72406963537791,100.0,57.81588074098984,114.9892311641161,0.0,170.6376277431463,475.6119793927696,0.0,775.5098820007374
33.2,49.62,222.59,640.55,31.342430045062116,25.621048936527927,33.41817217587326,55.96927835935687,100.0,53.45350646126235,79.81777225815101,0.0,190.98951415753902,234.64400806236247,0.0,474.73034710540423
33.79,47.31,208.02,623.27,27.643821945268787,24.787613889876745,34.12197007604232,61.65661234231749,98.50995229087395,47.14817732815254,11.01097825086687,0.0,308.87820826586045,27.12450076589158,0.0,657.6825606034345
33.95,46.38,269.85,519.83,25.797217076133744,23.86793494526503,35.335610377501105,70.89216214355439,100.0,32.72908715312096,0.0,0.0,155.25892774208606,0.0,0.0,496.56278421958217
33.71,46.25,172.93,612.44,25.392890070041698,22.108628264368107,35.66292988292024,91.99642419795096,80.42276358058109,59.49054143526594,0.0,0.0,128.91299702969425,0.0,0.0,424.0587443947982
33.18,47.0,147.48,574.28,24.382356919083293,23.530992942264515,33.274269274316374,79.9460984431746,91.80343974007437,50.030286650953066,0.0,0.0,184.24872504669787,0.0,0.0,505.45072231
32.15,49.88,121.36,476.96,23.85084444456375,21.603072936067548,33.24990668581907,100.0,100.0,47.242960374788986,0.0,0.0,137.91383686885962,0.0,0.0,601.7393437837736
30.5,58.12,70.68,254.87,23.737113001158757,26.006144948393725,30.49795994384229,73.84622816847175,100.0,41.994359086348126,0.0,71.17283627213622,51.0855103280809,0.0,265.94419539007686,309.483145533379
27.78,73.69,10.44,29.43,23.02392052787456,26.334278836018797,29.44512023954369,94.59856290857573,69.01053681172418,93.64177668971107,0.0,100.37421138987159,12.18688826806392,0.0,457.522212542067,31.80904497418942
26.58,78.62,0.0,0.0,22.880452517215904,27.717421296180785,28.294993165694812,90.05993261833876,74.36894398324183,100.0,0.0,119.6426096054571,0.0,0.0,879.8648201429274,0.0
25.9,82.0,0.0,0.0,23.135489224101224,29.883462890552583,29.088898744677046,100.0,53.56526977631812,100.0,0.0,137.7876525262119,0.0,0.0,832.6188386254438,0.0
25.33,85.31,0.0,0.0,23.847292081816626,32.85055340361552,26.29309138427334,100.0,65.79142138511561,90.68468244892743,0.0,135.3194940208265,0.0,0.0,708.2699229330574,0.0
24.83,88.06,0.0,0.0,23.38157434391903,33.85837474661056,27.49437696870383,86.41251482115075,52.621964911094416,100.0,0.0,238.89810775268413,0.0,0.0,519.075732021902,0.0
24.33,90.38,0.0,0.0,24.51456327239958,34.39933244636006,25.500402385676676,98.47354956451674,38.23708322701152,70.13006809431118,57.73133314427569,217.244661803936,0.0,260.1538418270756,643.0626335809154,0.0
