Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
21.02,29.75,154.88,676.00,13.38,7.96,27.83,51.86,65.48,21.90,0.00,0.00,95.65,0.00,0.00,934.51
20.79,29.62,114.69,616.94,11.73,6.84,27.38,58.36,70.70,23.70,0.00,0.00,68.92,0.00,0.00,857.17
19.79,31.25,76.44,470.88,10.58,7.19,24.73,63.65,70.74,30.04,0.00,0.00,47.36,0.00,0.00,625.37
18.11,35.12,32.19,251.81,9.00,6.19,23.77,67.87,75.49,32.67,0.00,8.34,31.42,0.00,77.03,353.70
16.27,43.25,0.00,0.00,8.11,8.36,21.19,70.69,66.32,43.87,0.00,48.16,0.00,0.00,453.17,0.00
14.72,48.25,0.00,0.00,7.72,11.46,20.20,70.14,58.79,50.00,0.00,77.62,0.00,0.00,694.67,0.00
13.32,52.12,0.00,0.00,7.66,14.75,19.97,66.93,51.89,49.36,0.00,99.09,0.00,0.00,818.52,0.00
11.99,57.12,0.00,0.00,6.98,17.21,17.64,69.98,42.91,57.35,0.00,116.10,0.00,0.00,822.14,0.00
10.63,63.38,0.00,0.00,7.03,20.35,16.68,71.62,33.61,59.47,0.00,136.70,0.00,0.00,854.48,0.00
9.22,66.62,0.00,0.00,6.52,22.58,16.34,73.81,29.86,62.90,8.55,147.13,0.00,78.92,837.14,0.00
8.32,69.50,0.00,0.00,8.26,24.93,15.38,66.79,25.57,66.35,47.83,137.82,0.00,450.09,885.62,0.00
7.79,69.75,0.00,0.00,11.18,25.67,13.88,60.02,24.98,72.49,76.12,110.64,0.00,681.24,850.59,0.00
7.41,68.38,0.00,0.00,14.40,27.22,13.48,53.26,22.95,71.12,96.73,91.79,0.00,799.07,896.85,0.00
7.11,69.25,0.00,0.00,17.26,26.95,11.25,42.76,24.48,81.99,116.49,66.93,0.00,824.92,832.43,0.00
6.88,72.50,0.00,0.00,20.30,25.11,10.95,33.75,29.27,86.71,136.16,48.71,0.00,851.12,643.21,0.00
6.80,72.12,8.75,80.81,22.67,23.68,11.22,29.68,32.89,93.31,148.03,31.21,8.64,842.29,351.32,75.65
8.18,67.25,47.50,447.00,24.79,21.32,12.77,25.85,43.50,91.21,136.41,0.00,48.26,876.56,0.00,430.54
10.94,61.25,74.62,667.81,25.84,20.05,15.77,24.68,50.56,74.09,112.04,0.00,80.86,861.35,0.00,678.85
14.10,54.62,94.38,779.62,26.91,19.34,18.63,23.47,51.80,61.32,89.87,0.00,107.70,878.02,0.00,794.53
17.30,42.62,116.88,827.69,26.73,17.63,20.21,24.86,57.43,50.85,65.93,0.00,125.89,820.06,0.00,770.25
20.25,33.88,135.62,847.75,25.30,16.59,22.03,28.88,59.86,40.05,49.38,0.00,142.66,652.14,0.00,743.54
22.74,29.50,148.94,847.44,23.63,15.83,26.59,33.01,65.39,27.83,31.11,0.00,182.69,350.13,0.00,895.68
24.66,26.12,135.00,867.50,21.38,14.77,26.88,43.31,69.48,28.51,0.00,0.00,164.18,0.00,0.00,805.34
25.99,24.38,113.44,872.12,19.98,13.55,26.46,50.84,74.31,28.72,0.00,0.00,142.07,0.00,0.00,755.01
26.65,24.00,87.94,859.19,19.02,13.02,25.79,53.03,73.62,30.57,0.00,0.00,103.24,0.00,0.00,729.19
26.55,25.25,64.94,807.69,17.62,11.72,27.96,57.46,79.43,24.99,0.00,0.00,84.12,0.00,0.00,820.01
25.46,28.50,50.06,661.06,16.55,11.43,27.88,60.06,83.91,24.47,0.00,0.00,57.03,0.00,0.00,649.36
23.59,33.12,31.00,348.94,15.57,11.59,26.44,66.63,90.96,26.76,0.00,8.88,32.17,0.00,77.77,318.00
21.43,43.12,0.00,0.00,14.47,12.95,24.73,71.05,90.04,32.39,0.00,48.91,0.00,0.00,436.33,0.00
19.91,51.12,0.00,0.00,13.38,15.56,24.31,75.21,75.23,32.01,0.00,79.68,0.00,0.00,668.95,0.00
18.75,54.25,0.00,0.00,12.79,18.30,21.43,74.87,62.85,34.99,0.00,105.26,0.00,0.00,776.49,0.00
17.61,57.50,0.00,0.00,11.95,20.46,19.95,78.16,49.99,36.23,0.00,128.20,0.00,0.00,784.35,0.00
16.51,60.25,0.00,0.00,11.67,22.60,16.41,82.52,38.53,44.89,0.00,149.08,0.00,0.00,776.99,0.00
15.35,67.88,0.00,0.00,11.77,25.89,14.12,89.79,29.35,49.41,9.00,174.47,0.00,78.82,855.37,0.00
14.21,72.62,0.00,0.00,13.04,26.91,13.15,89.46,28.45,59.08,49.24,164.56,0.00,439.22,807.20,0.00
13.24,76.12,0.00,0.00,15.45,26.80,11.32,75.81,28.05,66.34,79.09,145.72,0.00,664.01,774.45,0.00
12.59,76.12,0.00,0.00,18.13,26.37,8.15,63.61,29.41,75.30,104.03,107.87,0.00,767.46,761.87,0.00
12.15,76.88,0.00,0.00,20.58,27.41,6.27,49.55,26.06,81.83,129.35,81.06,0.00,791.39,790.19,0.00
11.88,81.12,0.00,0.00,22.89,27.63,3.42,37.76,24.92,100.00,152.29,56.05,0.00,793.72,638.12,0.00
11.93,88.62,9.12,79.88,25.55,26.57,2.43,30.12,26.51,100.00,170.36,32.49,7.81,835.22,321.15,83.53
13.12,88.88,49.56,442.12,26.93,24.95,4.88,28.41,31.88,94.35,164.75,0.00,48.20,808.13,0.00,525.91
15.36,76.38,78.50,659.06,26.97,23.78,6.70,27.72,33.32,90.51,147.55,0.00,74.88,784.16,0.00,772.74
17.99,64.38,102.81,758.44,26.65,21.31,6.40,28.83,35.30,96.22,110.19,0.00,85.06,778.22,0.00,762.94
20.69,49.12,130.50,798.44,27.14,19.53,9.33,26.59,37.36,73.38,79.53,0.00,131.14,775.29,0.00,854.10
23.14,37.00,155.50,810.44,27.51,16.69,8.93,25.15,44.00,73.12,55.55,0.00,146.50,632.50,0.00,732.57
25.25,30.88,166.25,815.06,26.64,14.40,10.14,26.38,48.45,68.15,32.65,0.00,161.56,322.73,0.00,736.95
26.94,28.38,164.94,809.06,25.06,12.74,11.97,31.63,60.91,62.99,0.00,0.00,176.72,0.00,0.00,793.31
27.12,27.38,149.38,793.88,23.52,10.63,13.45,33.97,69.92,56.77,0.00,0.00,173.02,0.00,0.00,841.64
26.90,28.25,112.50,794.56,21.24,7.89,12.44,35.46,76.71,61.16,0.00,0.00,130.65,0.00,0.00,754.49
26.90,27.12,78.00,760.38,19.33,5.96,12.00,37.93,83.72,61.69,0.00,0.00,97.92,0.00,0.00,693.10
27.40,25.38,55.06,626.88,16.84,3.85,11.20,43.56,98.19,64.19,0.00,0.00,67.64,0.00,0.00,568.18
26.70,26.25,32.81,324.31,14.54,3.04,10.73,47.98,100.00,66.30,0.00,8.19,35.55,0.00,87.51,331.73
25.16,31.38,0.00,0.00,12.54,4.49,7.92,61.83,97.18,83.58,0.00,46.91,0.00,0.00,511.86,0.00
23.29,34.62,0.00,0.00,10.29,6.08,8.06,71.71,94.95,81.92,0.00,71.82,0.00,0.00,741.09,0.00
21.19,35.62,0.00,0.00,7.77,6.76,6.03,77.42,93.86,93.66,0.00,87.38,0.00,0.00,783.69,0.00
19.15,38.50,0.00,0.00,5.80,9.01,5.61,84.67,75.19,93.93,0.00,128.19,0.00,0.00,834.93,0.00
16.96,43.12,0.00,0.00,4.06,9.54,4.12,96.72,70.18,100.00,0.00,153.50,0.00,0.00,767.56,0.00
14.66,47.50,0.00,0.00,3.35,10.70,3.43,100.00,65.64,100.00,8.37,168.56,0.00,89.51,768.88,0.00
12.36,62.75,0.00,0.00,4.29,11.94,5.08,98.59,63.12,89.54,46.26,176.36,0.00,504.84,791.68,0.00
10.00,73.50,0.00,0.00,5.77,12.85,3.30,97.16,59.45,100.00,70.28,166.17,0.00,725.26,808.29,0.00
7.66,78.12,0.00,0.00,6.95,12.39,3.98,92.68,61.39,100.00,88.53,130.17,0.00,794.06,751.72,0.00
5.67,85.62,0.00,0.00,8.84,11.96,5.91,76.09,61.85,92.05,126.72,97.68,0.00,825.34,691.39,0.00
4.25,95.25,0.00,0.00,9.85,11.10,6.34,68.72,64.66,91.92,157.00,67.17,0.00,785.06,564.18,0.00
3.61,99.62,8.56,91.50,10.98,10.18,6.41,64.38,69.15,91.51,172.06,34.24,4.39,784.85,319.56,0.00
4.12,100.00,45.62,497.81,11.92,8.01,7.07,63.18,83.04,85.87,176.18,0.00,28.39,790.87,0.00,0.00
5.50,99.38,68.75,709.44,12.55,7.51,7.35,60.78,85.40,84.05,162.74,0.00,66.04,791.62,0.00,0.00
7.10,91.50,89.69,804.44,12.36,6.12,5.79,61.51,93.08,96.24,129.93,0.00,87.03,750.33,0.00,0.00
8.70,77.00,125.25,815.75,11.94,5.47,7.71,61.92,94.91,87.39,97.56,0.00,127.32,690.54,0.00,0.00
10.11,67.25,160.50,802.56,11.05,4.32,7.47,64.89,100.00,96.71,66.93,0.00,131.52,562.19,0.00,0.00
11.22,63.12,175.56,800.81,9.90,3.57,9.81,70.57,100.00,88.15,33.59,0.00,146.96,313.47,0.00,0.00
11.91,63.25,176.00,790.06,8.06,4.47,10.27,82.77,93.83,87.46,0.00,0.00,139.15,0.00,0.00,0.00
12.29,62.12,159.31,774.94,7.23,3.99,9.91,87.14,100.00,92.77,0.00,0.00,113.29,0.00,0.00,0.00
12.34,61.62,129.69,748.94,6.16,4.65,10.84,92.79,100.00,87.08,0.00,0.00,101.48,0.00,0.00,0.00
11.93,62.00,97.44,689.69,5.40,5.89,10.54,95.39,92.15,88.76,0.00,0.00,73.15,0.00,0.00,0.00
11.01,65.12,66.69,560.19,4.42,6.35,10.99,99.57,91.90,85.98,0.00,0.00,43.49,0.00,0.00,0.00
9.66,72.00,32.94,307.38,3.64,6.49,12.12,100.00,91.01,76.27,0.00,4.42,18.49,0.00,0.00,0.00
8.10,82.50,0.00,0.00,4.16,7.02,10.39,95.98,86.19,85.54,0.00,28.29,0.00,0.00,0.00,0.00
7.00,88.88,0.00,0.00,4.34,7.27,10.50,100.00,84.52,84.98,0.00,65.68,0.00,0.00,0.00,0.00
6.20,92.50,0.00,0.00,4.99,6.49,9.27,99.09,91.87,91.97,0.00,91.86,0.00,0.00,0.00,0.00
5.34,95.88,0.00,0.00,5.89,7.59,9.22,92.20,88.19,90.59,0.00,126.19,0.00,0.00,0.00,0.00
4.50,98.88,0.00,0.00,6.35,8.08,11.00,91.89,92.86,77.52,0.00,137.76,0.00,0.00,0.00,0.00
3.70,100.00,0.00,0.00,6.53,9.95,9.19,90.75,87.32,84.43,4.43,148.38,0.00,0.00,0.00,0.00
3.90,98.12,0.00,0.00,6.99,10.47,9.17,86.34,86.23,78.00,28.24,141.23,0.00,0.00,0.00,0.00
4.64,97.62,0.00,0.00,7.23,10.55,5.06,84.76,88.88,92.74,65.49,118.99,0.00,0.00,0.00,0.00
5.28,96.75,0.00,0.00,6.84,11.23,5.62,89.69,84.79,79.54,94.27,104.46,0.00,0.00,0.00,0.00
5.88,92.25,0.00,0.00,7.52,10.98,2.88,88.60,86.13,94.47,125.63,75.60,0.00,0.00,0.00,0.00
6.35,91.88,0.00,0.00,8.38,11.07,1.30,90.93,85.49,100.00,140.88,43.75,0.00,0.00,0.00,0.00
6.56,90.50,4.44,0.00,10.01,11.59,1.60,86.91,79.38,96.96,149.10,17.84,8.01,0.00,0.00,102.88
6.97,86.50,28.19,0.00,10.57,10.56,2.46,85.62,84.52,87.72,142.27,0.00,39.94,0.00,0.00,562.04
7.20,85.00,65.31,0.00,10.87,10.50,5.12,86.94,84.99,68.83,121.84,0.00,58.56,0.00,0.00,838.43
7.14,87.50,96.69,0.00,11.42,9.85,5.32,83.64,88.49,67.37,105.95,0.00,69.93,0.00,0.00,815.77
7.47,89.00,125.06,0.00,11.20,9.68,9.04,84.81,87.79,48.76,76.83,0.00,119.04,0.00,0.00,944.63
8.64,89.00,144.00,0.00,11.11,10.38,8.67,85.24,81.26,48.01,43.87,0.00,137.21,0.00,0.00,810.34
10.07,86.50,149.81,0.00,11.33,9.36,9.75,80.94,83.46,45.21,17.51,0.00,162.93,0.00,0.00,779.59
10.66,85.00,143.31,0.00,10.65,8.71,11.13,84.01,80.75,43.44,0.00,0.00,178.24,0.00,0.00,793.09
11.14,85.00,124.69,0.00,10.50,5.70,10.93,84.99,88.87,45.19,0.00,0.00,152.77,0.00,0.00,745.34
11.59,82.50,107.44,0.00,10.13,5.17,12.34,86.74,82.27,41.04,0.00,0.00,128.96,0.00,0.00,820.79
11.39,83.50,78.06,0.00,9.91,3.23,12.40,86.40,92.24,40.95,0.00,0.00,95.68,0.00,0.00,802.20
11.14,85.00,44.00,0.00,10.07,1.94,10.53,83.13,97.28,47.36,0.00,0.00,62.56,0.00,0.00,618.95
11.10,82.50,17.19,0.00,9.44,1.85,7.88,82.98,95.29,58.33,0.00,8.16,31.53,0.00,104.78,306.65
10.72,83.50,0.00,0.00,8.48,2.61,7.04,82.12,86.80,59.38,0.00,40.37,0.00,0.00,568.17,0.00
10.50,85.00,0.00,0.00,6.02,4.67,6.46,86.94,71.17,61.85,0.00,56.81,0.00,0.00,813.41,0.00
10.38,85.00,0.00,0.00,4.94,5.69,4.29,83.63,65.68,72.40,0.00,71.87,0.00,0.00,838.42,0.00
10.11,85.00,0.00,0.00,3.40,8.34,4.12,91.12,51.44,70.04,0.00,113.67,0.00,0.00,902.06,0.00
9.81,85.00,0.00,0.00,2.26,8.93,3.93,95.14,47.13,65.29,0.00,139.91,0.00,0.00,826.33,0.00
9.51,82.50,0.00,0.00,1.97,10.05,2.39,94.46,44.30,71.37,8.24,166.52,0.00,105.74,796.80,0.00
8.28,83.50,0.00,0.00,2.69,11.10,0.11,86.34,43.53,86.23,40.59,177.87,0.00,571.24,791.45,0.00
6.29,85.00,0.00,0.00,4.45,11.22,0.94,72.33,44.29,83.75,55.93,156.11,0.00,800.89,761.61,0.00
4.75,85.00,0.00,0.00,5.87,11.93,2.22,64.84,42.33,75.03,72.84,125.36,0.00,849.74,797.84,0.00
3.55,90.00,0.00,0.00,8.00,11.74,1.56,52.78,43.10,76.80,110.99,91.53,0.00,880.78,767.41,0.00
2.54,93.00,0.00,0.00,9.07,10.36,3.28,46.69,47.93,68.08,141.27,61.84,0.00,834.32,611.82,0.00
2.08,93.62,8.31,106.69,10.19,8.39,0.96,43.84,56.36,84.75,168.32,32.76,8.84,805.40,318.67,113.03
2.75,85.88,40.81,574.31,11.08,7.17,3.62,43.57,58.81,73.44,177.68,0.00,47.11,790.63,0.00,641.76
4.26,73.50,55.06,788.38,11.36,6.23,7.99,43.83,62.92,56.17,157.77,0.00,69.36,769.75,0.00,923.65
6.03,64.00,73.81,861.06,11.72,4.58,11.51,42.97,70.95,45.90,123.55,0.00,82.82,786.36,0.00,1022.17
7.70,54.12,108.31,859.50,11.40,3.91,13.08,44.18,71.15,37.55,89.45,0.00,101.72,750.01,0.00,896.17
9.18,46.25,142.62,842.31,10.28,3.25,15.17,48.21,68.84,32.19,61.48,0.00,237.80,608.25,0.00,619.41
10.32,43.38,170.12,814.00,8.64,1.94,17.66,55.37,73.88,27.96,33.38,0.00,402.30,324.68,0.00,183.13
11.07,43.62,177.50,789.81,7.24,0.75,17.18,58.53,82.62,29.70,0.00,0.00,388.24,0.00,0.00,186.37
11.49,43.38,159.44,777.88,6.11,1.36,19.03,63.46,81.38,26.07,0.00,0.00,393.11,0.00,0.00,272.11
11.54,43.62,121.75,774.88,4.72,2.08,19.25,70.23,75.77,26.40,0.00,0.00,350.74,0.00,0.00,242.39
11.12,45.25,87.38,732.62,3.80,1.85,17.67,71.70,75.27,30.76,0.00,0.00,211.73,0.00,0.00,278.32
10.21,48.50,61.12,604.69,2.90,2.75,17.43,70.61,70.85,31.83,0.00,0.00,121.61,0.00,0.00,286.92
8.86,54.38,34.00,330.69,1.71,1.66,15.15,75.13,80.93,39.65,0.00,9.32,39.08,0.00,119.24,193.84
7.30,58.25,0.00,0.00,1.08,3.88,13.39,80.81,72.16,46.25,0.00,48.00,0.00,0.00,653.79,0.00
6.01,64.00,0.00,0.00,1.57,7.64,12.36,80.19,57.65,56.71,0.00,67.71,0.00,0.00,901.70,0.00
4.85,69.50,0.00,0.00,2.02,11.10,12.85,76.13,47.33,60.34,0.00,80.54,0.00,0.00,993.96,0.00
3.71,72.25,0.00,0.00,2.00,13.46,13.01,74.51,36.59,61.73,0.00,104.64,0.00,0.00,921.90,0.00
2.61,72.38,0.00,0.00,2.49,15.84,10.54,72.24,30.78,76.96,0.00,250.37,0.00,0.00,652.14,0.00
1.51,76.38,0.00,0.00,2.00,17.56,12.65,79.03,28.17,68.78,9.57,399.34,0.00,122.34,181.79,0.00
1.35,79.00,0.00,0.00,4.00,17.44,10.40,71.52,29.16,81.34,48.44,395.87,0.00,659.80,190.03,0.00
1.75,79.00,0.00,0.00,7.47,18.46,12.28,58.38,27.22,70.95,66.88,378.30,0.00,890.72,261.87,0.00
1.96,76.50,0.00,0.00,10.90,18.57,12.05,48.04,27.83,76.25,79.39,335.18,0.00,979.86,231.63,0.00
2.12,73.75,0.00,0.00,13.65,17.56,12.36,36.10,31.00,77.81,106.10,210.08,0.00,934.76,276.16,0.00
2.26,73.62,0.00,0.00,16.17,16.89,12.03,30.08,33.17,81.26,256.66,117.25,0.00,668.51,276.61,0.00
2.30,77.12,9.81,125.44,17.50,15.02,11.43,28.27,40.01,90.22,397.86,38.73,11.08,181.11,192.11,84.31
4.11,70.88,48.88,665.81,17.58,13.31,12.04,28.89,46.50,93.41,399.69,0.00,58.48,191.86,0.00,416.43
7.32,59.12,66.06,879.75,18.17,12.39,13.87,27.80,56.61,87.98,370.90,0.00,100.16,256.74,0.00,508.43
10.72,48.75,78.25,965.75,18.23,12.50,17.93,28.54,61.92,67.77,327.40,0.00,164.18,226.26,0.00,623.10
13.81,35.62,107.56,947.62,17.51,12.47,18.66,31.13,64.30,62.95,209.26,0.00,216.87,275.08,0.00,488.05
16.46,29.38,262.94,684.88,16.62,11.18,21.55,33.83,73.73,51.93,115.06,0.00,256.74,271.46,0.00,545.41
17.46,28.38,396.38,180.44,14.95,12.06,23.59,40.20,71.95,45.00,38.55,0.00,307.59,191.25,0.00,503.09
17.69,28.62,403.50,193.69,13.27,10.92,24.62,46.62,78.55,41.16,0.00,0.00,317.93,0.00,0.00,425.03
17.93,28.38,363.50,251.62,12.40,11.79,25.24,56.55,73.60,39.20,0.00,0.00,261.64,0.00,0.00,467.16
17.94,29.25,319.62,220.88,12.33,11.66,26.33,62.71,78.50,35.57,0.00,0.00,201.43,0.00,0.00,567.19
17.46,31.25,208.44,274.00,12.20,11.78,27.51,65.59,81.35,32.15,0.00,0.00,165.39,0.00,0.00,542.63
16.39,34.50,112.88,266.31,11.51,11.60,26.98,72.11,83.94,33.24,0.00,0.00,117.83,0.00,0.00,389.74
14.90,40.38,38.38,190.38,11.76,11.34,24.11,73.53,90.80,39.51,0.00,11.01,45.26,0.00,83.78,211.91
13.24,46.75,0.00,0.00,11.18,12.34,22.69,77.15,91.51,41.42,0.00,59.77,0.00,0.00,425.62,0.00
12.41,56.50,0.00,0.00,11.55,14.43,20.52,74.93,84.68,50.68,0.00,104.58,0.00,0.00,530.87,0.00
12.18,63.50,0.00,0.00,11.47,17.72,21.17,79.63,68.83,48.17,0.00,161.78,0.00,0.00,613.99,0.00
11.97,66.88,0.00,0.00,11.49,19.32,18.09,83.11,60.22,58.87,0.00,228.21,0.00,0.00,513.58,0.00
11.78,70.50,0.00,0.00,11.39,21.84,17.31,85.28,50.91,62.33,0.00,262.24,0.00,0.00,557.11,0.00
11.51,75.12,0.00,0.00,11.30,23.81,16.67,91.09,44.31,66.81,10.97,312.60,0.00,83.51,511.30,0.00
11.40,75.75,0.00,0.00,12.48,24.98,16.80,90.57,40.14,63.01,60.41,326.69,0.00,430.21,436.74,0.00
11.34,76.25,0.00,0.00,14.72,25.71,14.87,83.03,37.97,69.45,106.79,270.98,0.00,542.09,483.83,0.00
11.30,80.75,0.00,0.00,17.61,26.50,15.29,69.35,35.16,67.65,160.58,203.87,0.00,609.44,574.07,0.00
11.24,84.88,0.00,0.00,19.66,27.01,14.73,58.86,33.39,68.60,233.89,159.89,0.00,526.35,524.57,0.00
11.20,86.62,0.00,0.00,21.99,26.29,14.38,50.39,35.06,68.35,265.00,112.54,0.00,562.96,372.24,0.00
11.26,91.38,10.94,83.25,23.93,24.16,15.05,43.96,39.38,64.45,315.11,45.41,16.52,515.40,212.61,9.01
12.61,89.62,61.06,434.81,25.16,22.61,15.30,39.63,41.65,64.39,331.06,0.00,96.67,442.59,0.00,39.75
14.96,81.38,109.00,553.31,25.94,20.91,16.59,37.36,49.34,60.87,275.64,0.00,195.83,492.17,0.00,42.22
17.52,69.88,159.38,604.88,26.58,20.70,16.67,34.96,49.90,65.67,205.09,0.00,268.95,577.50,0.00,90.40
19.94,57.50,239.56,539.12,26.76,18.74,18.19,34.00,56.37,61.43,157.13,0.00,345.53,515.53,0.00,102.19
22.11,49.88,267.75,568.81,25.95,17.89,19.66,35.97,59.91,54.40,109.89,0.00,402.33,363.50,0.00,158.37
24.02,43.62,317.62,519.50,24.18,17.12,21.87,39.31,64.78,46.34,45.49,0.00,454.91,212.96,0.00,159.29
25.32,39.12,335.44,448.44,22.57,16.72,22.44,41.77,63.38,45.66,0.00,0.00,430.39,0.00,0.00,156.38
26.14,36.75,280.31,500.50,21.10,15.29,23.50,48.67,67.47,43.30,0.00,0.00,396.73,0.00,0.00,242.59
26.65,34.75,206.31,580.94,20.47,15.10,22.18,50.76,68.57,46.96,0.00,0.00,304.44,0.00,0.00,201.07
26.55,34.62,154.38,506.50,19.06,14.55,23.20,55.13,69.49,42.91,0.00,0.00,258.48,0.00,0.00,144.85
25.65,36.88,107.25,354.75,18.19,14.16,21.84,58.71,69.48,47.98,0.00,0.00,142.16,0.00,0.00,97.97
24.20,39.25,45.56,213.31,17.35,14.40,22.03,63.76,67.72,46.84,0.00,15.82,51.92,0.00,8.63,61.07
22.54,41.88,0.00,0.00,16.67,14.88,19.67,63.57,66.44,57.58,0.00,93.93,0.00,0.00,38.63,0.00
21.27,48.00,0.00,0.00,15.50,16.07,19.49,66.49,63.31,60.59,0.00,189.07,0.00,0.00,40.77,0.00
20.27,51.62,0.00,0.00,15.01,16.81,19.22,69.04,65.02,61.28,0.00,271.69,0.00,0.00,91.33,0.00
19.34,53.88,0.00,0.00,14.47,18.25,19.62,69.94,61.16,60.08,0.00,347.11,0.00,0.00,102.65,0.00
18.44,57.50,0.00,0.00,14.05,19.64,18.99,70.05,54.51,67.07,0.00,401.54,0.00,0.00,158.06,0.00
17.54,62.75,0.00,0.00,14.08,21.34,18.02,69.36,48.23,71.87,15.47,438.96,0.00,8.44,153.71,0.00
16.64,63.75,0.00,0.00,14.67,22.05,17.96,67.47,47.02,70.17,92.56,418.95,0.00,38.06,152.22,0.00
15.68,65.50,0.00,0.00,15.81,22.90,17.78,64.53,45.34,73.83,185.69,381.02,0.00,40.04,232.99,0.00
14.93,69.50,0.00,0.00,16.88,22.46,17.88,64.70,46.04,73.81,273.07,310.91,0.00,91.79,205.35,0.00
14.39,70.38,0.00,0.00,18.28,22.93,16.85,61.02,43.76,79.62,347.90,253.71,0.00,102.89,142.17,0.00
13.95,70.62,0.00,0.00,19.62,22.01,15.96,54.57,47.43,82.43,401.15,143.86,0.00,157.91,99.14,0.00
13.80,71.00,15.12,8.25,21.08,21.61,16.99,49.17,48.36,76.43,430.98,50.43,17.93,150.91,59.31,22.69
14.49,68.50,91.19,37.50,21.85,19.87,17.50,47.70,56.79,76.99,413.22,0.00,85.65,150.14,0.00,189.95
15.59,65.75,182.31,39.31,22.60,19.39,21.07,46.36,61.04,65.79,373.16,0.00,178.46,228.18,0.00,479.17
16.94,64.38,274.44,92.25,22.61,19.03,22.92,45.58,62.14,70.23,314.14,0.00,258.79,207.48,0.00,166.49
18.31,60.88,348.69,103.12,22.80,18.98,23.68,44.19,63.10,64.69,251.33,0.00,270.48,140.84,0.00,30.05
19.61,54.62,400.75,157.75,22.09,18.42,25.43,47.15,70.04,49.44,144.71,0.00,251.61,99.72,0.00,10.17
20.85,50.12,423.00,148.12,21.39,17.69,23.08,49.12,73.63,57.99,49.69,0.00,285.02,58.44,0.00,49.83
21.68,48.38,407.50,148.06,19.97,17.57,24.80,56.39,72.28,49.81,0.00,0.00,366.15,0.00,0.00,227.04
22.34,47.38,365.31,223.38,19.33,17.48,25.27,61.27,75.47,48.09,0.00,0.00,280.56,0.00,0.00,351.16
22.73,45.12,317.38,209.62,18.93,17.53,28.13,62.57,75.78,46.08,0.00,0.00,281.49,0.00,0.00,102.65
22.68,44.62,248.94,139.50,18.66,17.03,25.50,64.61,78.62,69.21,0.00,0.00,121.36,0.00,0.00,5.00
22.16,46.88,145.56,100.31,18.13,16.60,25.46,71.52,78.97,77.10,0.00,0.00,76.57,0.00,0.00,10.19
21.21,49.88,48.94,57.56,17.53,17.16,24.18,74.50,75.53,84.78,0.00,18.16,40.92,0.00,22.97,40.43
20.05,56.00,0.00,0.00,17.37,17.94,22.71,73.33,74.75,88.47,0.00,88.48,0.00,0.00,196.22,0.00
19.29,61.50,0.00,0.00,17.33,21.05,23.64,76.30,65.89,77.16,0.00,178.17,0.00,0.00,478.40,0.00
18.85,63.00,0.00,0.00,17.35,23.02,22.19,76.77,69.74,81.07,0.00,260.65,0.00,0.00,167.69,0.00
18.39,66.12,0.00,0.00,17.12,23.87,20.55,78.12,63.85,86.12,0.00,274.21,0.00,0.00,30.47,0.00
17.89,73.00,0.00,0.00,16.92,24.78,21.79,77.23,51.97,75.01,0.00,240.93,0.00,0.00,9.74,0.00
17.39,75.38,0.00,0.00,17.25,23.74,20.50,75.07,55.49,81.05,18.27,299.82,0.00,23.11,52.41,0.00
17.20,74.38,0.00,0.00,18.15,25.06,17.83,73.62,48.91,94.83,89.89,373.32,0.00,199.36,231.49,0.00
17.20,77.12,0.00,0.00,21.04,25.97,17.89,65.95,45.92,90.51,178.02,296.00,0.00,478.01,370.49,0.00
17.20,77.75,0.00,0.00,23.07,27.60,17.19,69.49,47.98,93.54,261.57,271.53,0.00,168.28,99.01,0.00
17.20,77.62,0.00,0.00,23.96,26.07,15.39,63.42,66.61,100.00,276.07,126.74,0.00,30.67,5.22,0.00
17.20,75.50,0.00,0.00,24.46,25.54,16.61,53.24,76.68,93.28,235.59,77.01,0.00,9.53,10.25,0.00
17.32,74.62,18.38,23.25,24.07,24.32,15.77,54.25,83.95,96.70,307.22,41.33,13.44,53.71,40.84,61.01
18.34,72.50,91.31,202.50,25.20,23.22,16.34,48.45,85.49,96.64,376.91,0.00,70.26,233.72,0.00,320.71
21.03,66.00,177.88,477.62,26.31,23.31,18.23,44.83,79.08,89.91,303.72,0.00,141.59,380.15,0.00,368.59
23.11,69.25,262.50,168.88,27.33,22.19,21.41,48.93,81.04,73.04,266.54,0.00,265.38,97.20,0.00,132.81
24.04,63.00,277.94,30.88,26.36,20.99,21.40,65.30,83.56,69.02,129.43,0.00,315.44,5.33,0.00,160.95
24.18,54.50,230.25,9.31,25.58,21.17,23.78,76.46,78.63,55.14,77.22,0.00,362.28,10.28,0.00,113.25
