Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
-0.06,73.12,0.00,0.00,0.23,3.51,-1.17,75.47,59.78,74.37,23.68,186.02,0.00,0.00,390.96,0.00
-0.23,73.88,0.00,0.00,0.46,5.14,-1.55,70.94,54.83,75.76,61.34,122.86,0.00,0.00,753.55,0.00
-0.30,78.12,0.00,0.00,1.11,4.96,-2.57,67.75,56.06,78.68,90.27,52.65,0.00,0.00,701.10,0.00
-0.30,79.38,0.00,0.00,1.52,4.41,-2.10,67.71,55.32,73.68,77.32,23.60,0.00,0.00,375.53,0.00
-0.30,78.38,0.00,0.00,1.35,4.58,-2.22,68.44,52.51,73.74,132.09,0.00,0.00,46.68,0.00,0.00
-0.30,79.25,0.00,0.00,2.49,3.56,-2.68,63.33,57.61,75.82,223.58,0.00,0.00,248.71,0.00,0.00
0.01,76.88,23.25,0.00,3.59,2.63,-3.90,59.45,61.43,82.40,187.07,0.00,26.05,393.17,0.00,62.18
0.51,70.62,61.62,0.00,4.83,3.00,-0.69,56.10,59.13,63.59,120.24,0.00,88.00,737.50,0.00,416.75
1.07,68.00,89.94,0.00,5.00,1.83,0.02,55.90,62.04,62.32,52.79,0.00,114.20,703.05,0.00,634.44
1.36,68.62,76.31,0.00,4.62,0.75,0.86,54.53,64.31,57.52,23.96,0.00,132.84,381.17,0.00,684.34
1.59,67.12,134.75,47.62,4.35,1.37,1.15,53.38,61.01,55.72,0.00,0.00,189.54,0.00,0.00,425.82
2.58,62.88,225.19,250.50,3.58,0.47,3.40,57.56,66.17,45.96,0.00,0.00,246.99,0.00,0.00,309.66
3.66,59.12,188.12,395.38,2.84,-0.93,3.43,60.53,73.13,43.74,0.00,0.00,230.61,0.00,0.00,169.84
4.56,57.38,117.62,721.44,2.69,-1.52,2.88,60.51,75.63,42.94,0.00,0.00,167.25,0.00,0.00,94.07
5.03,55.75,52.94,705.00,1.86,-2.30,2.55,61.90,77.21,43.32,0.00,0.00,97.71,0.00,0.00,121.59
4.79,53.75,24.31,386.81,1.06,-2.28,1.48,62.97,74.65,46.76,0.00,0.00,23.24,0.00,0.00,9.52
4.16,54.25,0.00,0.00,1.06,-2.49,0.41,62.45,75.18,49.91,0.00,0.00,0.00,0.00,0.00,0.00
3.59,57.50,0.00,0.00,0.27,-2.84,0.13,67.14,76.72,49.39,0.00,0.00,0.00,0.00,0.00,0.00
3.02,59.62,0.00,0.00,-0.80,-3.39,-0.67,72.50,79.57,50.07,0.00,27.09,0.00,0.00,64.65,0.00
2.42,61.88,0.00,0.00,-1.51,-1.36,-1.62,75.57,66.98,52.06,0.00,84.12,0.00,0.00,398.41,0.00
1.89,61.75,0.00,0.00,-2.17,-0.28,-2.85,76.48,63.72,58.55,0.00,111.85,0.00,0.00,621.37,0.00
1.32,61.62,0.00,0.00,-2.37,0.84,-4.84,75.14,57.63,71.08,0.00,132.57,0.00,0.00,682.98,0.00
0.79,63.88,0.00,0.00,-2.62,1.45,-4.65,75.90,54.55,71.42,0.00,193.90,0.00,0.00,435.60,0.00
0.10,68.12,0.00,0.00,-2.92,2.77,-6.52,77.17,48.23,79.98,0.00,236.81,0.00,0.00,296.89,0.00
-0.70,71.88,0.00,0.00,-3.13,2.85,-5.43,78.16,45.75,72.78,27.60,221.68,0.00,65.88,163.27,0.00
-1.50,75.50,0.00,0.00,-1.70,2.45,-7.62,68.68,44.34,81.75,82.19,162.41,0.00,389.23,91.35,0.00
-2.05,75.75,0.00,0.00,-0.43,2.01,-9.35,64.42,45.10,86.04,110.68,94.26,0.00,614.84,117.30,0.00
-2.45,75.62,0.00,0.00,0.82,1.13,-9.45,57.69,48.01,85.82,132.44,22.68,0.00,682.30,9.29,0.00
-2.73,76.62,0.00,0.00,1.61,0.23,-9.14,53.97,50.58,82.43,196.07,0.00,0.00,440.49,0.00,0.00
-2.99,77.62,0.00,0.00,2.46,-0.30,-9.84,49.37,51.00,81.45,231.71,0.00,0.00,290.50,0.00,0.00
-2.91,76.75,28.12,67.12,2.55,-1.13,-8.80,46.75,51.85,74.17,217.21,0.00,34.83,159.98,0.00,73.51
-1.99,70.38,80.25,380.06,2.23,-2.02,-8.00,45.05,53.65,69.36,159.98,0.00,114.99,89.98,0.00,314.58
-0.56,65.12,109.50,608.31,1.75,-3.06,-7.73,45.99,59.47,67.06,92.54,0.00,176.43,115.15,0.00,111.06
0.81,57.75,132.31,681.62,0.95,-4.46,-7.08,48.63,69.23,63.12,22.40,0.00,242.41,9.17,0.00,96.45
1.74,53.38,198.25,445.38,0.14,-4.81,-9.16,50.92,72.27,73.25,0.00,0.00,238.08,0.00,0.00,139.57
2.19,50.50,226.62,284.12,-0.52,-6.18,-8.28,51.81,78.11,69.77,0.00,0.00,248.28,0.00,0.00,170.44
2.30,47.75,212.75,156.69,-1.36,-6.12,-6.93,52.73,76.77,65.84,0.00,0.00,202.47,0.00,0.00,204.53
2.05,45.75,157.56,88.62,-2.23,-7.67,-7.11,54.45,82.07,65.48,0.00,0.00,79.61,0.00,0.00,16.35
1.52,46.88,90.81,113.00,-3.17,-8.90,-8.40,59.92,83.39,71.11,0.00,0.00,25.03,0.00,0.00,0.00
0.80,49.25,22.12,9.06,-4.26,-9.22,-9.77,68.31,84.47,82.50,0.00,0.00,5.00,0.00,0.00,0.00
0.06,51.25,0.00,0.00,-4.89,-9.30,-10.07,72.70,83.41,87.79,0.00,0.00,0.00,0.00,0.00,0.00
-0.70,52.62,0.00,0.00,-6.01,-9.85,-8.43,77.18,81.47,77.92,0.00,0.00,0.00,0.00,0.00,0.00
-1.56,53.62,0.00,0.00,-6.46,-9.36,-9.86,78.76,77.39,86.90,0.00,33.54,0.00,0.00,70.78,0.00
-2.40,55.25,0.00,0.00,-7.70,-8.61,-9.00,82.22,72.68,82.96,0.00,110.37,0.00,0.00,301.94,0.00
-3.26,60.38,0.00,0.00,-8.67,-8.19,-9.22,82.07,69.41,80.74,0.00,171.03,0.00,0.00,107.65,0.00
-4.10,67.38,0.00,0.00,-9.11,-7.69,-9.10,83.80,66.12,79.40,0.00,232.74,0.00,0.00,92.60,0.00
-4.96,73.12,0.00,0.00,-9.38,-8.48,-9.27,83.89,70.00,80.07,0.00,250.91,0.00,0.00,147.09,0.00
-5.86,76.25,0.00,0.00,-9.85,-7.88,-9.34,81.49,67.88,81.35,0.00,255.80,0.00,0.00,175.59,0.00
-6.76,80.75,0.00,0.00,-9.64,-7.14,-10.19,79.01,66.86,87.50,32.90,199.51,0.00,69.42,201.54,0.00
-7.72,82.38,0.00,0.00,-8.92,-7.40,-9.63,74.34,66.93,84.94,108.06,78.00,0.00,295.63,16.02,0.00
-8.47,80.75,0.00,0.00,-8.41,-8.34,-8.24,70.58,70.81,78.29,168.32,25.14,0.00,105.95,0.00,0.00
-9.01,83.12,0.00,0.00,-7.99,-9.27,-8.96,67.62,79.75,85.39,227.90,5.19,0.00,90.67,0.00,0.00
-9.45,84.38,0.00,0.00,-8.14,-9.68,-8.07,68.37,85.46,79.45,257.33,0.00,0.00,150.86,0.00,0.00
-9.85,81.50,0.00,0.00,-7.68,-9.02,-7.35,66.94,81.46,74.81,259.55,0.00,0.00,178.17,0.00,0.00
-9.88,80.62,32.25,68.06,-7.25,-9.76,-8.25,67.37,86.26,78.49,198.04,0.00,22.14,200.05,0.00,118.91
-9.18,76.00,105.75,289.31,-7.55,-9.40,-6.44,67.66,85.42,70.57,77.19,0.00,42.89,15.86,0.00,621.63
-8.61,71.75,165.62,104.25,-8.31,-9.59,-3.16,70.65,83.00,59.08,25.20,0.00,51.53,0.00,0.00,848.03
-8.25,69.12,223.06,88.75,-9.02,-9.60,-0.97,78.37,82.45,52.95,5.28,0.00,54.85,0.00,0.00,915.69
-7.85,66.75,263.75,154.62,-9.48,-9.73,0.80,84.29,82.91,43.70,0.00,0.00,57.40,0.00,0.00,937.41
-7.51,66.00,263.31,180.75,-9.31,-9.69,1.13,83.23,83.49,39.61,0.00,0.00,51.50,0.00,0.00,883.80
-7.34,67.88,196.56,198.56,-9.70,-9.91,2.26,85.94,85.81,37.27,0.00,0.00,49.80,0.00,0.00,881.53
-7.68,68.38,76.38,15.69,-9.59,-9.46,3.59,86.65,83.97,34.58,0.00,0.00,50.16,0.00,0.00,876.16
-8.28,70.50,25.25,0.00,-9.77,-8.64,2.96,84.12,80.64,35.99,0.00,0.00,42.41,0.00,0.00,703.79
-8.81,77.00,5.38,0.00,-9.85,-8.87,0.47,83.97,84.82,41.72,0.00,0.00,22.96,0.00,0.00,367.54
-9.31,83.12,0.00,0.00,-9.96,-8.33,0.84,84.33,80.97,48.35,0.00,0.00,0.00,0.00,0.00,0.00
-9.56,85.00,0.00,0.00,-9.86,-7.88,-1.60,84.55,77.90,63.63,0.00,0.00,0.00,0.00,0.00,0.00
-9.66,85.62,0.00,0.00,-9.77,-8.08,0.25,84.96,77.55,54.95,0.00,22.41,0.00,0.00,120.39,0.00
-9.76,87.88,0.00,0.00,-9.38,-6.22,-0.41,83.49,69.47,57.18,0.00,43.60,0.00,0.00,631.91,0.00
-9.93,85.25,0.00,0.00,-8.84,-3.33,-1.03,81.82,59.85,56.11,0.00,50.89,0.00,0.00,837.52,0.00
-10.06,85.50,0.00,0.00,-8.82,-1.13,-2.27,84.54,53.60,57.65,0.00,54.20,0.00,0.00,904.94,0.00
-10.16,85.75,0.00,0.00,-8.46,0.68,-2.73,81.74,44.10,57.93,0.00,56.89,0.00,0.00,929.11,0.00
-10.01,85.62,0.00,0.00,-8.15,1.52,-2.53,79.45,38.55,55.77,0.00,53.03,0.00,0.00,910.09,0.00
-9.65,84.12,0.00,0.00,-7.99,2.51,-4.88,77.09,36.64,65.74,22.55,50.71,0.00,121.14,897.67,0.00
-9.31,83.00,0.00,0.00,-6.11,3.32,-6.49,68.93,35.29,72.26,43.96,49.20,0.00,637.05,859.49,0.00
-9.01,83.00,0.00,0.00,-3.42,2.84,-5.44,60.23,36.30,67.50,50.57,42.05,0.00,832.26,697.83,0.00
-8.78,84.25,0.00,0.00,-1.22,1.10,-7.79,53.92,39.98,82.04,53.88,24.11,0.00,899.57,385.87,0.00
-8.57,82.50,0.00,0.00,0.61,0.58,-7.39,44.30,49.30,80.30,56.63,0.00,0.00,924.96,0.00,0.00
-8.38,81.00,0.00,0.00,1.72,-1.03,-6.76,38.03,61.25,75.66,53.79,0.00,0.00,923.23,0.00,0.00
-7.92,76.62,22.69,121.88,2.63,-0.40,-9.10,36.32,57.78,91.44,51.16,0.00,24.31,905.74,0.00,87.75
-6.01,68.38,44.31,642.19,3.18,-0.98,-8.20,35.64,59.71,89.78,48.73,0.00,54.66,851.15,0.00,463.14
-3.50,60.62,50.25,827.00,2.78,-1.54,-5.70,36.46,58.31,77.54,41.87,0.00,70.23,694.86,0.00,687.62
-1.29,54.25,53.56,894.19,1.42,-2.43,-5.13,39.12,58.32,79.15,24.68,0.00,70.74,395.03,0.00,728.66
0.56,44.50,56.38,920.81,0.44,-2.93,-3.82,49.77,58.77,76.76,0.00,0.00,76.80,0.00,0.00,754.33
1.89,37.50,54.56,936.38,-0.75,-3.22,-0.93,60.07,58.82,63.90,0.00,0.00,82.92,0.00,0.00,901.93
2.74,36.00,51.62,913.81,-0.73,-4.85,-0.31,59.20,65.62,61.82,0.00,0.00,69.73,0.00,0.00,918.49
3.06,36.00,48.25,842.81,-1.27,-6.15,-2.74,60.98,70.57,75.32,0.00,0.00,52.91,0.00,0.00,697.07
2.73,36.62,41.69,691.88,-1.79,-6.03,-0.95,59.40,70.62,68.73,0.00,0.00,59.51,0.00,0.00,611.64
1.69,38.25,25.25,404.19,-2.51,-7.47,-2.69,58.66,80.27,80.19,0.00,0.00,31.20,0.00,0.00,304.63
0.33,50.25,0.00,0.00,-3.02,-7.52,-5.34,59.20,81.09,95.12,0.00,0.00,0.00,0.00,0.00,0.00
-0.51,58.88,0.00,0.00,-3.56,-7.43,-3.49,60.35,79.64,80.05,0.00,0.00,0.00,0.00,0.00,0.00
-1.01,60.62,0.00,0.00,-4.84,-8.53,-4.03,65.56,88.03,81.01,0.00,25.37,0.00,0.00,91.59,0.00
-1.51,62.25,0.00,0.00,-5.98,-7.53,-4.68,69.72,85.83,80.40,0.00,57.58,0.00,0.00,487.88,0.00
-2.01,60.50,0.00,0.00,-6.33,-5.52,-4.01,72.19,76.58,74.56,0.00,71.15,0.00,0.00,696.56,0.00
-2.58,59.00,0.00,0.00,-7.32,-4.54,-5.23,79.38,76.07,81.41,0.00,74.00,0.00,0.00,762.18,0.00
-3.11,59.62,0.00,0.00,-7.59,-3.33,-5.80,81.49,74.25,84.89,0.00,79.68,0.00,0.00,782.63,0.00
-3.86,61.88,0.00,0.00,-7.76,-1.51,-4.84,81.63,66.82,78.89,0.00,79.71,0.00,0.00,867.03,0.00
-4.83,65.50,0.00,0.00,-8.25,-0.99,-6.16,86.33,65.10,85.44,25.91,66.67,0.00,93.52,878.27,0.00
-5.83,68.88,0.00,0.00,-7.19,-2.13,-3.73,83.86,72.29,70.60,59.04,55.46,0.00,500.25,730.57,0.00
-6.58,73.75,0.00,0.00,-5.44,-1.49,-5.03,76.10,71.55,78.55,71.60,57.41,0.00,701.03,590.04,0.00
-7.18,78.50,0.00,0.00,-4.24,-2.80,-4.26,74.54,80.79,77.81,75.62,30.97,0.00,778.93,302.44,0.00
-7.65,81.88,0.00,0.00,-3.09,-4.64,-4.18,73.00,90.81,83.79,81.12,0.00,0.00,796.79,0.00,0.00
-8.05,83.62,0.00,0.00,-1.81,-4.03,-4.80,68.29,83.40,88.59,78.10,0.00,0.00,849.57,0.00,0.00
-8.01,84.62,26.44,95.44,-1.32,-4.39,-4.56,66.74,83.20,84.76,65.15,0.00,10.07,858.17,0.00,0.00
-6.90,81.88,60.50,512.62,-1.82,-4.80,-2.51,70.77,81.14,74.76,56.73,0.00,35.55,747.31,0.00,0.00
-5.36,75.62,72.06,705.50,-1.75,-4.58,-2.52,72.97,77.90,71.87,56.36,0.00,34.37,579.24,0.00,0.00
-3.99,73.00,77.25,795.69,-2.85,-5.28,-4.05,81.08,81.71,86.55,30.86,0.00,51.23,301.34,0.00,0.00
-2.88,71.75,82.56,810.94,-4.29,-5.66,-1.65,88.66,84.07,76.94,0.00,0.00,100.08,0.00,0.00,0.00
-2.06,69.75,76.50,832.12,-4.30,-5.17,-2.87,85.07,80.82,86.22,0.00,0.00,121.39,0.00,0.00,63.81
-1.61,68.38,63.62,838.06,-4.57,-5.64,-0.30,84.29,82.47,78.60,0.00,0.00,197.90,0.00,0.00,343.60
-1.56,69.25,58.00,764.06,-4.87,-4.29,1.39,81.51,73.68,63.56,0.00,0.00,161.21,0.00,0.00,310.39
-1.98,74.38,55.31,568.44,-4.87,-4.80,2.43,79.58,77.28,49.53,0.00,0.00,119.09,0.00,0.00,176.34
-2.89,81.38,30.75,300.25,-5.31,-4.32,0.19,81.85,78.15,54.93,0.00,0.00,34.09,0.00,0.00,137.84
-3.99,86.50,0.00,0.00,-5.59,-4.17,0.68,83.66,83.77,50.05,0.00,0.00,0.00,0.00,0.00,0.00
-4.53,86.75,0.00,0.00,-5.33,-4.38,0.96,81.78,86.05,45.69,0.00,0.00,0.00,0.00,0.00,0.00
-4.72,85.38,0.00,0.00,-5.37,-4.16,1.07,80.98,82.44,42.19,0.00,10.38,0.00,0.00,0.00,0.00
-4.92,81.88,0.00,0.00,-4.57,-2.93,-0.91,75.21,77.19,49.01,0.00,34.52,0.00,0.00,0.00,0.00
-5.12,81.25,0.00,0.00,-4.68,-2.76,-0.84,76.64,73.12,47.36,0.00,33.81,0.00,0.00,0.00,0.00
-5.33,82.00,0.00,0.00,-4.35,-3.45,-2.64,78.33,83.15,53.55,0.00,53.61,0.00,0.00,0.00,0.00
-5.53,83.25,0.00,0.00,-4.17,-2.07,-1.74,83.76,79.41,49.56,0.00,97.23,0.00,0.00,0.00,0.00
-5.47,82.75,0.00,0.00,-4.16,-2.33,-2.35,84.77,83.11,56.26,0.00,126.50,0.00,0.00,66.50,0.00
-5.15,79.50,0.00,0.00,-3.95,-0.43,-4.44,81.28,79.30,65.53,10.54,196.20,0.00,0.00,340.65,0.00
-4.81,76.75,0.00,0.00,-3.15,0.98,-5.80,78.40,65.53,67.16,34.01,156.76,0.00,0.00,301.82,0.00
-4.58,76.00,0.00,0.00,-2.88,1.74,-5.23,73.75,52.26,60.63,33.53,113.70,0.00,0.00,168.36,0.00
-4.38,78.50,0.00,0.00,-3.16,0.58,-7.51,81.45,53.46,70.12,54.81,35.10,0.00,0.00,141.95,0.00
-4.17,83.75,0.00,0.00,-2.28,0.58,-8.45,80.64,50.40,69.76,95.80,0.00,0.00,0.00,0.00,0.00
-3.98,83.50,0.00,0.00,-2.05,0.52,-6.51,81.55,47.22,56.48,129.06,0.00,0.00,67.85,0.00,0.00
-3.78,80.12,10.69,0.00,-0.49,0.38,-8.38,79.65,44.47,67.79,195.35,0.00,11.81,339.17,0.00,0.00
-3.33,79.62,33.50,0.00,0.78,-0.74,-7.93,66.51,48.44,70.74,154.54,0.00,48.14,297.53,0.00,0.00
-2.98,74.38,33.25,0.00,1.39,-0.90,-7.53,53.63,47.55,69.31,111.00,0.00,78.25,164.37,0.00,0.00
-2.90,79.75,56.00,0.00,0.78,-1.97,-7.89,52.73,51.22,73.94,35.61,0.00,90.90,144.00,0.00,0.00
-2.46,81.88,94.38,0.00,0.53,-1.71,-8.66,50.58,49.47,85.90,0.00,0.00,100.41,0.00,0.00,0.00
-1.82,80.00,131.62,69.19,0.30,-2.45,-7.78,47.99,56.69,81.90,0.00,0.00,130.12,0.00,0.00,96.13
-0.54,80.00,194.50,337.69,0.04,-4.11,-6.46,45.61,64.07,74.85,0.00,0.00,179.81,0.00,0.00,515.65
0.60,67.50,152.31,293.25,-0.66,-5.41,-6.62,48.16,65.39,68.13,0.00,0.00,123.61,0.00,0.00,531.52
1.09,55.00,108.31,160.38,-0.93,-5.60,-6.18,47.65,62.31,60.56,0.00,0.00,77.58,0.00,0.00,478.59
0.95,52.00,36.12,146.06,-1.64,-7.06,-6.68,50.05,68.00,63.88,0.00,0.00,34.81,0.00,0.00,278.66
0.49,50.75,0.00,0.00,-1.70,-7.81,-8.70,49.43,66.82,73.30,0.00,0.00,0.00,0.00,0.00,0.00
0.11,48.75,0.00,0.00,-2.50,-7.13,-9.48,56.91,59.24,76.68,0.00,0.00,0.00,0.00,0.00,0.00
-0.25,46.75,0.00,0.00,-3.95,-8.16,-9.61,63.35,66.77,77.39,0.00,12.00,0.00,0.00,0.00,0.00
-0.59,47.88,0.00,0.00,-5.22,-7.90,-9.43,64.51,70.62,76.80,0.00,48.23,0.00,0.00,0.00,0.00
-0.95,47.75,0.00,0.00,-5.78,-7.67,-9.64,63.16,70.03,74.86,0.00,77.47,0.00,0.00,0.00,0.00
-1.35,48.88,0.00,0.00,-6.83,-7.81,-10.45,66.94,73.53,77.41,0.00,91.42,0.00,0.00,0.00,0.00
-1.69,49.38,0.00,0.00,-7.49,-8.26,-11.36,65.35,83.57,79.84,0.00,103.45,0.00,0.00,0.00,0.00
-2.55,57.12,0.00,0.00,-7.44,-7.83,-12.60,60.62,82.20,84.39,0.00,129.66,0.00,0.00,95.78,0.00
-3.81,62.62,0.00,0.00,-8.05,-7.00,-11.68,66.26,77.92,79.56,12.10,173.47,0.00,0.00,497.45,0.00
-5.05,63.62,0.00,0.00,-7.89,-6.91,-13.06,70.56,69.57,86.44,48.27,121.21,0.00,0.00,521.20,0.00
-5.94,64.00,0.00,0.00,-7.74,-6.66,-12.55,70.39,62.78,87.34,77.08,75.10,0.00,0.00,463.30,0.00
-6.64,65.88,0.00,0.00,-7.77,-7.00,-11.70,73.33,65.38,84.35,91.68,34.06,0.00,0.00,272.68,0.00
-7.21,63.88,0.00,0.00,-8.06,-8.16,-12.55,82.41,70.65,84.80,104.98,0.00,0.00,0.00,0.00,0.00
-7.71,62.00,0.00,0.00,-7.86,-8.80,-12.93,82.35,73.28,80.97,129.42,0.00,0.00,95.61,0.00,0.00
-7.96,65.75,12.19,0.00,-7.26,-9.18,-13.05,79.46,75.13,82.72,170.29,0.00,37.63,488.35,0.00,166.38
-7.88,70.50,48.31,0.00,-7.05,-9.41,-10.98,70.28,76.65,75.01,120.01,0.00,94.09,516.04,0.00,411.17
-7.80,70.75,76.69,0.00,-6.90,-9.81,-9.99,63.89,75.81,68.42,73.86,0.00,145.94,455.65,0.00,374.13
-7.74,73.12,91.94,0.00,-7.16,-10.55,-8.23,66.13,77.95,58.90,33.68,0.00,176.80,269.68,0.00,307.08
-7.89,81.25,106.50,0.00,-7.88,-11.32,-8.96,69.32,79.61,61.14,0.00,0.00,90.38,0.00,0.00,42.47
-7.88,82.50,129.19,95.44,-8.46,-12.06,-7.77,71.58,81.39,57.02,0.00,0.00,244.55,0.00,0.00,118.79
-7.49,81.00,167.12,479.25,-8.97,-11.70,-7.54,74.01,79.72,57.81,0.00,0.00,211.10,0.00,0.00,130.38
-7.17,71.00,118.81,510.88,-9.39,-12.48,-7.00,76.58,83.09,56.91,0.00,0.00,96.12,0.00,0.00,10.81
-7.10,65.00,72.62,448.00,-9.90,-12.33,-9.66,76.28,85.98,71.82,0.00,0.00,20.56,0.00,0.00,0.00
-7.29,66.88,33.31,266.69,-10.60,-11.99,-8.06,78.23,86.17,64.16,0.00,0.00,7.12,0.00,0.00,0.00
-7.65,68.00,0.00,0.00,-11.30,-12.45,-11.12,79.49,84.21,80.52,0.00,0.00,0.00,0.00,0.00,0.00
-8.17,69.88,0.00,0.00,-11.79,-12.66,-9.55,79.88,79.42,74.81,0.00,0.00,0.00,0.00,0.00,0.00
-8.78,72.88,0.00,0.00,-11.72,-12.55,-9.49,79.80,79.99,80.13,0.00,39.07,0.00,0.00,172.72,0.00
-9.38,76.50,0.00,0.00,-12.18,-10.97,-9.29,81.42,74.94,79.05,0.00,94.17,0.00,0.00,411.53,0.00
-9.97,76.75,0.00,0.00,-12.22,-9.81,-8.64,85.30,67.59,74.79,0.00,147.81,0.00,0.00,378.94,0.00
-10.64,78.50,0.00,0.00,-12.14,-8.34,-7.29,87.09,59.39,72.23,0.00,175.37,0.00,0.00,304.60,0.00
-11.28,79.38,0.00,0.00,-12.40,-8.66,-8.67,83.92,59.88,87.36,0.00,92.41,0.00,0.00,43.43,0.00
-11.56,78.38,0.00,0.00,-12.52,-8.00,-7.20,78.65,58.01,81.00,0.00,240.58,0.00,0.00,116.86,0.00
-11.73,79.88,0.00,0.00,-12.30,-7.68,-7.41,78.62,58.41,83.35,39.78,209.02,0.00,175.89,129.09,0.00
-11.93,79.75,0.00,0.00,-10.97,-7.52,-7.89,74.91,59.20,84.26,94.21,92.78,0.00,411.70,10.44,0.00
-12.12,84.62,0.00,0.00,-9.73,-9.13,-7.00,67.17,69.28,79.03,148.75,21.41,0.00,381.34,0.00,0.00
-12.26,88.00,0.00,0.00,-8.40,-8.72,-6.94,59.63,67.52,78.78,174.65,6.81,0.00,303.36,0.00,0.00
-12.36,83.62,0.00,0.00,-8.51,-10.49,-7.91,59.25,77.20,87.39,93.43,0.00,0.00,43.90,0.00,0.00
-12.40,77.88,0.00,0.00,-8.12,-9.73,-6.56,58.51,75.84,81.54,238.60,0.00,0.65,115.90,0.00,0.00
-12.09,77.25,40.50,179.06,-7.75,-9.52,-6.13,58.70,80.31,79.56,207.98,0.00,18.75,128.45,0.00,0.00
-10.96,74.88,94.25,411.88,-7.79,-9.22,-5.94,60.35,78.65,82.38,91.11,0.00,84.91,10.25,0.00,0.40
-9.65,66.75,149.69,383.75,-8.87,-8.70,-5.77,68.02,75.08,82.78,21.83,0.00,139.28,0.00,0.00,2.06
-8.45,59.88,173.94,302.12,-9.06,-7.87,-4.24,69.20,75.49,76.07,6.65,0.00,180.39,0.00,0.00,4.07
-8.38,58.62,94.44,44.38,-10.18,-8.35,-3.31,75.54,85.43,74.94,0.00,0.00,210.73,0.00,0.00,8.18
-8.22,59.00,236.62,114.94,-9.83,-7.53,-2.48,76.36,83.00,73.45,0.00,0.00,214.49,0.00,0.00,7.44
-7.81,59.00,206.94,127.81,-9.54,-7.54,-4.02,80.41,84.18,72.21,0.00,0.00,152.50,0.00,0.00,1.88
-8.01,61.50,89.44,10.06,-9.18,-7.74,-4.17,78.45,83.38,58.41,0.00,0.00,105.47,0.00,0.00,0.98
-8.64,66.75,22.25,0.00,-8.73,-7.37,-3.46,75.23,81.27,52.40,0.00,0.00,82.98,0.00,0.00,3.67
-9.34,70.88,6.50,0.00,-8.16,-7.26,-2.60,77.12,80.64,51.40,0.00,0.00,12.40,0.00,0.00,0.33
-9.91,73.88,0.00,0.00,-8.19,-7.58,-4.94,84.47,85.44,61.20,0.00,0.00,0.00,0.00,0.00,0.00
-9.91,76.88,0.00,0.00,-7.70,-6.89,-4.01,84.00,83.58,56.16,0.00,0.63,0.00,0.00,0.00,0.00
-9.55,80.50,0.00,0.00,-7.61,-6.65,-4.37,84.59,82.78,54.77,0.00,18.09,0.00,0.00,0.00,0.00
-9.15,78.25,0.00,0.00,-7.66,-6.28,-5.22,82.94,84.50,53.78,0.00,82.92,0.00,0.00,0.39,0.00
-8.75,75.38,0.00,0.00,-7.56,-5.75,-5.08,82.38,82.70,49.35,0.00,139.42,0.00,0.00,2.06,0.00
-8.41,78.75,0.00,0.00,-7.41,-4.58,-4.47,81.57,78.03,54.68,0.00,176.17,0.00,0.00,3.98,0.00
-8.05,83.50,0.00,0.00,-7.42,-3.75,-7.02,84.47,77.47,83.28,0.00,204.46,0.00,0.00,7.93,0.00
-7.84,85.00,0.00,0.00,-7.06,-3.06,-6.15,84.60,76.72,81.66,0.63,206.37,0.00,0.00,7.16,0.00
-7.67,85.00,0.00,0.00,-6.92,-3.60,-6.74,84.39,70.17,81.22,17.77,157.38,0.00,0.00,1.94,0.00
-7.60,82.50,0.00,0.00,-6.45,-3.62,-9.06,85.56,56.27,91.41,81.93,110.01,0.00,0.38,1.02,0.00
-7.72,83.50,0.00,0.00,-5.75,-3.31,-9.06,82.66,51.82,88.20,139.49,83.93,0.00,2.06,3.71,0.00
-7.55,82.50,0.00,0.00,-4.75,-3.07,-8.44,79.02,53.26,82.17,174.05,12.01,0.00,3.93,0.32,0.00
-7.28,83.50,0.00,0.00,-3.97,-4.43,-8.91,78.73,59.10,83.25,201.33,0.00,0.00,7.81,0.00,0.00
-7.20,85.62,0.62,0.00,-3.34,-4.19,-8.51,78.36,56.89,80.03,202.31,0.00,5.17,7.02,0.00,8.07
-7.14,86.00,17.44,0.00,-3.39,-4.53,-8.59,69.14,55.45,82.87,159.81,0.00,50.94,1.97,0.00,68.80
-6.60,86.62,80.94,0.38,-3.34,-5.13,-7.08,55.19,53.45,64.85,112.29,0.00,126.02,1.04,0.00,142.79
-5.74,82.62,139.56,2.06,-3.23,-5.27,-7.75,51.54,50.05,59.57,84.40,0.00,166.31,3.73,0.00,237.88
-4.90,80.00,171.94,3.88,-3.31,-5.15,-4.36,54.19,57.65,44.09,11.82,0.00,202.78,0.32,0.00,474.24
